Time	E1_L13.1	E2_L08.1PG_Col0	E3_L13.2	E4_L08.2PG_Col0
115.5	0.0117681	-0.0273578	0.0140503	0.0239943
115.6	0.0117031	-0.0274943	0.0139001	0.0227523
115.7	0.0117476	-0.0276303	0.0140338	0.0212268
115.8	0.0117623	-0.0276567	0.0141955	0.0191643
115.9	0.0117664	-0.0275888	0.0141953	0.0170099
116	0.0119228	-0.0273704	0.0141817	0.0149082
116.1	0.0119109	-0.0276149	0.0142179	0.0130357
116.2	0.0118454	-0.0276065	0.0143321	0.0113074
116.3	0.0119806	-0.0277705	0.014207	0.00923324
116.4	0.0117571	-0.0278648	0.0142142	0.00750639
116.5	0.0117748	-0.0279362	0.0142135	0.0057157
116.6	0.0118261	-0.0278739	0.0142382	0.00364963
116.7	0.0118301	-0.0278924	0.0143451	0.00162169
116.8	0.0119601	-0.0278596	0.0142193	4.63163e-05
116.9	0.0121933	-0.0277496	0.014163	-0.00226499
117	0.0121768	-0.027943	0.0139787	-0.00429014
117.1	0.0120976	-0.0279585	0.014173	-0.00636313
117.2	0.0121024	-0.028085	0.0146192	-0.00828765
117.3	0.0122078	-0.0279932	0.0142232	-0.0104255
117.4	0.0121103	-0.0282136	0.0143947	-0.0121927
117.5	0.012169	-0.0281184	0.0145747	-0.0139482
117.6	0.0120934	-0.0280895	0.0142217	-0.0161187
117.7	0.0121206	-0.027974	0.0145595	-0.0180043
117.8	0.0121111	-0.0281764	0.0145681	-0.0201862
117.9	0.0120984	-0.0281054	0.0145592	-0.022636
118	0.0119858	-0.0279918	0.0145342	-0.0254229
118.1	0.0121618	-0.0279998	0.0147371	-0.0284734
118.2	0.0121928	-0.0281676	0.0148422	-0.0316154
118.3	0.0122116	-0.0279285	0.0147288	-0.0345306
118.4	0.012374	-0.0283193	0.0148661	-0.0375247
118.5	0.0126601	-0.0284172	0.0148918	-0.0402138
118.6	0.0124128	-0.0284931	0.0145833	-0.0428804
118.7	0.0123311	-0.0286647	0.0145468	-0.0453008
118.8	0.012214	-0.0287387	0.0144901	-0.0474448
118.9	0.012378	-0.0286756	0.0146621	-0.0497003
119	0.0120862	-0.0285978	0.0145	-0.0522661
119.1	0.0121879	-0.0288904	0.0142395	-0.0551461
119.2	0.0122823	-0.0287153	0.0142297	-0.0582483
119.3	0.0123791	-0.0288032	0.0143066	-0.0610237
119.4	0.0122836	-0.028856	0.0145	-0.0637453
119.5	0.0122502	-0.0289129	0.0145953	-0.0659867
119.6	0.0122933	-0.0290577	0.0141813	-0.0682134
119.7	0.0122573	-0.0290843	0.0144246	-0.0704505
119.8	0.0122656	-0.0290417	0.0143768	-0.0726392
119.9	0.0123481	-0.0288669	0.0144445	-0.0753202
120	0.0122549	-0.0290795	0.0145092	-0.0785531
120.1	0.0122104	-0.0290138	0.0144031	-0.0816961
120.2	0.0121617	-0.0291311	0.0143438	-0.0855643
120.3	0.0120376	-0.0292114	0.0143203	-0.0892524
120.4	0.0122134	-0.0292116	0.0143569	-0.0932678
120.5	0.0121084	-0.0293365	0.0144218	-0.0977661
120.6	0.0120076	-0.0290443	0.0144325	-0.102412
120.7	0.0122674	-0.0294633	0.0145408	-0.108289
120.8	0.0121251	-0.029323	0.0144121	-0.114221
120.9	0.0123272	-0.0295302	0.014449	-0.120481
121	0.0122735	-0.029348	0.0145998	-0.126642
121.1	0.012309	-0.0295979	0.0143956	-0.132529
121.2	0.012252	-0.0294292	0.0144032	-0.137715
121.3	0.0123203	-0.0294207	0.0145541	-0.141824
121.4	0.0126113	-0.0293651	0.014349	-0.145003
121.5	0.012444	-0.029507	0.0140423	-0.148319
121.6	0.0125875	-0.0293186	0.0144234	-0.151817
121.7	0.0123099	-0.0292388	0.0141435	-0.156107
121.8	0.0124562	-0.0294898	0.0138569	-0.160546
121.9	0.0125583	-0.0292857	0.0143912	-0.166326
122	0.0126156	-0.0293931	0.0142522	-0.172834
122.1	0.012565	-0.0295398	0.0143237	-0.17982
122.2	0.0124591	-0.0292572	0.0144909	-0.186432
122.3	0.0125333	-0.0291702	0.0144695	-0.19249
122.4	0.0126037	-0.0291938	0.0145157	-0.19714
122.5	0.0125587	-0.0295744	0.0143602	-0.201946
122.6	0.0126634	-0.0296979	0.0143387	-0.207402
122.7	0.0125115	-0.0296146	0.0145809	-0.213059
122.8	0.012582	-0.0296281	0.0142097	-0.21866
122.9	0.0125934	-0.0296979	0.0141611	-0.224138
123	0.0125403	-0.0298133	0.0143735	-0.229195
123.1	0.0124214	-0.0297231	0.0145718	-0.234277
123.2	0.0124702	-0.029846	0.0143734	-0.238928
123.3	0.0123943	-0.0298287	0.0143709	-0.243748
123.4	0.0122628	-0.0299465	0.0139611	-0.249078
123.5	0.0126728	-0.030001	0.0143156	-0.254667
123.6	0.0127414	-0.0301897	0.0144938	-0.260706
123.7	0.0126969	-0.0300379	0.0142644	-0.267612
123.8	0.0126855	-0.0304317	0.0142419	-0.275253
123.9	0.0128564	-0.0303769	0.0144814	-0.283962
124	0.0126986	-0.0305208	0.0144913	-0.293518
124.1	0.0128581	-0.0304617	0.0141497	-0.303751
124.2	0.0129761	-0.030433	0.0144405	-0.312998
124.3	0.0129675	-0.0304459	0.0140024	-0.321557
124.4	0.0128845	-0.0305507	0.0142365	-0.32824
124.5	0.0132267	-0.0306947	0.0142677	-0.333328
124.6	0.0129697	-0.0305255	0.0141582	-0.337683
124.7	0.0128939	-0.0304372	0.0139839	-0.341859
124.8	0.0130476	-0.0305664	0.0141741	-0.345927
124.9	0.0129079	-0.0309399	0.0143088	-0.349737
125	0.0129172	-0.0310211	0.0142445	-0.352905
125.1	0.0129954	-0.0309971	0.0143509	-0.355878
125.2	0.0132241	-0.0309732	0.0145387	-0.358685
125.3	0.0130247	-0.030937	0.0147404	-0.361337
125.4	0.013063	-0.0310893	0.0141953	-0.364487
125.5	0.0128397	-0.0312953	0.0143171	-0.367472
125.6	0.013017	-0.0314716	0.014444	-0.370723
125.7	0.0128803	-0.0316251	0.0142543	-0.374284
125.8	0.0129759	-0.0319038	0.0142918	-0.377585
125.9	0.0131123	-0.0318474	0.014439	-0.380524
126	0.012839	-0.031897	0.0144023	-0.383353
126.1	0.0131016	-0.0320403	0.0145461	-0.385638
126.2	0.0131422	-0.0322282	0.014268	-0.388016
126.3	0.0132718	-0.0322098	0.0148001	-0.390071
126.4	0.0131942	-0.0323295	0.0142675	-0.391523
126.5	0.01302	-0.0321175	0.0143766	-0.392938
126.6	0.0130344	-0.0323804	0.0145666	-0.394051
126.7	0.013067	-0.0324096	0.0148193	-0.394818
126.8	0.0128865	-0.03238	0.0148323	-0.395535
126.9	0.0132124	-0.0327455	0.0146369	-0.39623
127	0.0130309	-0.0329319	0.0144823	-0.397148
127.1	0.0133012	-0.0328812	0.0145345	-0.397919
127.2	0.0130834	-0.0328156	0.0146371	-0.399012
127.3	0.0130321	-0.0327641	0.0144309	-0.400717
127.4	0.0133947	-0.0329726	0.0145116	-0.402436
127.5	0.013594	-0.0332968	0.014596	-0.404335
127.6	0.0133956	-0.0332324	0.0142761	-0.40621
127.7	0.0134742	-0.033453	0.0145255	-0.407352
127.8	0.0137126	-0.0333333	0.0145842	-0.408408
127.9	0.013515	-0.0335034	0.0145922	-0.408599
128	0.0135988	-0.0338152	0.0146323	-0.40864
128.1	0.0136475	-0.0340892	0.0146978	-0.408381
128.2	0.0136687	-0.0341864	0.0148341	-0.408184
128.3	0.0135584	-0.0343981	0.015013	-0.407841
128.4	0.0138436	-0.034528	0.0152243	-0.407867
128.5	0.0136311	-0.0346482	0.0147509	-0.40778
128.6	0.013877	-0.0347535	0.014499	-0.407623
128.7	0.0138098	-0.0348537	0.0148863	-0.407574
128.8	0.0139867	-0.0349335	0.0146607	-0.407236
128.9	0.0140181	-0.0352441	0.0147309	-0.407157
129	0.0137767	-0.0352755	0.0145583	-0.407048
129.1	0.0136274	-0.0354909	0.0144047	-0.406664
129.2	0.0140549	-0.0355342	0.014896	-0.40652
129.3	0.0138962	-0.0358762	0.0147261	-0.40619
129.4	0.0139419	-0.0362981	0.0147448	-0.405919
129.5	0.014048	-0.0364876	0.0149064	-0.405828
129.6	0.0141872	-0.0365576	0.0147123	-0.405679
129.7	0.0143683	-0.0368307	0.0148049	-0.40541
129.8	0.0142961	-0.036857	0.0151678	-0.405382
129.9	0.0143381	-0.0370165	0.0149365	-0.40534
130	0.0142803	-0.0375601	0.0151749	-0.405308
130.1	0.0142275	-0.0382088	0.0152248	-0.40529
130.2	0.014282	-0.0379854	0.015482	-0.405349
130.3	0.0142352	-0.0384369	0.0152948	-0.405321
130.4	0.0143816	-0.0389506	0.0151458	-0.40491
130.5	0.0143141	-0.0394695	0.015014	-0.405034
130.6	0.0145634	-0.0396318	0.015094	-0.40513
130.7	0.0145588	-0.0403666	0.0151861	-0.404989
130.8	0.0143158	-0.0409617	0.0151903	-0.405224
130.9	0.0145194	-0.0416616	0.0149922	-0.404872
131	0.0145322	-0.0424656	0.0152057	-0.404656
131.1	0.014419	-0.0433442	0.0151996	-0.404474
131.2	0.014355	-0.0443927	0.0151206	-0.404521
131.3	0.0143914	-0.0449578	0.0151076	-0.404145
131.4	0.0145175	-0.0462677	0.0154644	-0.404097
131.5	0.0144127	-0.0469989	0.0153115	-0.403644
131.6	0.0143089	-0.0480684	0.0154804	-0.403601
131.7	0.0143138	-0.0494043	0.0154283	-0.403322
131.8	0.0143429	-0.0504606	0.0151118	-0.403018
131.9	0.014407	-0.0515621	0.0153008	-0.402853
132	0.0145189	-0.0528864	0.0153875	-0.402455
132.1	0.0145863	-0.054341	0.0151333	-0.402004
132.2	0.0144055	-0.0562562	0.0153758	-0.401512
132.3	0.0143254	-0.0579268	0.0153321	-0.40124
132.4	0.014296	-0.0599597	0.0153192	-0.400752
132.5	0.0145833	-0.0616666	0.0152186	-0.400125
132.6	0.0144285	-0.0636675	0.0151806	-0.399453
132.7	0.0143457	-0.0651899	0.0148152	-0.39919
132.8	0.0146338	-0.0666182	0.0151617	-0.398689
132.9	0.0145807	-0.0682561	0.0154516	-0.398371
133	0.0144719	-0.0699969	0.0151468	-0.397916
133.1	0.0145423	-0.0713925	0.0153962	-0.397253
133.2	0.0146265	-0.0731204	0.0153488	-0.396588
133.3	0.0146278	-0.0749851	0.0155156	-0.396292
133.4	0.0144525	-0.0764	0.0153592	-0.395895
133.5	0.0147188	-0.0785974	0.0152745	-0.395006
133.6	0.0147353	-0.0806674	0.0155063	-0.394605
133.7	0.0148727	-0.0824876	0.0155324	-0.394103
133.8	0.0148183	-0.0848655	0.0156684	-0.393774
133.9	0.0148886	-0.0871756	0.0156912	-0.39307
134	0.0146512	-0.0897014	0.0155673	-0.392557
134.1	0.0148349	-0.0922911	0.0155431	-0.392067
134.2	0.0147397	-0.0950415	0.0156322	-0.391332
134.3	0.0146876	-0.0973896	0.015765	-0.391004
134.4	0.014629	-0.100278	0.0157061	-0.39031
134.5	0.0148799	-0.103063	0.0157021	-0.389615
134.6	0.0149007	-0.106119	0.0156383	-0.389011
134.7	0.0147304	-0.109014	0.0160006	-0.388018
134.8	0.0148912	-0.112378	0.0158092	-0.387183
134.9	0.0147239	-0.115432	0.0158358	-0.386625
135	0.014838	-0.118839	0.0157451	-0.38591
135.1	0.0149639	-0.122013	0.0157456	-0.385028
135.2	0.0150087	-0.12562	0.0158927	-0.38442
135.3	0.0150177	-0.12895	0.015763	-0.383513
135.4	0.0150731	-0.132571	0.0157667	-0.382611
135.5	0.0150601	-0.13617	0.0156178	-0.381513
135.6	0.0150002	-0.140138	0.0158538	-0.380375
135.7	0.0151062	-0.144456	0.0157593	-0.379352
135.8	0.015102	-0.148927	0.0157775	-0.378395
135.9	0.0152259	-0.153527	0.0157409	-0.377554
136	0.0151175	-0.15808	0.016015	-0.376477
136.1	0.0150023	-0.162795	0.0162737	-0.375749
136.2	0.0151328	-0.167681	0.0162602	-0.374932
136.3	0.0150142	-0.172256	0.0165674	-0.374394
136.4	0.0151612	-0.176599	0.0164538	-0.373583
136.5	0.0151955	-0.181137	0.0164581	-0.373116
136.6	0.0149187	-0.185769	0.0166724	-0.372579
136.7	0.0149459	-0.190487	0.0165311	-0.372181
136.8	0.0150456	-0.195272	0.0166367	-0.371594
136.9	0.0150936	-0.200389	0.0167449	-0.37098
137	0.0154344	-0.205764	0.016841	-0.370196
137.1	0.0154086	-0.211745	0.0168434	-0.369749
137.2	0.01514	-0.218011	0.0167649	-0.369617
137.3	0.0154103	-0.22476	0.0170763	-0.369333
137.4	0.0154064	-0.231813	0.0171038	-0.369361
137.5	0.0154582	-0.238488	0.0173191	-0.36924
137.6	0.0152049	-0.245698	0.017149	-0.369349
137.7	0.0153795	-0.252912	0.0171813	-0.369368
137.8	0.0155636	-0.260357	0.0173899	-0.369395
137.9	0.0153144	-0.26765	0.0172653	-0.369483
138	0.0154716	-0.275057	0.0173716	-0.369492
138.1	0.0154539	-0.282575	0.0175286	-0.3695
138.2	0.0154013	-0.28991	0.0179107	-0.369445
138.3	0.0155581	-0.297564	0.0179567	-0.369567
138.4	0.0153756	-0.305287	0.0179449	-0.36954
138.5	0.0153027	-0.312564	0.0180765	-0.369397
138.6	0.0153879	-0.320393	0.0183012	-0.369419
138.7	0.0153511	-0.328226	0.0183324	-0.369476
138.8	0.015471	-0.336266	0.0183082	-0.369292
138.9	0.0153067	-0.344062	0.0183998	-0.368964
139	0.015446	-0.351927	0.0184102	-0.368889
139.1	0.0154185	-0.359436	0.0187947	-0.368844
139.2	0.0153852	-0.36722	0.0188437	-0.368763
139.3	0.0154243	-0.37511	0.0190591	-0.368479
139.4	0.0155099	-0.383166	0.0190028	-0.368448
139.5	0.0155212	-0.391564	0.0193231	-0.368054
139.6	0.0154761	-0.400969	0.0194227	-0.367939
139.7	0.0153824	-0.410464	0.0193051	-0.367512
139.8	0.0155565	-0.419038	0.0194055	-0.367359
139.9	0.0153989	-0.427473	0.0194621	-0.366988
140	0.0153222	-0.435885	0.0193512	-0.366851
140.1	0.0152344	-0.444203	0.0195604	-0.366381
140.2	0.0154499	-0.452593	0.0197404	-0.365893
140.3	0.0154616	-0.461546	0.0197659	-0.365505
140.4	0.015366	-0.46981	0.0200507	-0.36509
140.5	0.0155615	-0.478241	0.0200931	-0.364713
140.6	0.0155031	-0.486337	0.0200502	-0.364156
140.7	0.0155273	-0.494501	0.0203072	-0.36334
140.8	0.0158801	-0.501914	0.0202327	-0.362828
140.9	0.0158355	-0.509647	0.0201759	-0.362244
141	0.0158947	-0.517139	0.0203044	-0.361871
141.1	0.0157747	-0.524749	0.020454	-0.361056
141.2	0.0159861	-0.532238	0.0206521	-0.360344
141.3	0.0158759	-0.538837	0.0206456	-0.359778
141.4	0.016021	-0.544918	0.0209251	-0.358994
141.5	0.0160012	-0.550037	0.0207815	-0.3582
141.6	0.0160132	-0.554418	0.0207241	-0.357314
141.7	0.0160298	-0.557984	0.0206679	-0.356249
141.8	0.0159976	-0.561674	0.0208057	-0.355237
141.9	0.0159214	-0.565263	0.0208522	-0.354548
142	0.0160891	-0.569079	0.020648	-0.353629
142.1	0.0161503	-0.57231	0.0210788	-0.352492
142.2	0.015942	-0.57482	0.021142	-0.351442
142.3	0.0159694	-0.576842	0.0211823	-0.350178
142.4	0.0160947	-0.578489	0.0214689	-0.349056
142.5	0.0160339	-0.579573	0.0215184	-0.347932
142.6	0.0160455	-0.580833	0.0214889	-0.347015
142.7	0.0162323	-0.58156	0.021425	-0.346021
142.8	0.0160635	-0.581627	0.0216851	-0.344975
142.9	0.0160597	-0.581341	0.0216891	-0.343525
143	0.0159744	-0.580837	0.0219555	-0.342474
143.1	0.0161488	-0.580732	0.0218364	-0.341454
143.2	0.0161452	-0.580514	0.0222792	-0.340091
143.3	0.0160228	-0.579867	0.0222987	-0.338764
143.4	0.0160532	-0.579443	0.0224625	-0.337391
143.5	0.0160907	-0.578843	0.0225669	-0.335708
143.6	0.0160582	-0.578227	0.0232444	-0.334269
143.7	0.0161263	-0.577845	0.0234417	-0.332758
143.8	0.0162202	-0.578051	0.0233524	-0.331235
143.9	0.0162187	-0.577674	0.0237815	-0.329513
144	0.0162161	-0.577216	0.023966	-0.327978
144.1	0.0161777	-0.576622	0.0241205	-0.3258
144.2	0.0161536	-0.575786	0.024603	-0.324017
144.3	0.0161801	-0.575241	0.0245506	-0.322216
144.4	0.0163013	-0.574692	0.0253223	-0.320496
144.5	0.0163915	-0.574186	0.0256274	-0.318452
144.6	0.0162524	-0.573982	0.0262276	-0.316304
144.7	0.016253	-0.573614	0.0267916	-0.314601
144.8	0.0159379	-0.573558	0.0273918	-0.312519
144.9	0.0159714	-0.573577	0.0280679	-0.310984
145	0.0159313	-0.573634	0.0290663	-0.308958
145.1	0.0161831	-0.574111	0.0300634	-0.307103
145.2	0.0162742	-0.574643	0.0314251	-0.304987
145.3	0.016139	-0.575889	0.0319941	-0.302414
145.4	0.016133	-0.577502	0.0334586	-0.300093
145.5	0.0160722	-0.579317	0.0345337	-0.297589
145.6	0.0162828	-0.58153	0.0358247	-0.295218
145.7	0.0162964	-0.584112	0.0369142	-0.293133
145.8	0.0163371	-0.58655	0.0388845	-0.290778
145.9	0.0163033	-0.58933	0.0403173	-0.287824
146	0.0161828	-0.592048	0.0416527	-0.285367
146.1	0.0161225	-0.595276	0.0432305	-0.282602
146.2	0.0161738	-0.598321	0.044798	-0.2801
146.3	0.0163034	-0.601733	0.0464654	-0.277567
146.4	0.0161441	-0.605073	0.048094	-0.275102
146.5	0.0162801	-0.609004	0.0497011	-0.272537
146.6	0.0161826	-0.61316	0.0513306	-0.270216
146.7	0.0162931	-0.617548	0.0534758	-0.267638
146.8	0.0160333	-0.621953	0.0550236	-0.265421
146.9	0.0161307	-0.626206	0.0566634	-0.263016
147	0.0163583	-0.630836	0.0586153	-0.260882
147.1	0.016145	-0.635821	0.0602641	-0.258419
147.2	0.016213	-0.640663	0.0621341	-0.256461
147.3	0.0162563	-0.645638	0.0635418	-0.253936
147.4	0.0164521	-0.650614	0.0653192	-0.251559
147.5	0.0165706	-0.655696	0.067115	-0.249113
147.6	0.0164033	-0.660885	0.0690255	-0.246625
147.7	0.0165023	-0.666488	0.0711298	-0.244045
147.8	0.0165184	-0.672312	0.0736236	-0.241411
147.9	0.0165036	-0.678654	0.0755768	-0.238607
148	0.0165231	-0.685061	0.0779395	-0.235702
148.1	0.0164594	-0.691296	0.0803891	-0.232511
148.2	0.0164157	-0.697465	0.0831643	-0.228853
148.3	0.0164737	-0.703954	0.0859299	-0.225583
148.4	0.0165891	-0.710496	0.0892425	-0.221948
148.5	0.0164738	-0.717324	0.0927268	-0.217719
148.6	0.0164593	-0.724723	0.0972313	-0.213261
148.7	0.0164145	-0.732549	0.101667	-0.208479
148.8	0.0164816	-0.740607	0.106428	-0.203059
148.9	0.0164637	-0.749283	0.111248	-0.197689
149	0.0166007	-0.75836	0.116649	-0.191879
149.1	0.0165622	-0.768166	0.122028	-0.186009
149.2	0.0165749	-0.778027	0.127213	-0.180579
149.3	0.0165783	-0.787724	0.13271	-0.174698
149.4	0.0167529	-0.797332	0.137994	-0.169211
149.5	0.0166696	-0.805804	0.142959	-0.163827
149.6	0.0165832	-0.8143	0.147783	-0.15886
149.7	0.0165362	-0.822748	0.15211	-0.154185
149.8	0.0164316	-0.831031	0.156167	-0.149992
149.9	0.0165941	-0.838331	0.159558	-0.145934
150	0.0167132	-0.844494	0.163203	-0.14233
150.1	0.0166455	-0.848758	0.166478	-0.139356
150.2	0.0164796	-0.852371	0.169233	-0.13567
150.3	0.0165075	-0.855039	0.172077	-0.132815
150.4	0.0166483	-0.856746	0.174395	-0.130084
150.5	0.016536	-0.857771	0.177189	-0.127688
150.6	0.0164707	-0.858491	0.179284	-0.125106
150.7	0.0163551	-0.859322	0.181473	-0.122923
150.8	0.0163068	-0.860046	0.183756	-0.120672
150.9	0.0165333	-0.860699	0.185646	-0.118696
151	0.0166964	-0.860964	0.187455	-0.116163
151.1	0.0166892	-0.861095	0.189805	-0.114468
151.2	0.0167182	-0.861241	0.191609	-0.112356
151.3	0.0166158	-0.860995	0.194071	-0.11031
151.4	0.0167106	-0.860368	0.196332	-0.108159
151.5	0.0167353	-0.859828	0.198665	-0.10613
151.6	0.0166676	-0.859422	0.201457	-0.103663
151.7	0.0164642	-0.85925	0.204111	-0.101252
151.8	0.0165417	-0.858896	0.206877	-0.0991424
151.9	0.016415	-0.85851	0.209963	-0.0966211
152	0.0163971	-0.858326	0.21326	-0.0936918
152.1	0.0163487	-0.858062	0.216563	-0.0910849
152.2	0.0163907	-0.857773	0.220058	-0.0880795
152.3	0.016644	-0.857572	0.223533	-0.084886
152.4	0.0166073	-0.857663	0.227341	-0.0816522
152.5	0.0166916	-0.857949	0.2313	-0.0784451
152.6	0.0166994	-0.858217	0.234841	-0.0752087
152.7	0.0163488	-0.858529	0.238833	-0.0716131
152.8	0.0164891	-0.858764	0.243087	-0.0679198
152.9	0.0165045	-0.859065	0.247124	-0.0643992
153	0.0164656	-0.858884	0.251346	-0.0605845
153.1	0.0166255	-0.859179	0.25558	-0.056741
153.2	0.0167369	-0.85914	0.259428	-0.0528155
153.3	0.0166567	-0.859326	0.263607	-0.0490058
153.4	0.0163304	-0.859569	0.267682	-0.0447511
153.5	0.0165092	-0.859873	0.272401	-0.0406526
153.6	0.0164031	-0.859949	0.277746	-0.036547
153.7	0.0164639	-0.860807	0.283728	-0.0322206
153.8	0.0164353	-0.86122	0.289739	-0.0276561
153.9	0.0164216	-0.861975	0.294464	-0.023043
154	0.0164553	-0.862514	0.297871	-0.0183748
154.1	0.0164008	-0.863422	0.300332	-0.0137162
154.2	0.0165589	-0.86436	0.300862	-0.00952433
154.3	0.0166334	-0.865422	0.299872	-0.00530537
154.4	0.0165163	-0.866841	0.297677	-0.00113542
154.5	0.0161939	-0.86838	0.29432	0.00200345
154.6	0.0162338	-0.870034	0.290212	0.00595253
154.7	0.0161967	-0.871885	0.285696	0.00984436
154.8	0.0160926	-0.874014	0.280803	0.0137653
154.9	0.0161199	-0.876492	0.275292	0.0174608
155	0.0161061	-0.879372	0.269128	0.0215742
155.1	0.0162558	-0.882841	0.262738	0.0258206
155.2	0.0163197	-0.886293	0.2552	0.0299497
155.3	0.0160932	-0.890702	0.24675	0.0342542
155.4	0.0161652	-0.894794	0.23688	0.0383341
155.5	0.0160521	-0.899331	0.225862	0.0427942
155.6	0.0160849	-0.903952	0.213384	0.0473798
155.7	0.0163242	-0.908608	0.200113	0.0521731
155.8	0.0162124	-0.912843	0.185582	0.05767
155.9	0.0161542	-0.916993	0.170077	0.063431
156	0.016227	-0.920571	0.154152	0.0702258
156.1	0.0162515	-0.923872	0.136083	0.0773752
156.2	0.0161459	-0.926762	0.115395	0.0840163
156.3	0.0161603	-0.928871	0.0915036	0.0901754
156.4	0.0163994	-0.93052	0.063776	0.0953342
156.5	0.0163857	-0.932152	0.0318259	0.0991046
156.6	0.0162466	-0.933336	-0.00316695	0.10293
156.7	0.0165011	-0.934652	-0.0428508	0.105669
156.8	0.0163314	-0.935548	-0.0877773	0.107968
156.9	0.0162843	-0.936651	-0.141499	0.110209
157	0.0164272	-0.937128	-0.199993	0.112408
157.1	0.0164493	-0.938362	-0.247814	0.114561
157.2	0.0165168	-0.939643	-0.27986	0.117178
157.3	0.0167396	-0.940506	-0.298892	0.119842
157.4	0.0166357	-0.941584	-0.306397	0.122891
157.5	0.016713	-0.942673	-0.304075	0.125575
157.6	0.0167852	-0.943644	-0.294977	0.128829
157.7	0.0167836	-0.944512	-0.282997	0.131926
157.8	0.0167544	-0.945296	-0.270247	0.135551
157.9	0.0166447	-0.945711	-0.257592	0.139116
158	0.0165783	-0.9465	-0.245449	0.142682
158.1	0.0165136	-0.947374	-0.234018	0.146931
158.2	0.0165801	-0.947912	-0.223326	0.150918
158.3	0.0167002	-0.948365	-0.213042	0.154882
158.4	0.0165708	-0.949086	-0.203403	0.158903
158.5	0.0164275	-0.949782	-0.194353	0.163258
158.6	0.0167697	-0.949866	-0.184859	0.168075
158.7	0.0166273	-0.950369	-0.1754	0.173367
158.8	0.0166772	-0.950891	-0.16579	0.179174
158.9	0.016661	-0.951373	-0.15685	0.18479
159	0.0166414	-0.951619	-0.148732	0.189899
159.1	0.0167963	-0.952085	-0.141544	0.194227
159.2	0.016873	-0.952444	-0.135162	0.19809
159.3	0.0166981	-0.952731	-0.129104	0.201924
159.4	0.016827	-0.953244	-0.12405	0.205032
159.5	0.0166116	-0.95344	-0.119159	0.20841
159.6	0.0169259	-0.95399	-0.114972	0.211393
159.7	0.0167976	-0.954844	-0.110918	0.213692
159.8	0.0169156	-0.954995	-0.107206	0.21622
159.9	0.016609	-0.955161	-0.104095	0.218665
160	0.0167993	-0.955622	-0.100962	0.221011
160.1	0.0168178	-0.955966	-0.0982595	0.223062
160.2	0.0168718	-0.956305	-0.0958274	0.22517
160.3	0.0168836	-0.956528	-0.0934056	0.227153
160.4	0.0167124	-0.956676	-0.0916072	0.228824
160.5	0.0167649	-0.957273	-0.0899406	0.230606
160.6	0.0167694	-0.957562	-0.0882083	0.232289
160.7	0.0167199	-0.957668	-0.0868341	0.233966
160.8	0.0168103	-0.958118	-0.0857067	0.23565
160.9	0.0167185	-0.958321	-0.0847221	0.236735
161	0.0166897	-0.958693	-0.0839194	0.238211
161.1	0.0166859	-0.95904	-0.0833343	0.239386
161.2	0.0167787	-0.959337	-0.0824613	0.24053
161.3	0.0166689	-0.959558	-0.0824645	0.241715
161.4	0.0167197	-0.959637	-0.0820463	0.242604
161.5	0.0166105	-0.959726	-0.081943	0.243488
161.6	0.0166757	-0.960054	-0.0816376	0.244451
161.7	0.0167473	-0.95997	-0.0816317	0.245286
161.8	0.0167658	-0.960162	-0.0815631	0.246155
161.9	0.016627	-0.960439	-0.0817486	0.24697
162	0.016714	-0.960532	-0.081436	0.247726
162.1	0.0167541	-0.960791	-0.0818816	0.248255
162.2	0.0168268	-0.960758	-0.0818704	0.248645
162.3	0.0168034	-0.96102	-0.0820306	0.249649
162.4	0.0167359	-0.96121	-0.0818635	0.250109
162.5	0.0168572	-0.961182	-0.0824883	0.250758
162.6	0.0167755	-0.961331	-0.0821452	0.25118
162.7	0.0167991	-0.961368	-0.081826	0.251928
162.8	0.0168124	-0.961525	-0.0819673	0.252757
162.9	0.0168305	-0.961296	-0.0815428	0.253822
163	0.0166658	-0.961553	-0.0810193	0.254503
163.1	0.016678	-0.961438	-0.0806465	0.255327
163.2	0.0167134	-0.961535	-0.0804297	0.256134
163.3	0.0168081	-0.961419	-0.0801556	0.256907
163.4	0.0167762	-0.961365	-0.07911	0.25787
163.5	0.0168337	-0.961144	-0.0786842	0.258678
163.6	0.0167206	-0.96081	-0.0780583	0.259993
163.7	0.016808	-0.960827	-0.0774738	0.260689
163.8	0.0167259	-0.960673	-0.076696	0.261829
163.9	0.0166932	-0.960615	-0.0758969	0.262632
164	0.0168791	-0.960391	-0.074977	0.263831
164.1	0.0169275	-0.960596	-0.073866	0.264939
164.2	0.0167442	-0.960098	-0.0731059	0.266224
164.3	0.0168946	-0.960013	-0.0718198	0.2674
164.4	0.0166106	-0.960001	-0.0707648	0.268687
164.5	0.0167673	-0.959817	-0.0695544	0.269652
164.6	0.0167926	-0.959675	-0.0688658	0.270587
164.7	0.0168049	-0.959501	-0.0680068	0.271663
164.8	0.0168639	-0.959089	-0.0670092	0.272655
164.9	0.0168094	-0.959053	-0.0665426	0.273638
165	0.0169056	-0.95882	-0.0657261	0.274514
165.1	0.0167745	-0.958927	-0.0650087	0.274815
165.2	0.0168195	-0.958501	-0.0641593	0.27566
165.3	0.0169216	-0.958322	-0.0635915	0.276679
165.4	0.0169334	-0.95818	-0.0628872	0.27724
