Time	E1_L13.1	E2_L08.1PG_Col0	E3_L13.2	E4_L08.2PG_Col0
310.3	0.0975005	-0.450266	0.0973855	0.114711
310.4	0.0975301	-0.449774	0.0973014	0.114714
310.5	0.0974597	-0.449894	0.0973191	0.114902
310.6	0.0973743	-0.449643	0.0970469	0.114989
310.7	0.0974832	-0.449712	0.0970363	0.114876
310.8	0.0973675	-0.449608	0.0968923	0.114918
310.9	0.0972333	-0.449617	0.0969164	0.11501
311	0.0969853	-0.44973	0.0968193	0.115101
311.1	0.0970521	-0.449604	0.0966632	0.115272
311.2	0.0967316	-0.449563	0.096635	0.115069
311.3	0.0967739	-0.449323	0.0967571	0.115106
311.4	0.0966862	-0.449198	0.0963961	0.114879
311.5	0.0963811	-0.448522	0.0964158	0.114898
311.6	0.0967183	-0.448346	0.0965584	0.114841
311.7	0.096406	-0.448028	0.0961508	0.114945
311.8	0.09638	-0.447942	0.0963074	0.114855
311.9	0.0960957	-0.447881	0.0960492	0.114906
312	0.0959928	-0.447583	0.0962761	0.114555
312.1	0.0960781	-0.447369	0.0962093	0.114916
312.2	0.0960372	-0.447341	0.0965572	0.114934
312.3	0.0960173	-0.447255	0.0967395	0.115024
312.4	0.0956611	-0.447244	0.0963465	0.115122
312.5	0.0955397	-0.447155	0.0962829	0.115145
312.6	0.0957134	-0.44685	0.0963338	0.115006
312.7	0.0954173	-0.447127	0.0963732	0.115122
312.8	0.0953108	-0.447025	0.096667	0.11518
312.9	0.0951559	-0.447052	0.0962314	0.115133
313	0.0947941	-0.447059	0.0960936	0.115117
313.1	0.0947545	-0.447042	0.0959638	0.115366
313.2	0.094594	-0.446978	0.0959133	0.115285
313.3	0.0944934	-0.446871	0.0962544	0.115253
313.4	0.0944726	-0.446303	0.0961144	0.115462
313.5	0.0942255	-0.446431	0.096011	0.115278
313.6	0.0940665	-0.446197	0.0960677	0.115617
313.7	0.093978	-0.44578	0.0955926	0.115467
313.8	0.0936453	-0.445885	0.0957886	0.115486
313.9	0.0933251	-0.445339	0.0954448	0.115595
314	0.0933599	-0.44528	0.0957039	0.115616
314.1	0.0931485	-0.445284	0.0954269	0.115547
314.2	0.093021	-0.444948	0.0954261	0.115791
314.3	0.093141	-0.444715	0.0957558	0.115542
314.4	0.093052	-0.444579	0.0955443	0.11564
314.5	0.0930098	-0.44421	0.095621	0.115745
314.6	0.0929556	-0.444116	0.0957956	0.115716
314.7	0.0929769	-0.443944	0.0956291	0.115739
314.8	0.0931066	-0.443578	0.0957568	0.11579
314.9	0.0929789	-0.443148	0.0954894	0.115787
315	0.0927929	-0.443119	0.0956077	0.116063
315.1	0.0926318	-0.44312	0.0952716	0.11589
315.2	0.0926833	-0.442728	0.0952547	0.11594
315.3	0.0925439	-0.442882	0.095434	0.116112
315.4	0.0925745	-0.442759	0.0955749	0.11589
315.5	0.0920655	-0.442995	0.0952683	0.116
315.6	0.0918129	-0.44283	0.0952511	0.116116
315.7	0.0916606	-0.442704	0.0955763	0.116174
315.8	0.0915029	-0.442341	0.0953632	0.116285
315.9	0.091259	-0.442133	0.0950604	0.11618
316	0.0910237	-0.442021	0.0951204	0.116427
316.1	0.090895	-0.441828	0.0949007	0.116322
316.2	0.0912082	-0.441701	0.0951284	0.116655
316.3	0.0911556	-0.441362	0.0952929	0.116595
316.4	0.0907559	-0.441265	0.0950619	0.116803
316.5	0.0905654	-0.440869	0.0945398	0.116571
316.6	0.090704	-0.440399	0.094814	0.116797
316.7	0.0904647	-0.440024	0.0946393	0.116758
316.8	0.0904944	-0.439724	0.0947451	0.116686
316.9	0.0903214	-0.439515	0.0946463	0.116735
317	0.0903344	-0.43918	0.0943332	0.116841
317.1	0.090012	-0.439251	0.0944973	0.116727
317.2	0.0898488	-0.439112	0.0941846	0.116828
317.3	0.0901997	-0.438886	0.0944853	0.116646
317.4	0.090074	-0.438764	0.0944009	0.116684
317.5	0.090061	-0.438825	0.0942577	0.116871
317.6	0.089911	-0.438566	0.0944878	0.116817
317.7	0.0898652	-0.43838	0.0942533	0.117185
317.8	0.0896606	-0.438133	0.0944218	0.117048
317.9	0.0898249	-0.438245	0.0942664	0.117093
318	0.0895035	-0.438034	0.0940723	0.117323
318.1	0.0890708	-0.438327	0.0942735	0.11726
318.2	0.0889841	-0.437767	0.0942634	0.117472
318.3	0.0887466	-0.437819	0.0939767	0.117234
318.4	0.0884224	-0.43741	0.0940021	0.117293
318.5	0.0883265	-0.437183	0.0942326	0.117453
318.6	0.0883405	-0.436863	0.0942882	0.117527
318.7	0.0880359	-0.436814	0.0937342	0.117653
318.8	0.0879062	-0.436577	0.0936316	0.117654
318.9	0.0875809	-0.436594	0.0938217	0.117893
319	0.0874578	-0.436403	0.0936636	0.117775
319.1	0.0875133	-0.436191	0.0935289	0.117868
319.2	0.0873358	-0.435748	0.0937786	0.117744
319.3	0.0872518	-0.435918	0.0935822	0.117823
319.4	0.0871284	-0.435623	0.0936138	0.117922
319.5	0.086607	-0.435544	0.0934652	0.11809
319.6	0.0867128	-0.435385	0.0937901	0.117874
319.7	0.0864436	-0.435316	0.0937774	0.11776
319.8	0.0863813	-0.435107	0.0934774	0.117939
319.9	0.0861573	-0.43494	0.093399	0.118006
320	0.0860856	-0.434949	0.0932197	0.11819
320.1	0.0859733	-0.435147	0.093314	0.117997
320.2	0.085607	-0.434986	0.0931174	0.117953
320.3	0.0856415	-0.435028	0.0933669	0.118124
320.4	0.0855045	-0.434765	0.0933343	0.118446
320.5	0.0853126	-0.434473	0.0932998	0.11833
320.6	0.0851198	-0.434425	0.0935227	0.118291
320.7	0.0850494	-0.434771	0.0933829	0.11833
320.8	0.0846218	-0.434643	0.093481	0.118246
320.9	0.084419	-0.434529	0.0934033	0.118247
321	0.0841587	-0.434488	0.0937563	0.118144
321.1	0.0838392	-0.434649	0.0932003	0.118151
321.2	0.0835973	-0.434496	0.0930086	0.118139
321.3	0.0832528	-0.434704	0.0930592	0.117918
321.4	0.0830278	-0.434857	0.0929957	0.118132
321.5	0.0827098	-0.434895	0.093038	0.118048
321.6	0.0824211	-0.434849	0.0928616	0.117928
321.7	0.0822106	-0.434606	0.0930249	0.117803
321.8	0.0821503	-0.434468	0.0930187	0.118027
321.9	0.0818502	-0.434403	0.0930209	0.11798
322	0.0816745	-0.434348	0.0926921	0.118125
322.1	0.0813647	-0.434433	0.0926819	0.118139
322.2	0.0809475	-0.434159	0.0922241	0.11816
322.3	0.0810078	-0.434065	0.0925395	0.1181
322.4	0.0808478	-0.434085	0.0926064	0.118168
322.5	0.0806194	-0.434249	0.092688	0.118029
322.6	0.0807566	-0.433994	0.0926211	0.118102
322.7	0.0806151	-0.43374	0.0929269	0.117995
322.8	0.0804936	-0.433592	0.092717	0.118257
322.9	0.0804364	-0.433765	0.0927588	0.118236
323	0.0800945	-0.433485	0.0927324	0.118466
323.1	0.0800192	-0.433418	0.0926764	0.118167
323.2	0.0798618	-0.433613	0.0927558	0.118125
323.3	0.0797338	-0.433302	0.0920987	0.118192
323.4	0.0796974	-0.433195	0.0924648	0.118222
323.5	0.0793843	-0.433143	0.0922715	0.118249
323.6	0.0791013	-0.432929	0.0920694	0.118246
323.7	0.0790057	-0.433059	0.0920763	0.118318
323.8	0.0789148	-0.432621	0.0918674	0.118266
323.9	0.0787854	-0.432668	0.0915679	0.118183
324	0.0787049	-0.432618	0.0916199	0.118217
324.1	0.0786574	-0.432171	0.0919021	0.118136
324.2	0.078262	-0.43201	0.0914642	0.118231
324.3	0.0782431	-0.431718	0.0915632	0.118221
324.4	0.0782289	-0.431674	0.0911587	0.118352
324.5	0.0780873	-0.431494	0.0909408	0.118489
324.6	0.0777847	-0.431598	0.0908439	0.118549
324.7	0.0777594	-0.431513	0.090604	0.11865
324.8	0.077856	-0.431696	0.0905377	0.118784
324.9	0.0776207	-0.43155	0.0906114	0.118907
325	0.0777011	-0.431545	0.0911202	0.118857
325.1	0.077687	-0.431682	0.091252	0.118847
325.2	0.077381	-0.431831	0.0908747	0.118975
325.3	0.0772157	-0.431698	0.0907889	0.118812
325.4	0.0768539	-0.431764	0.0910892	0.119104
325.5	0.0763862	-0.431732	0.0907132	0.118872
325.6	0.0764136	-0.431891	0.0907772	0.119131
325.7	0.0761663	-0.431791	0.0907448	0.119146
325.8	0.0760641	-0.431669	0.0908213	0.119188
325.9	0.075912	-0.431741	0.0912026	0.119274
326	0.0758523	-0.431667	0.0908731	0.119184
326.1	0.0757623	-0.43123	0.0908497	0.11914
326.2	0.0755774	-0.43114	0.0910471	0.119203
326.3	0.075596	-0.431165	0.090965	0.119275
326.4	0.0755293	-0.431032	0.0906237	0.119212
326.5	0.0754801	-0.430707	0.0907949	0.119375
326.6	0.0752725	-0.43083	0.09053	0.119405
326.7	0.0750301	-0.430803	0.0903918	0.119561
326.8	0.0752089	-0.43051	0.0902814	0.119526
326.9	0.0750039	-0.43034	0.0903686	0.119555
327	0.0747892	-0.43039	0.0903535	0.119595
327.1	0.074547	-0.430472	0.0902448	0.11955
327.2	0.0741816	-0.430085	0.0902461	0.119874
327.3	0.0738037	-0.429911	0.0903607	0.120055
327.4	0.0739046	-0.429732	0.0901163	0.119796
327.5	0.0736021	-0.429353	0.0902395	0.119898
327.6	0.0732985	-0.429831	0.0902074	0.119849
327.7	0.0730474	-0.42972	0.090204	0.119753
327.8	0.0728148	-0.429753	0.0901895	0.119971
327.9	0.0726671	-0.429878	0.0902689	0.120257
328	0.0720635	-0.429578	0.0901216	0.120046
328.1	0.0721201	-0.429876	0.0902748	0.119816
328.2	0.0719889	-0.429753	0.0900857	0.119889
328.3	0.0713535	-0.429442	0.0898139	0.119832
328.4	0.0715368	-0.429588	0.0899615	0.119867
328.5	0.0712451	-0.429503	0.0896534	0.119783
328.6	0.0708199	-0.429736	0.0897079	0.119728
328.7	0.0707753	-0.430045	0.0892971	0.119785
328.8	0.0704837	-0.429874	0.0892826	0.120014
328.9	0.0703039	-0.42977	0.0891209	0.11977
329	0.0701912	-0.42938	0.0892322	0.119804
329.1	0.0698821	-0.429544	0.0890056	0.119745
329.2	0.069501	-0.429578	0.0888781	0.119742
329.3	0.0691554	-0.429374	0.0888402	0.119701
329.4	0.0688083	-0.429494	0.088691	0.11987
329.5	0.0685259	-0.429428	0.0883254	0.11977
329.6	0.0683542	-0.429372	0.0880607	0.119763
329.7	0.0683251	-0.429075	0.0882073	0.119903
329.8	0.0680409	-0.428852	0.0879904	0.119624
329.9	0.0678523	-0.428836	0.0879604	0.119668
330	0.0677896	-0.428871	0.0879194	0.119575
330.1	0.0677962	-0.428714	0.0878586	0.119824
330.2	0.0676781	-0.428716	0.0878783	0.119648
330.3	0.067694	-0.428734	0.0876646	0.11974
330.4	0.0673779	-0.428676	0.087611	0.119793
330.5	0.0671782	-0.42859	0.0875731	0.119698
330.6	0.06697	-0.428489	0.0875212	0.119807
330.7	0.0670461	-0.428696	0.0875083	0.119742
330.8	0.0668344	-0.428339	0.0874189	0.11957
330.9	0.0667224	-0.428236	0.0871646	0.119767
331	0.0665319	-0.428294	0.0871264	0.119734
331.1	0.0662831	-0.42821	0.0870584	0.119627
331.2	0.066089	-0.428439	0.0867606	0.119828
331.3	0.0659096	-0.428513	0.0867632	0.11986
331.4	0.0657896	-0.428613	0.0865534	0.119943
331.5	0.0656716	-0.428563	0.086643	0.119834
331.6	0.0656104	-0.428879	0.0864599	0.119742
331.7	0.065486	-0.428717	0.0866916	0.119947
331.8	0.0652616	-0.428684	0.0867447	0.119976
331.9	0.0650987	-0.428827	0.0862297	0.119887
332	0.0650837	-0.428815	0.0863363	0.119768
332.1	0.0649762	-0.429044	0.0862233	0.120068
332.2	0.0647446	-0.429216	0.0861454	0.120125
332.3	0.0645544	-0.429422	0.086335	0.12018
332.4	0.0642562	-0.429414	0.0859822	0.120259
332.5	0.0640737	-0.429284	0.0857506	0.120142
332.6	0.0636054	-0.429191	0.0856688	0.12039
332.7	0.0637323	-0.429047	0.0856969	0.120185
332.8	0.0636243	-0.429336	0.0855891	0.120303
332.9	0.0634983	-0.429178	0.0856578	0.120131
333	0.0633133	-0.42909	0.0855168	0.120201
333.1	0.0632066	-0.429293	0.0854478	0.120433
333.2	0.0630619	-0.429356	0.0853423	0.12047
333.3	0.0628805	-0.429585	0.0853716	0.12025
333.4	0.0626466	-0.429584	0.0853198	0.120356
333.5	0.062214	-0.429529	0.085277	0.120325
333.6	0.0621888	-0.429309	0.0850251	0.120431
333.7	0.0621082	-0.429137	0.0850888	0.12049
333.8	0.0622912	-0.429271	0.0849721	0.12053
333.9	0.062103	-0.429172	0.0848894	0.120669
334	0.0620077	-0.428644	0.0850495	0.120622
334.1	0.0619695	-0.428271	0.0850717	0.120653
334.2	0.062007	-0.42796	0.0848627	0.120465
334.3	0.0618717	-0.427783	0.0846458	0.120626
334.4	0.0616111	-0.427865	0.0847614	0.120506
334.5	0.0617105	-0.427907	0.0844713	0.120654
334.6	0.0613754	-0.427752	0.0840212	0.120604
334.7	0.0615406	-0.427775	0.0840103	0.120731
334.8	0.0612298	-0.427649	0.0838805	0.120588
334.9	0.0612974	-0.427745	0.0840603	0.120581
335	0.0610389	-0.427665	0.0835036	0.12044
335.1	0.0605833	-0.4277	0.083286	0.120566
335.2	0.0604473	-0.42769	0.0833746	0.120414
335.3	0.0602418	-0.427708	0.0831155	0.120363
335.4	0.0601939	-0.427552	0.0832587	0.120547
335.5	0.0599623	-0.427215	0.0830818	0.120423
335.6	0.0597585	-0.427183	0.0831301	0.12066
335.7	0.0592697	-0.427526	0.0830116	0.120409
335.8	0.0592556	-0.427169	0.0829153	0.12054
335.9	0.0589407	-0.426841	0.0827855	0.120628
336	0.0588956	-0.426831	0.0825947	0.1205
336.1	0.0588054	-0.426273	0.0822509	0.120481
336.2	0.058688	-0.426172	0.0821564	0.120404
336.3	0.0583449	-0.425914	0.0818895	0.120742
336.4	0.0582507	-0.425921	0.081769	0.120453
336.5	0.0579272	-0.425929	0.0813291	0.120658
336.6	0.0577236	-0.425919	0.0810391	0.120667
336.7	0.0574617	-0.42557	0.0812102	0.120532
336.8	0.0572634	-0.425334	0.0813126	0.120545
336.9	0.0569092	-0.425825	0.0808158	0.12079
337	0.0566929	-0.426029	0.0809485	0.120915
337.1	0.0562884	-0.425943	0.0811302	0.120927
337.2	0.056186	-0.426165	0.0811052	0.120791
337.3	0.0559023	-0.426356	0.0806842	0.120874
337.4	0.0557084	-0.425989	0.0807245	0.120903
337.5	0.0555093	-0.426304	0.0805206	0.121031
337.6	0.0553867	-0.426432	0.0803238	0.120727
337.7	0.0551943	-0.426455	0.0804184	0.120894
337.8	0.0547843	-0.426143	0.0803217	0.120914
337.9	0.0544196	-0.426431	0.0800489	0.120795
338	0.054245	-0.426408	0.0801038	0.120551
338.1	0.0542357	-0.426038	0.0799368	0.120876
338.2	0.0540482	-0.426108	0.0799065	0.120944
338.3	0.0538267	-0.426122	0.080252	0.120864
338.4	0.0539464	-0.426047	0.0798109	0.12096
338.5	0.0537368	-0.426024	0.0800113	0.120753
338.6	0.0537267	-0.42568	0.0800331	0.120745
338.7	0.0535589	-0.426126	0.0798802	0.120773
338.8	0.0532692	-0.426103	0.0795148	0.120767
338.9	0.0531222	-0.42596	0.0791451	0.120921
339	0.0529711	-0.425835	0.07891	0.120717
339.1	0.0526582	-0.426025	0.0788526	0.120794
339.2	0.0524336	-0.426238	0.0788224	0.121004
339.3	0.0521486	-0.426218	0.0785777	0.120801
339.4	0.0519898	-0.426095	0.0784242	0.121139
339.5	0.051736	-0.426369	0.0784978	0.12073
339.6	0.0514603	-0.426279	0.0784657	0.120858
339.7	0.0513172	-0.426222	0.0783172	0.120655
339.8	0.0510915	-0.425883	0.0781927	0.120697
339.9	0.0510972	-0.425894	0.0780029	0.1208
340	0.0508533	-0.425874	0.078214	0.120911
340.1	0.0507201	-0.426034	0.0780018	0.120698
340.2	0.0506721	-0.425884	0.0780585	0.120499
340.3	0.0505392	-0.4257	0.0779273	0.120677
340.4	0.050288	-0.425712	0.0775501	0.120654
340.5	0.0502989	-0.425095	0.0774178	0.120818
340.6	0.0502317	-0.425468	0.0774058	0.12063
340.7	0.0500803	-0.425237	0.0774225	0.120607
340.8	0.0498136	-0.42533	0.077369	0.120594
340.9	0.0498279	-0.425065	0.0771202	0.120572
341	0.049382	-0.425372	0.0772469	0.120606
341.1	0.0493501	-0.425276	0.0768103	0.120704
341.2	0.0490255	-0.425447	0.0769389	0.120731
341.3	0.0489937	-0.425445	0.0770213	0.120993
341.4	0.0487706	-0.425415	0.0767413	0.120723
341.5	0.0485645	-0.425482	0.0764375	0.120664
341.6	0.0485563	-0.425235	0.0763434	0.120825
341.7	0.0484119	-0.42534	0.076118	0.12085
341.8	0.0481822	-0.425374	0.0760374	0.120582
341.9	0.0481014	-0.425077	0.0759998	0.120783
342	0.0476328	-0.425311	0.0761644	0.120756
342.1	0.0473755	-0.425666	0.0758218	0.120658
342.2	0.0473024	-0.425742	0.0755888	0.120412
342.3	0.0469388	-0.425439	0.0756869	0.120451
342.4	0.0470863	-0.425642	0.075542	0.120621
342.5	0.0466081	-0.426203	0.0756185	0.120561
342.6	0.0464656	-0.425961	0.0752465	0.120481
342.7	0.0462683	-0.425944	0.0749009	0.12041
342.8	0.0461711	-0.425767	0.0746202	0.120002
342.9	0.0461721	-0.42578	0.0743877	0.120414
343	0.0459921	-0.42571	0.074331	0.120236
343.1	0.0459781	-0.425337	0.0741142	0.119996
343.2	0.045677	-0.425115	0.074251	0.119973
343.3	0.045684	-0.425212	0.0738692	0.119893
343.4	0.0457122	-0.425222	0.0735136	0.120193
343.5	0.045245	-0.424779	0.073852	0.12025
343.6	0.045369	-0.424196	0.0736717	0.120171
343.7	0.045279	-0.424318	0.0737781	0.120238
343.8	0.0452614	-0.424057	0.0735205	0.120184
343.9	0.0447499	-0.424246	0.0731518	0.119922
344	0.0448147	-0.42356	0.0728357	0.119974
344.1	0.0446887	-0.423453	0.0728154	0.119731
344.2	0.0445929	-0.423287	0.072751	0.119795
344.3	0.0445311	-0.423291	0.0728785	0.119877
344.4	0.0443662	-0.423059	0.0726094	0.119847
344.5	0.0442403	-0.422932	0.0726744	0.119845
344.6	0.0443023	-0.423082	0.0724341	0.119871
344.7	0.0439073	-0.423207	0.0719858	0.119914
344.8	0.0438438	-0.423142	0.0721913	0.119943
344.9	0.0437407	-0.423214	0.071972	0.120001
345	0.0434908	-0.423003	0.0718128	0.12014
345.1	0.0433802	-0.423449	0.0718231	0.120161
345.2	0.0431589	-0.423827	0.0717062	0.119851
345.3	0.0432569	-0.423639	0.0716495	0.119953
345.4	0.0429951	-0.423805	0.0713435	0.11989
345.5	0.042238	-0.423528	0.0711465	0.120054
345.6	0.0424109	-0.423418	0.0713756	0.119914
345.7	0.0419063	-0.423136	0.0712317	0.119897
345.8	0.0418878	-0.423151	0.0710998	0.119848
345.9	0.0416822	-0.423164	0.070784	0.119937
346	0.0415914	-0.423271	0.0708522	0.120016
346.1	0.0413892	-0.423452	0.0704338	0.119942
346.2	0.0412786	-0.423074	0.0705267	0.120149
346.3	0.0412083	-0.42323	0.0703852	0.119888
346.4	0.0411299	-0.423356	0.0704774	0.119917
346.5	0.0409916	-0.423418	0.0705771	0.119992
346.6	0.0406544	-0.423396	0.0700323	0.119951
346.7	0.0407527	-0.423083	0.0698309	0.11993
346.8	0.0408807	-0.422963	0.0696535	0.120004
346.9	0.0407068	-0.422731	0.0694865	0.119632
347	0.0408051	-0.42252	0.0693277	0.11956
347.1	0.040762	-0.422156	0.069071	0.119683
347.2	0.0405301	-0.42208	0.0688628	0.119418
347.3	0.0408217	-0.421916	0.0687745	0.119678
347.4	0.0404332	-0.421662	0.0688628	0.119563
347.5	0.0405133	-0.421683	0.068666	0.119425
347.6	0.0407167	-0.421442	0.0684175	0.119734
347.7	0.0406629	-0.42104	0.0684255	0.119934
347.8	0.0406022	-0.421169	0.0682152	0.119903
347.9	0.0404033	-0.420817	0.0682296	0.119763
348	0.0404271	-0.420664	0.0680017	0.119548
348.1	0.0403877	-0.420662	0.0681596	0.119405
348.2	0.0403466	-0.420439	0.0683521	0.119616
348.3	0.0399573	-0.420363	0.0678693	0.119944
348.4	0.0400353	-0.420287	0.0677292	0.119595
348.5	0.0400814	-0.419996	0.067754	0.119772
348.6	0.040106	-0.419994	0.067696	0.119951
348.7	0.0400367	-0.419672	0.0673459	0.119915
348.8	0.0397704	-0.419432	0.0671725	0.12018
348.9	0.0399353	-0.419189	0.0676845	0.119999
349	0.0396865	-0.418909	0.0673712	0.120126
349.1	0.0398299	-0.41884	0.066788	0.120091
349.2	0.039811	-0.418717	0.0672336	0.120177
349.3	0.0394825	-0.418536	0.0667591	0.120398
349.4	0.0395151	-0.418306	0.0668755	0.120383
349.5	0.039756	-0.4181	0.0670797	0.120495
349.6	0.0394192	-0.418134	0.0672291	0.120484
349.7	0.0390594	-0.418596	0.066898	0.120532
349.8	0.0390889	-0.41881	0.066949	0.120516
349.9	0.0389007	-0.418555	0.0670538	0.120894
350	0.0388695	-0.418741	0.0670094	0.120949
350.1	0.0390707	-0.418756	0.0669706	0.120955
350.2	0.0385081	-0.418709	0.0668078	0.120896
350.3	0.0385089	-0.418729	0.0667332	0.121
350.4	0.0386216	-0.418676	0.0667662	0.121059
350.5	0.0384246	-0.418669	0.0668794	0.121189
350.6	0.0381615	-0.418628	0.0664228	0.121247
350.7	0.037902	-0.418593	0.0665601	0.121156
350.8	0.0376985	-0.41834	0.0666502	0.121328
350.9	0.0375378	-0.418393	0.0668077	0.121284
351	0.0372748	-0.418286	0.0667054	0.121367
351.1	0.0371673	-0.418406	0.0670262	0.121332
351.2	0.0374244	-0.418153	0.0670137	0.121353
351.3	0.0371072	-0.418445	0.0668763	0.121349
351.4	0.0368212	-0.418297	0.0667229	0.121603
351.5	0.0368236	-0.418332	0.0668173	0.121467
351.6	0.036665	-0.418285	0.066715	0.121356
351.7	0.0364633	-0.41827	0.066643	0.121225
351.8	0.0364542	-0.418228	0.066394	0.121314
351.9	0.0361132	-0.418317	0.0663405	0.12111
352	0.0359806	-0.418229	0.0662002	0.121648
352.1	0.0360211	-0.418054	0.0662957	0.121626
352.2	0.0361122	-0.418011	0.0663115	0.121357
352.3	0.035747	-0.417991	0.06638	0.121598
352.4	0.0358404	-0.417829	0.0661805	0.121644
352.5	0.035957	-0.417814	0.0663987	0.121832
352.6	0.0359074	-0.417685	0.0662851	0.121785
352.7	0.0357236	-0.417537	0.0661193	0.121784
352.8	0.0354757	-0.417251	0.0660709	0.121641
352.9	0.0355945	-0.41719	0.0662823	0.121764
353	0.0354652	-0.417025	0.0662095	0.121747
353.1	0.0354198	-0.417165	0.0663112	0.12217
353.2	0.0354742	-0.41704	0.0663613	0.122335
353.3	0.0354145	-0.416746	0.0663842	0.122309
353.4	0.0354254	-0.416776	0.066209	0.122312
353.5	0.0354917	-0.416782	0.0663998	0.1224
353.6	0.0355582	-0.416791	0.0664455	0.122526
353.7	0.0352322	-0.416473	0.0660848	0.122286
353.8	0.0354089	-0.416305	0.066523	0.122259
353.9	0.0351345	-0.416153	0.0661961	0.122303
354	0.0351564	-0.416146	0.0663268	0.122433
354.1	0.0353645	-0.415899	0.0661584	0.122581
354.2	0.0354674	-0.415378	0.0662514	0.122625
354.3	0.0353093	-0.415374	0.0663785	0.122741
354.4	0.0353009	-0.415269	0.0662163	0.122629
354.5	0.0352933	-0.415047	0.066172	0.122777
354.6	0.0354555	-0.414973	0.0664285	0.122794
354.7	0.0354157	-0.415107	0.0663133	0.123052
354.8	0.0357252	-0.414969	0.0660417	0.123125
354.9	0.0358587	-0.414811	0.0663887	0.123338
355	0.0356233	-0.414817	0.0662277	0.123448
355.1	0.0358401	-0.414941	0.0660467	0.123168
355.2	0.0359634	-0.414614	0.0660834	0.123172
355.3	0.0359335	-0.414691	0.0660786	0.12326
355.4	0.0359198	-0.414617	0.0657782	0.123456
355.5	0.0357973	-0.415032	0.0663375	0.12346
355.6	0.0359418	-0.414875	0.065878	0.123469
355.7	0.0359947	-0.414937	0.065809	0.123478
355.8	0.0358556	-0.414776	0.0660719	0.123523
355.9	0.0356929	-0.414849	0.0660504	0.123505
356	0.035669	-0.414556	0.0661913	0.12368
356.1	0.0355854	-0.414431	0.0660825	0.123587
356.2	0.03542	-0.414265	0.0659889	0.123789
356.3	0.0355611	-0.414366	0.0658497	0.123946
356.4	0.0355893	-0.414144	0.0662725	0.124062
356.5	0.0354309	-0.413927	0.0658794	0.124009
356.6	0.035521	-0.41373	0.0657925	0.124055
356.7	0.0354214	-0.413806	0.0657916	0.124099
356.8	0.0355625	-0.413457	0.0658057	0.124254
356.9	0.0353845	-0.413358	0.0659027	0.124182
357	0.035619	-0.413186	0.0658249	0.124081
357.1	0.0357545	-0.413228	0.0660653	0.124186
357.2	0.0354856	-0.413081	0.0661085	0.124122
357.3	0.0353304	-0.413142	0.0659016	0.124373
357.4	0.0351615	-0.41305	0.0659183	0.124278
357.5	0.0350391	-0.413025	0.0658493	0.124179
357.6	0.035038	-0.413001	0.0658567	0.124407
357.7	0.0349223	-0.413137	0.0658177	0.124397
357.8	0.0347	-0.413158	0.0655186	0.124548
357.9	0.0343838	-0.413076	0.0653214	0.124273
358	0.0341923	-0.413241	0.0654932	0.124182
358.1	0.0342546	-0.413181	0.0656741	0.124333
358.2	0.0341652	-0.413396	0.0654927	0.124149
358.3	0.0340828	-0.413363	0.065455	0.124113
358.4	0.0338047	-0.413427	0.0656144	0.124486
358.5	0.0335953	-0.413255	0.0653884	0.124432
358.6	0.0334767	-0.413154	0.0653733	0.124158
358.7	0.0333709	-0.413327	0.0653839	0.124378
358.8	0.0331562	-0.413332	0.0652674	0.12437
358.9	0.0331391	-0.413191	0.0653762	0.124243
359	0.0330463	-0.413117	0.0652839	0.124246
359.1	0.033128	-0.413011	0.0647737	0.124192
359.2	0.0330912	-0.413029	0.0651231	0.12409
359.3	0.0329939	-0.413037	0.0651482	0.124045
359.4	0.0331167	-0.413005	0.0649324	0.124068
359.5	0.0329502	-0.41313	0.0649713	0.124145
359.6	0.0325053	-0.413085	0.0649301	0.124239
359.7	0.0325691	-0.413018	0.0647248	0.124114
359.8	0.0323127	-0.413014	0.0647864	0.124115
359.9	0.0324125	-0.412855	0.0648401	0.124122
360	0.0324078	-0.412912	0.0646271	0.124235
360.1	0.0324445	-0.412757	0.064552	0.124209
360.2	0.032277	-0.412566	0.0645336	0.124298
360.3	0.0323021	-0.412632	0.0641718	0.124015
360.4	0.0324683	-0.4127	0.0641916	0.123986
360.5	0.0324289	-0.412621	0.0640237	0.124173
360.6	0.0325023	-0.412503	0.0637657	0.1242
360.7	0.0323665	-0.412736	0.0636721	0.124171
360.8	0.0323698	-0.412382	0.0636325	0.12419
360.9	0.0325776	-0.412649	0.063486	0.124276
361	0.0324148	-0.412733	0.0634111	0.124373
361.1	0.032498	-0.412423	0.0633869	0.124152
361.2	0.0327213	-0.41238	0.063361	0.124405
361.3	0.0326588	-0.41275	0.0634121	0.124276
361.4	0.0325386	-0.412896	0.0631229	0.124198
361.5	0.0325287	-0.412556	0.0631237	0.124241
361.6	0.0322318	-0.412786	0.0631339	0.124146
361.7	0.0325211	-0.412951	0.062997	0.124241
361.8	0.0326915	-0.412888	0.0630564	0.124193
361.9	0.0325377	-0.412941	0.0628795	0.124199
362	0.0325767	-0.412857	0.0628198	0.124277
362.1	0.0326063	-0.412825	0.0627188	0.12405
362.2	0.0323209	-0.413129	0.0628251	0.12416
362.3	0.0322095	-0.413043	0.0627737	0.124053
362.4	0.0322135	-0.413221	0.0627761	0.124153
362.5	0.0320649	-0.413175	0.0627194	0.124245
362.6	0.032003	-0.412991	0.0627143	0.124215
362.7	0.0320039	-0.412906	0.0629039	0.124441
