"Seconds","Leaf","V","plant","Genotype","Stim","Date","DayTime","Plot","id"
497,"L08",-22.7627,1,"mutant","CG",250101,"15:41:36.886","Yes",1
498,"L08",-22.7634,1,"mutant","CG",250101,"15:41:37.886","Yes",1
499,"L08",-22.7185,1,"mutant","CG",250101,"15:41:38.886","Yes",1
500,"L08",-22.7172,1,"mutant","CG",250101,"15:41:39.886","Yes",1
501,"L08",-22.6991,1,"mutant","CG",250101,"15:41:40.886","Yes",1
502,"L08",-22.7042,1,"mutant","CG",250101,"15:41:41.886","Yes",1
503,"L08",-22.72,1,"mutant","CG",250101,"15:41:42.886","Yes",1
504,"L08",-22.7421,1,"mutant","CG",250101,"15:41:43.886","Yes",1
505,"L08",-22.7381,1,"mutant","CG",250101,"15:41:44.886","Yes",1
506,"L08",-22.7723,1,"mutant","CG",250101,"15:41:45.886","Yes",1
507,"L08",-22.8035,1,"mutant","CG",250101,"15:41:46.886","Yes",1
508,"L08",-22.7944,1,"mutant","CG",250101,"15:41:47.886","Yes",1
509,"L08",-22.7667,1,"mutant","CG",250101,"15:41:48.886","Yes",1
510,"L08",-22.7951,1,"mutant","CG",250101,"15:41:49.886","Yes",1
511,"L08",-22.8998,1,"mutant","CG",250101,"15:41:50.886","Yes",1
512,"L08",-22.9747,1,"mutant","CG",250101,"15:41:51.886","Yes",1
513,"L08",-23.0076,1,"mutant","CG",250101,"15:41:52.886","Yes",1
514,"L08",-23.0192,1,"mutant","CG",250101,"15:41:53.886","Yes",1
515,"L08",-23.0359,1,"mutant","CG",250101,"15:41:54.886","Yes",1
516,"L08",-23.0842,1,"mutant","CG",250101,"15:41:55.886","Yes",1
517,"L08",-23.061,1,"mutant","CG",250101,"15:41:56.886","Yes",1
518,"L08",-23.102,1,"mutant","CG",250101,"15:41:57.886","Yes",1
519,"L08",-23.1224,1,"mutant","CG",250101,"15:41:58.886","Yes",1
520,"L08",-23.131,1,"mutant","CG",250101,"15:41:59.886","Yes",1
521,"L08",-23.1328,1,"mutant","CG",250101,"15:42:00.886","Yes",1
522,"L08",-23.1544,1,"mutant","CG",250101,"15:42:01.886","Yes",1
523,"L08",-23.1248,1,"mutant","CG",250101,"15:42:02.886","Yes",1
524,"L08",-23.0895,1,"mutant","CG",250101,"15:42:03.886","Yes",1
525,"L08",-23.0777,1,"mutant","CG",250101,"15:42:04.886","Yes",1
526,"L08",-23.1205,1,"mutant","CG",250101,"15:42:05.886","Yes",1
527,"L08",-23.1583,1,"mutant","CG",250101,"15:42:06.886","Yes",1
528,"L08",-23.1904,1,"mutant","CG",250101,"15:42:07.886","Yes",1
529,"L08",-23.2268,1,"mutant","CG",250101,"15:42:08.886","Yes",1
530,"L08",-23.2414,1,"mutant","CG",250101,"15:42:09.886","Yes",1
531,"L08",-23.2522,1,"mutant","CG",250101,"15:42:10.886","Yes",1
532,"L08",-23.2551,1,"mutant","CG",250101,"15:42:11.886","Yes",1
533,"L08",-23.2383,1,"mutant","CG",250101,"15:42:12.886","Yes",1
0,"L13",0.185686,1,"mutant","CG",250101,"15:33:19.886","Yes",1
1,"L13",0.190901,1,"mutant","CG",250101,"15:33:20.886","Yes",1
2,"L13",0.205278,1,"mutant","CG",250101,"15:33:21.886","Yes",1
3,"L13",0.303112,1,"mutant","CG",250101,"15:33:22.886","Yes",1
4,"L13",0.449118,1,"mutant","CG",250101,"15:33:23.886","Yes",1
5,"L13",0.544062,1,"mutant","CG",250101,"15:33:24.886","Yes",1
6,"L13",0.699009,1,"mutant","CG",250101,"15:33:25.886","Yes",1
7,"L13",0.804661,1,"mutant","CG",250101,"15:33:26.886","Yes",1
8,"L13",0.936845,1,"mutant","CG",250101,"15:33:27.886","Yes",1
9,"L13",1.05396,1,"mutant","CG",250101,"15:33:28.886","Yes",1
10,"L13",1.18415,1,"mutant","CG",250101,"15:33:29.886","Yes",1
11,"L13",1.28118,1,"mutant","CG",250101,"15:33:30.886","Yes",1
12,"L13",1.41045,1,"mutant","CG",250101,"15:33:31.886","Yes",1
13,"L13",1.52598,1,"mutant","CG",250101,"15:33:32.886","Yes",1
14,"L13",1.63419,1,"mutant","CG",250101,"15:33:33.886","Yes",1
15,"L13",1.69932,1,"mutant","CG",250101,"15:33:34.886","Yes",1
16,"L13",1.85002,1,"mutant","CG",250101,"15:33:35.886","Yes",1
17,"L13",1.90231,1,"mutant","CG",250101,"15:33:36.886","Yes",1
18,"L13",1.97964,1,"mutant","CG",250101,"15:33:37.886","Yes",1
19,"L13",2.07047,1,"mutant","CG",250101,"15:33:38.886","Yes",1
20,"L13",2.15947,1,"mutant","CG",250101,"15:33:39.886","Yes",1
21,"L13",2.21637,1,"mutant","CG",250101,"15:33:40.886","Yes",1
22,"L13",2.31392,1,"mutant","CG",250101,"15:33:41.886","Yes",1
23,"L13",2.3682,1,"mutant","CG",250101,"15:33:42.886","Yes",1
24,"L13",2.44343,1,"mutant","CG",250101,"15:33:43.886","Yes",1
25,"L13",2.53102,1,"mutant","CG",250101,"15:33:44.886","Yes",1
26,"L13",2.61396,1,"mutant","CG",250101,"15:33:45.886","Yes",1
27,"L13",2.67352,1,"mutant","CG",250101,"15:33:46.886","Yes",1
28,"L13",2.73607,1,"mutant","CG",250101,"15:33:47.886","Yes",1
29,"L13",2.80682,1,"mutant","CG",250101,"15:33:48.886","Yes",1
30,"L13",2.87128,1,"mutant","CG",250101,"15:33:49.886","Yes",1
31,"L13",2.89424,1,"mutant","CG",250101,"15:33:50.886","Yes",1
32,"L13",2.99093,1,"mutant","CG",250101,"15:33:51.886","Yes",1
33,"L13",3.0543,1,"mutant","CG",250101,"15:33:52.886","Yes",1
34,"L13",3.05776,1,"mutant","CG",250101,"15:33:53.886","Yes",1
35,"L13",3.06592,1,"mutant","CG",250101,"15:33:54.886","Yes",1
36,"L13",3.13199,1,"mutant","CG",250101,"15:33:55.886","Yes",1
37,"L13",3.17295,1,"mutant","CG",250101,"15:33:56.886","Yes",1
38,"L13",3.18506,1,"mutant","CG",250101,"15:33:57.886","Yes",1
39,"L13",3.3094,1,"mutant","CG",250101,"15:33:58.886","Yes",1
40,"L13",3.36761,1,"mutant","CG",250101,"15:33:59.886","Yes",1
41,"L13",3.09505,1,"mutant","CG",250101,"15:34:00.886","Yes",1
42,"L13",1.96926,1,"mutant","CG",250101,"15:34:01.886","Yes",1
43,"L13",1.36144,1,"mutant","CG",250101,"15:34:02.886","Yes",1
44,"L13",1.19304,1,"mutant","CG",250101,"15:34:03.886","Yes",1
45,"L13",1.25092,1,"mutant","CG",250101,"15:34:04.886","Yes",1
46,"L13",1.38589,1,"mutant","CG",250101,"15:34:05.886","Yes",1
47,"L13",1.58998,1,"mutant","CG",250101,"15:34:06.886","Yes",1
48,"L13",1.67075,1,"mutant","CG",250101,"15:34:07.886","Yes",1
49,"L13",1.71062,1,"mutant","CG",250101,"15:34:08.886","Yes",1
50,"L13",1.76507,1,"mutant","CG",250101,"15:34:09.886","Yes",1
51,"L13",1.80003,1,"mutant","CG",250101,"15:34:10.886","Yes",1
52,"L13",1.83672,1,"mutant","CG",250101,"15:34:11.886","Yes",1
53,"L13",1.91099,1,"mutant","CG",250101,"15:34:12.886","Yes",1
54,"L13",2.00397,1,"mutant","CG",250101,"15:34:13.886","Yes",1
55,"L13",2.08422,1,"mutant","CG",250101,"15:34:14.886","Yes",1
56,"L13",2.187,1,"mutant","CG",250101,"15:34:15.886","Yes",1
57,"L13",2.28082,1,"mutant","CG",250101,"15:34:16.886","Yes",1
58,"L13",2.38297,1,"mutant","CG",250101,"15:34:17.886","Yes",1
59,"L13",2.42281,1,"mutant","CG",250101,"15:34:18.886","Yes",1
60,"L13",2.44875,1,"mutant","CG",250101,"15:34:19.886","Yes",1
61,"L13",2.48099,1,"mutant","CG",250101,"15:34:20.886","Yes",1
62,"L13",2.56992,1,"mutant","CG",250101,"15:34:21.886","Yes",1
63,"L13",2.60093,1,"mutant","CG",250101,"15:34:22.886","Yes",1
64,"L13",2.6712,1,"mutant","CG",250101,"15:34:23.886","Yes",1
65,"L13",2.73176,1,"mutant","CG",250101,"15:34:24.886","Yes",1
66,"L13",2.81749,1,"mutant","CG",250101,"15:34:25.886","Yes",1
67,"L13",2.87658,1,"mutant","CG",250101,"15:34:26.886","Yes",1
68,"L13",2.96537,1,"mutant","CG",250101,"15:34:27.886","Yes",1
69,"L13",3.01884,1,"mutant","CG",250101,"15:34:28.886","Yes",1
70,"L13",3.08043,1,"mutant","CG",250101,"15:34:29.886","Yes",1
71,"L13",3.13804,1,"mutant","CG",250101,"15:34:30.886","Yes",1
72,"L13",3.1691,1,"mutant","CG",250101,"15:34:31.886","Yes",1
73,"L13",3.22464,1,"mutant","CG",250101,"15:34:32.886","Yes",1
74,"L13",3.27364,1,"mutant","CG",250101,"15:34:33.886","Yes",1
75,"L13",3.31894,1,"mutant","CG",250101,"15:34:34.886","Yes",1
76,"L13",3.38515,1,"mutant","CG",250101,"15:34:35.886","Yes",1
77,"L13",3.44315,1,"mutant","CG",250101,"15:34:36.886","Yes",1
78,"L13",3.48033,1,"mutant","CG",250101,"15:34:37.886","Yes",1
79,"L13",3.5118,1,"mutant","CG",250101,"15:34:38.886","Yes",1
80,"L13",3.55839,1,"mutant","CG",250101,"15:34:39.886","Yes",1
81,"L13",3.6065,1,"mutant","CG",250101,"15:34:40.886","Yes",1
82,"L13",3.68238,1,"mutant","CG",250101,"15:34:41.886","Yes",1
83,"L13",3.71375,1,"mutant","CG",250101,"15:34:42.886","Yes",1
84,"L13",3.76656,1,"mutant","CG",250101,"15:34:43.886","Yes",1
85,"L13",3.79071,1,"mutant","CG",250101,"15:34:44.886","Yes",1
86,"L13",3.83749,1,"mutant","CG",250101,"15:34:45.886","Yes",1
87,"L13",3.85389,1,"mutant","CG",250101,"15:34:46.886","Yes",1
88,"L13",3.85849,1,"mutant","CG",250101,"15:34:47.886","Yes",1
89,"L13",3.91433,1,"mutant","CG",250101,"15:34:48.886","Yes",1
90,"L13",4.01706,1,"mutant","CG",250101,"15:34:49.886","Yes",1
91,"L13",4.04445,1,"mutant","CG",250101,"15:34:50.886","Yes",1
NA,"L13",NA,1,"mutant","CG",250101,"F1","Yes",1
92,"L13",4.1378,1,"mutant","CG",250101,"15:34:51.886","Yes",1
93,"L13",4.07379,1,"mutant","CG",250101,"15:34:52.886","Yes",1
NA,"L13",NA,1,"mutant","CG",250101,"F1","Yes",1
94,"L13",4.12071,1,"mutant","CG",250101,"15:34:53.886","Yes",1
95,"L13",4.25435,1,"mutant","CG",250101,"15:34:54.886","Yes",1
96,"L13",4.22676,1,"mutant","CG",250101,"15:34:55.886","Yes",1
97,"L13",4.29269,1,"mutant","CG",250101,"15:34:56.886","Yes",1
98,"L13",4.53169,1,"mutant","CG",250101,"15:34:57.886","Yes",1
99,"L13",4.9193,1,"mutant","CG",250101,"15:34:58.886","Yes",1
100,"L13",5.02823,1,"mutant","CG",250101,"15:34:59.886","Yes",1
101,"L13",5.05037,1,"mutant","CG",250101,"15:35:00.886","Yes",1
102,"L13",5.08135,1,"mutant","CG",250101,"15:35:01.886","Yes",1
103,"L13",5.08695,1,"mutant","CG",250101,"15:35:02.886","Yes",1
104,"L13",5.19911,1,"mutant","CG",250101,"15:35:03.886","Yes",1
105,"L13",5.20903,1,"mutant","CG",250101,"15:35:04.886","Yes",1
106,"L13",5.22469,1,"mutant","CG",250101,"15:35:05.886","Yes",1
107,"L13",5.24035,1,"mutant","CG",250101,"15:35:06.886","Yes",1
108,"L13",5.32038,1,"mutant","CG",250101,"15:35:07.886","Yes",1
109,"L13",5.37429,1,"mutant","CG",250101,"15:35:08.886","Yes",1
110,"L13",5.3248,1,"mutant","CG",250101,"15:35:09.886","Yes",1
111,"L13",5.09312,1,"mutant","CG",250101,"15:35:10.886","Yes",1
112,"L13",4.60101,1,"mutant","CG",250101,"15:35:11.886","Yes",1
113,"L13",4.4881,1,"mutant","CG",250101,"15:35:12.886","Yes",1
114,"L13",4.50755,1,"mutant","CG",250101,"15:35:13.886","Yes",1
115,"L13",4.32432,1,"mutant","CG",250101,"15:35:14.886","Yes",1
116,"L13",4.27227,1,"mutant","CG",250101,"15:35:15.886","Yes",1
117,"L13",4.36927,1,"mutant","CG",250101,"15:35:16.886","Yes",1
NA,"L13",NA,1,"mutant","CG",250101,"F1","Yes",1
118,"L13",4.43589,1,"mutant","CG",250101,"15:35:17.886","Yes",1
119,"L13",4.53686,1,"mutant","CG",250101,"15:35:18.886","Yes",1
120,"L13",4.83049,1,"mutant","CG",250101,"15:35:19.886","Yes",1
NA,"L13",NA,1,"mutant","CG",250101,"F1","Yes",1
121,"L13",5.01789,1,"mutant","CG",250101,"15:35:20.886","Yes",1
122,"L13",5.12247,1,"mutant","CG",250101,"15:35:21.886","Yes",1
123,"L13",5.42873,1,"mutant","CG",250101,"15:35:22.886","Yes",1
124,"L13",6.39512,1,"mutant","CG",250101,"15:35:23.886","Yes",1
125,"L13",7.80625,1,"mutant","CG",250101,"15:35:24.886","Yes",1
126,"L13",9.38023,1,"mutant","CG",250101,"15:35:25.886","Yes",1
127,"L13",11.6242,1,"mutant","CG",250101,"15:35:26.886","Yes",1
128,"L13",14.9355,1,"mutant","CG",250101,"15:35:27.886","Yes",1
129,"L13",16.734,1,"mutant","CG",250101,"15:35:28.886","Yes",1
130,"L13",18.7964,1,"mutant","CG",250101,"15:35:29.886","Yes",1
131,"L13",22.6212,1,"mutant","CG",250101,"15:35:30.886","Yes",1
132,"L13",29.0211,1,"mutant","CG",250101,"15:35:31.886","Yes",1
133,"L13",30.3299,1,"mutant","CG",250101,"15:35:32.886","Yes",1
134,"L13",29.5797,1,"mutant","CG",250101,"15:35:33.886","Yes",1
135,"L13",26.7316,1,"mutant","CG",250101,"15:35:34.886","Yes",1
136,"L13",19.2696,1,"mutant","CG",250101,"15:35:35.886","Yes",1
137,"L13",5.05385,1,"mutant","CG",250101,"15:35:36.886","Yes",1
138,"L13",-7.20849,1,"mutant","CG",250101,"15:35:37.886","Yes",1
139,"L13",-12.9068,1,"mutant","CG",250101,"15:35:38.886","Yes",1
140,"L13",-14.2635,1,"mutant","CG",250101,"15:35:39.886","Yes",1
141,"L13",-14.0068,1,"mutant","CG",250101,"15:35:40.886","Yes",1
142,"L13",-13.5878,1,"mutant","CG",250101,"15:35:41.886","Yes",1
143,"L13",-13.4067,1,"mutant","CG",250101,"15:35:42.886","Yes",1
144,"L13",-13.3852,1,"mutant","CG",250101,"15:35:43.886","Yes",1
145,"L13",-13.5914,1,"mutant","CG",250101,"15:35:44.886","Yes",1
146,"L13",-13.9656,1,"mutant","CG",250101,"15:35:45.886","Yes",1
147,"L13",-14.4084,1,"mutant","CG",250101,"15:35:46.886","Yes",1
148,"L13",-14.9083,1,"mutant","CG",250101,"15:35:47.886","Yes",1
149,"L13",-15.5275,1,"mutant","CG",250101,"15:35:48.886","Yes",1
150,"L13",-16.0092,1,"mutant","CG",250101,"15:35:49.886","Yes",1
151,"L13",-16.4431,1,"mutant","CG",250101,"15:35:50.886","Yes",1
152,"L13",-16.9075,1,"mutant","CG",250101,"15:35:51.886","Yes",1
153,"L13",-17.37,1,"mutant","CG",250101,"15:35:52.886","Yes",1
154,"L13",-17.804,1,"mutant","CG",250101,"15:35:53.886","Yes",1
155,"L13",-18.2161,1,"mutant","CG",250101,"15:35:54.886","Yes",1
156,"L13",-18.5347,1,"mutant","CG",250101,"15:35:55.886","Yes",1
157,"L13",-18.987,1,"mutant","CG",250101,"15:35:56.886","Yes",1
158,"L13",-19.3962,1,"mutant","CG",250101,"15:35:57.886","Yes",1
159,"L13",-19.7782,1,"mutant","CG",250101,"15:35:58.886","Yes",1
160,"L13",-20.1033,1,"mutant","CG",250101,"15:35:59.886","Yes",1
161,"L13",-20.4552,1,"mutant","CG",250101,"15:36:00.886","Yes",1
162,"L13",-20.8363,1,"mutant","CG",250101,"15:36:01.886","Yes",1
163,"L13",-21.2254,1,"mutant","CG",250101,"15:36:02.886","Yes",1
164,"L13",-21.5451,1,"mutant","CG",250101,"15:36:03.886","Yes",1
165,"L13",-21.845,1,"mutant","CG",250101,"15:36:04.886","Yes",1
166,"L13",-22.17,1,"mutant","CG",250101,"15:36:05.886","Yes",1
167,"L13",-22.3277,1,"mutant","CG",250101,"15:36:06.886","Yes",1
168,"L13",-22.5802,1,"mutant","CG",250101,"15:36:07.886","Yes",1
169,"L13",-22.6942,1,"mutant","CG",250101,"15:36:08.886","Yes",1
170,"L13",-22.4102,1,"mutant","CG",250101,"15:36:09.886","Yes",1
171,"L13",-21.6044,1,"mutant","CG",250101,"15:36:10.886","Yes",1
172,"L13",-21.3752,1,"mutant","CG",250101,"15:36:11.886","Yes",1
173,"L13",-21.7259,1,"mutant","CG",250101,"15:36:12.886","Yes",1
174,"L13",-22.1709,1,"mutant","CG",250101,"15:36:13.886","Yes",1
175,"L13",-22.5879,1,"mutant","CG",250101,"15:36:14.886","Yes",1
176,"L13",-22.9486,1,"mutant","CG",250101,"15:36:15.886","Yes",1
177,"L13",-23.3101,1,"mutant","CG",250101,"15:36:16.886","Yes",1
178,"L13",-23.7096,1,"mutant","CG",250101,"15:36:17.886","Yes",1
179,"L13",-24.1868,1,"mutant","CG",250101,"15:36:18.886","Yes",1
180,"L13",-24.8049,1,"mutant","CG",250101,"15:36:19.886","Yes",1
181,"L13",-25.5626,1,"mutant","CG",250101,"15:36:20.886","Yes",1
182,"L13",-26.1896,1,"mutant","CG",250101,"15:36:21.886","Yes",1
183,"L13",-26.8639,1,"mutant","CG",250101,"15:36:22.886","Yes",1
184,"L13",-27.4669,1,"mutant","CG",250101,"15:36:23.886","Yes",1
185,"L13",-27.9602,1,"mutant","CG",250101,"15:36:24.886","Yes",1
186,"L13",-28.4437,1,"mutant","CG",250101,"15:36:25.886","Yes",1
187,"L13",-28.8568,1,"mutant","CG",250101,"15:36:26.886","Yes",1
188,"L13",-29.2059,1,"mutant","CG",250101,"15:36:27.886","Yes",1
189,"L13",-29.5287,1,"mutant","CG",250101,"15:36:28.886","Yes",1
190,"L13",-29.7882,1,"mutant","CG",250101,"15:36:29.886","Yes",1
191,"L13",-30.0647,1,"mutant","CG",250101,"15:36:30.886","Yes",1
192,"L13",-30.3374,1,"mutant","CG",250101,"15:36:31.886","Yes",1
193,"L13",-30.5785,1,"mutant","CG",250101,"15:36:32.886","Yes",1
194,"L13",-30.7918,1,"mutant","CG",250101,"15:36:33.886","Yes",1
195,"L13",-31.0162,1,"mutant","CG",250101,"15:36:34.886","Yes",1
196,"L13",-31.1724,1,"mutant","CG",250101,"15:36:35.886","Yes",1
197,"L13",-31.2772,1,"mutant","CG",250101,"15:36:36.886","Yes",1
198,"L13",-31.4237,1,"mutant","CG",250101,"15:36:37.886","Yes",1
199,"L13",-31.5553,1,"mutant","CG",250101,"15:36:38.886","Yes",1
200,"L13",-31.6887,1,"mutant","CG",250101,"15:36:39.886","Yes",1
201,"L13",-31.8252,1,"mutant","CG",250101,"15:36:40.886","Yes",1
202,"L13",-32.0388,1,"mutant","CG",250101,"15:36:41.886","Yes",1
203,"L13",-32.259,1,"mutant","CG",250101,"15:36:42.886","Yes",1
204,"L13",-32.4147,1,"mutant","CG",250101,"15:36:43.886","Yes",1
205,"L13",-32.5071,1,"mutant","CG",250101,"15:36:44.886","Yes",1
206,"L13",-32.593,1,"mutant","CG",250101,"15:36:45.886","Yes",1
207,"L13",-32.6688,1,"mutant","CG",250101,"15:36:46.886","Yes",1
208,"L13",-32.7038,1,"mutant","CG",250101,"15:36:47.886","Yes",1
209,"L13",-32.669,1,"mutant","CG",250101,"15:36:48.886","Yes",1
210,"L13",-32.7097,1,"mutant","CG",250101,"15:36:49.886","Yes",1
211,"L13",-32.7782,1,"mutant","CG",250101,"15:36:50.886","Yes",1
212,"L13",-32.8313,1,"mutant","CG",250101,"15:36:51.886","Yes",1
213,"L13",-32.9007,1,"mutant","CG",250101,"15:36:52.886","Yes",1
214,"L13",-32.9524,1,"mutant","CG",250101,"15:36:53.886","Yes",1
215,"L13",-33.0034,1,"mutant","CG",250101,"15:36:54.886","Yes",1
216,"L13",-33.0309,1,"mutant","CG",250101,"15:36:55.886","Yes",1
217,"L13",-33.0633,1,"mutant","CG",250101,"15:36:56.886","Yes",1
218,"L13",-33.1006,1,"mutant","CG",250101,"15:36:57.886","Yes",1
219,"L13",-33.1427,1,"mutant","CG",250101,"15:36:58.886","Yes",1
220,"L13",-33.1505,1,"mutant","CG",250101,"15:36:59.886","Yes",1
221,"L13",-33.1868,1,"mutant","CG",250101,"15:37:00.886","Yes",1
222,"L13",-33.2156,1,"mutant","CG",250101,"15:37:01.886","Yes",1
223,"L13",-33.2576,1,"mutant","CG",250101,"15:37:02.886","Yes",1
224,"L13",-33.2853,1,"mutant","CG",250101,"15:37:03.886","Yes",1
225,"L13",-33.3019,1,"mutant","CG",250101,"15:37:04.886","Yes",1
226,"L13",-33.322,1,"mutant","CG",250101,"15:37:05.886","Yes",1
227,"L13",-33.3624,1,"mutant","CG",250101,"15:37:06.886","Yes",1
228,"L13",-33.3827,1,"mutant","CG",250101,"15:37:07.886","Yes",1
229,"L13",-33.3964,1,"mutant","CG",250101,"15:37:08.886","Yes",1
230,"L13",-33.4241,1,"mutant","CG",250101,"15:37:09.886","Yes",1
231,"L13",-33.4526,1,"mutant","CG",250101,"15:37:10.886","Yes",1
232,"L13",-33.4819,1,"mutant","CG",250101,"15:37:11.886","Yes",1
233,"L13",-33.4942,1,"mutant","CG",250101,"15:37:12.886","Yes",1
234,"L13",-33.498,1,"mutant","CG",250101,"15:37:13.886","Yes",1
235,"L13",-33.5456,1,"mutant","CG",250101,"15:37:14.886","Yes",1
236,"L13",-33.5896,1,"mutant","CG",250101,"15:37:15.886","Yes",1
237,"L13",-33.6224,1,"mutant","CG",250101,"15:37:16.886","Yes",1
238,"L13",-33.6439,1,"mutant","CG",250101,"15:37:17.886","Yes",1
239,"L13",-33.6223,1,"mutant","CG",250101,"15:37:18.886","Yes",1
240,"L13",-33.6368,1,"mutant","CG",250101,"15:37:19.886","Yes",1
241,"L13",-33.6427,1,"mutant","CG",250101,"15:37:20.886","Yes",1
242,"L13",-33.6339,1,"mutant","CG",250101,"15:37:21.886","Yes",1
243,"L13",-33.6565,1,"mutant","CG",250101,"15:37:22.886","Yes",1
244,"L13",-33.6591,1,"mutant","CG",250101,"15:37:23.886","Yes",1
245,"L13",-33.6608,1,"mutant","CG",250101,"15:37:24.886","Yes",1
246,"L13",-33.6617,1,"mutant","CG",250101,"15:37:25.886","Yes",1
247,"L13",-33.6777,1,"mutant","CG",250101,"15:37:26.886","Yes",1
248,"L13",-33.6597,1,"mutant","CG",250101,"15:37:27.886","Yes",1
249,"L13",-33.671,1,"mutant","CG",250101,"15:37:28.886","Yes",1
250,"L13",-33.6106,1,"mutant","CG",250101,"15:37:29.886","Yes",1
251,"L13",-33.6197,1,"mutant","CG",250101,"15:37:30.886","Yes",1
252,"L13",-33.6608,1,"mutant","CG",250101,"15:37:31.886","Yes",1
253,"L13",-33.7041,1,"mutant","CG",250101,"15:37:32.886","Yes",1
254,"L13",-33.8149,1,"mutant","CG",250101,"15:37:33.886","Yes",1
255,"L13",-33.8844,1,"mutant","CG",250101,"15:37:34.886","Yes",1
256,"L13",-33.9086,1,"mutant","CG",250101,"15:37:35.886","Yes",1
257,"L13",-33.9116,1,"mutant","CG",250101,"15:37:36.886","Yes",1
258,"L13",-33.9372,1,"mutant","CG",250101,"15:37:37.886","Yes",1
259,"L13",-33.9126,1,"mutant","CG",250101,"15:37:38.886","Yes",1
260,"L13",-33.8722,1,"mutant","CG",250101,"15:37:39.886","Yes",1
261,"L13",-33.8394,1,"mutant","CG",250101,"15:37:40.886","Yes",1
262,"L13",-33.802,1,"mutant","CG",250101,"15:37:41.886","Yes",1
263,"L13",-33.802,1,"mutant","CG",250101,"15:37:42.886","Yes",1
264,"L13",-34.1708,1,"mutant","CG",250101,"15:37:43.886","Yes",1
265,"L13",-34.3855,1,"mutant","CG",250101,"15:37:44.886","Yes",1
266,"L13",-34.3394,1,"mutant","CG",250101,"15:37:45.886","Yes",1
267,"L13",-34.2873,1,"mutant","CG",250101,"15:37:46.886","Yes",1
268,"L13",-34.2225,1,"mutant","CG",250101,"15:37:47.886","Yes",1
269,"L13",-34.0664,1,"mutant","CG",250101,"15:37:48.886","Yes",1
270,"L13",-33.9252,1,"mutant","CG",250101,"15:37:49.886","Yes",1
271,"L13",-33.7451,1,"mutant","CG",250101,"15:37:50.886","Yes",1
272,"L13",-33.5595,1,"mutant","CG",250101,"15:37:51.886","Yes",1
273,"L13",-33.4508,1,"mutant","CG",250101,"15:37:52.886","Yes",1
274,"L13",-33.3915,1,"mutant","CG",250101,"15:37:53.886","Yes",1
275,"L13",-33.3365,1,"mutant","CG",250101,"15:37:54.886","Yes",1
276,"L13",-33.3615,1,"mutant","CG",250101,"15:37:55.886","Yes",1
277,"L13",-33.3377,1,"mutant","CG",250101,"15:37:56.886","Yes",1
278,"L13",-33.297,1,"mutant","CG",250101,"15:37:57.886","Yes",1
279,"L13",-33.3056,1,"mutant","CG",250101,"15:37:58.886","Yes",1
280,"L13",-33.2797,1,"mutant","CG",250101,"15:37:59.886","Yes",1
281,"L13",-33.425,1,"mutant","CG",250101,"15:38:00.886","Yes",1
282,"L13",-33.5585,1,"mutant","CG",250101,"15:38:01.886","Yes",1
283,"L13",-33.5701,1,"mutant","CG",250101,"15:38:02.886","Yes",1
284,"L13",-33.6103,1,"mutant","CG",250101,"15:38:03.886","Yes",1
285,"L13",-33.5959,1,"mutant","CG",250101,"15:38:04.886","Yes",1
286,"L13",-33.5609,1,"mutant","CG",250101,"15:38:05.886","Yes",1
287,"L13",-33.5108,1,"mutant","CG",250101,"15:38:06.886","Yes",1
288,"L13",-33.4333,1,"mutant","CG",250101,"15:38:07.886","Yes",1
289,"L13",-33.3697,1,"mutant","CG",250101,"15:38:08.886","Yes",1
290,"L13",-33.2631,1,"mutant","CG",250101,"15:38:09.886","Yes",1
291,"L13",-33.1761,1,"mutant","CG",250101,"15:38:10.886","Yes",1
292,"L13",-33.1006,1,"mutant","CG",250101,"15:38:11.886","Yes",1
293,"L13",-33.0456,1,"mutant","CG",250101,"15:38:12.886","Yes",1
294,"L13",-32.9879,1,"mutant","CG",250101,"15:38:13.886","Yes",1
295,"L13",-32.9004,1,"mutant","CG",250101,"15:38:14.886","Yes",1
296,"L13",-32.8112,1,"mutant","CG",250101,"15:38:15.886","Yes",1
297,"L13",-32.7371,1,"mutant","CG",250101,"15:38:16.886","Yes",1
298,"L13",-32.6017,1,"mutant","CG",250101,"15:38:17.886","Yes",1
299,"L13",-32.5194,1,"mutant","CG",250101,"15:38:18.886","Yes",1
300,"L13",-32.4353,1,"mutant","CG",250101,"15:38:19.886","Yes",1
301,"L13",-32.3341,1,"mutant","CG",250101,"15:38:20.886","Yes",1
302,"L13",-32.2062,1,"mutant","CG",250101,"15:38:21.886","Yes",1
303,"L13",-32.1401,1,"mutant","CG",250101,"15:38:22.886","Yes",1
304,"L13",-32.0397,1,"mutant","CG",250101,"15:38:23.886","Yes",1
305,"L13",-31.93,1,"mutant","CG",250101,"15:38:24.886","Yes",1
306,"L13",-31.8082,1,"mutant","CG",250101,"15:38:25.886","Yes",1
307,"L13",-31.702,1,"mutant","CG",250101,"15:38:26.886","Yes",1
308,"L13",-31.5638,1,"mutant","CG",250101,"15:38:27.886","Yes",1
309,"L13",-31.4845,1,"mutant","CG",250101,"15:38:28.886","Yes",1
310,"L13",-31.377,1,"mutant","CG",250101,"15:38:29.886","Yes",1
311,"L13",-31.2689,1,"mutant","CG",250101,"15:38:30.886","Yes",1
