TimeOfDay	Time	E1_L08.1CG_almt5-1	E2_L13.1	E3_L08.2CG_Col0	E4_L13.2
15:41:20.886	481	-0.226132	-0.14511	-0.431977	-0.160385
15:41:21.886	482	-0.226195	-0.130533	-0.431573	-0.159461
15:41:22.886	483	-0.226188	-0.119709	-0.431445	-0.159177
15:41:23.886	484	-0.226403	-0.112141	-0.431556	-0.158745
15:41:24.886	485	-0.226513	-0.107519	-0.431023	-0.157774
15:41:25.886	486	-0.22656	-0.1053	-0.430717	-0.157116
15:41:26.886	487	-0.226554	-0.103991	-0.429578	-0.156646
15:41:27.886	488	-0.227074	-0.10406	-0.428863	-0.155394
15:41:28.886	489	-0.227191	-0.104141	-0.428293	-0.154666
15:41:29.886	490	-0.226914	-0.104188	-0.428066	-0.15435
15:41:30.886	491	-0.227014	-0.103876	-0.426619	-0.15312
15:41:31.886	492	-0.226918	-0.103706	-0.428275	-0.154842
15:41:32.886	493	-0.226973	-0.104293	-0.428978	-0.155092
15:41:33.886	494	-0.227164	-0.104593	-0.428995	-0.155388
15:41:34.886	495	-0.227408	-0.104821	-0.429089	-0.155122
15:41:35.886	496	-0.227607	-0.105165	-0.429208	-0.155068
15:41:36.886	497	-0.227627	-0.105218	-0.428038	-0.154045
15:41:37.886	498	-0.227634	-0.105378	-0.427899	-0.154225
15:41:38.886	499	-0.227185	-0.105472	-0.428462	-0.15436
15:41:39.886	500	-0.227172	-0.105805	-0.428583	-0.154694
15:41:40.886	501	-0.226991	-0.106205	-0.428943	-0.154296
15:41:41.886	502	-0.227042	-0.10672	-0.428961	-0.154374
15:41:42.886	503	-0.2272	-0.107008	-0.42875	-0.154081
15:41:43.886	504	-0.227421	-0.107781	-0.42882	-0.15394
15:41:44.886	505	-0.227381	-0.10834	-0.429033	-0.153652
15:41:45.886	506	-0.227723	-0.109033	-0.428973	-0.1535
15:41:46.886	507	-0.228035	-0.109501	-0.428868	-0.152983
15:41:47.886	508	-0.227944	-0.109762	-0.428932	-0.152914
15:41:48.886	509	-0.227667	-0.110845	-0.428947	-0.152763
15:41:49.886	510	-0.227951	-0.114059	-0.429257	-0.15294
15:41:50.886	511	-0.228998	-0.117183	-0.429164	-0.153051
15:41:51.886	512	-0.229747	-0.119067	-0.429505	-0.153529
15:41:52.886	513	-0.230076	-0.119873	-0.429525	-0.152992
15:41:53.886	514	-0.230192	-0.120908	-0.429595	-0.153634
15:41:54.886	515	-0.230359	-0.122085	-0.429769	-0.153717
15:41:55.886	516	-0.230842	-0.122619	-0.42959	-0.154412
15:41:56.886	517	-0.23061	-0.123085	-0.429693	-0.154585
15:41:57.886	518	-0.23102	-0.124155	-0.429727	-0.154692
15:41:58.886	519	-0.231224	-0.124554	-0.429833	-0.154596
15:41:59.886	520	-0.23131	-0.125297	-0.428864	-0.153877
15:42:00.886	521	-0.231328	-0.126312	-0.428219	-0.152643
15:42:01.886	522	-0.231544	-0.127419	-0.428574	-0.153056
15:42:02.886	523	-0.231248	-0.128433	-0.428945	-0.153071
15:42:03.886	524	-0.230895	-0.129118	-0.429154	-0.152878
15:42:04.886	525	-0.230777	-0.13039	-0.429053	-0.153008
15:42:05.886	526	-0.231205	-0.131669	-0.429463	-0.152855
15:42:06.886	527	-0.231583	-0.13253	-0.429089	-0.152405
15:42:07.886	528	-0.231904	-0.134063	-0.428811	-0.152051
15:42:08.886	529	-0.232268	-0.135924	-0.428963	-0.151695
15:42:09.886	530	-0.232414	-0.138356	-0.429368	-0.15188
15:42:10.886	531	-0.232522	-0.141646	-0.427823	-0.150065
15:42:11.886	532	-0.232551	-0.147461	-0.428151	-0.150386
15:42:12.886	533	-0.232383	-0.154969	-0.42777	-0.149946
