Time	E1_L08.1PG_Col.0	E2_L13.1	E3_L08.2PG_Col.0	E4_L13.2
0.47	0.00173962	0.00949566	-0.0076527	0.00215011
0.48	0.00149163	0.00924465	-0.00799803	0.00204965
0.49	0.00159617	0.00923148	-0.00751822	0.00216238
0.5	0.00148096	0.00909978	-0.00807964	0.00204955
0.51	0.00173969	0.00956406	-0.00765019	0.00205718
0.52	0.00138089	0.00921012	-0.0082151	0.0020976
0.53	0.00149194	0.0093551	-0.00775226	0.00201878
0.54	0.0013545	0.00920057	-0.00818416	0.00209878
0.55	0.00176488	0.00937072	-0.00758064	0.00217428
0.56	0.00177541	0.00915371	-0.00806249	0.00220994
0.57	0.00182626	0.00932858	-0.00806726	0.0021635
0.58	0.00149911	0.00905859	-0.00819377	0.00208083
0.59	0.00173275	0.00913356	-0.00754848	0.00219948
0.6	0.00148196	0.00919618	-0.00775752	0.00226852
0.61	0.00166637	0.0092835	-0.00739368	0.00226857
0.62	0.00146698	0.00920292	-0.00813633	0.00220185
0.63	0.00165433	0.00974144	-0.00786688	0.00207159
0.64	0.00152617	0.00911661	-0.0081316	0.00222847
0.65	0.00150696	0.0096153	-0.0078544	0.00214758
0.66	0.00140286	0.00939026	-0.00809865	0.00225472
0.67	0.00164725	0.00957313	-0.00805055	0.00223877
0.68	0.00140827	0.00921026	-0.00828087	0.00214329
0.69	0.00172715	0.00957581	-0.00824708	0.00220993
0.7	0.001667	0.00932883	-0.00823066	0.00218139
0.71	0.00170358	0.00944677	-0.00829505	0.00218318
0.72	0.00160872	0.00938267	-0.00818738	0.00228295
0.73	0.0015926	0.00960736	-0.00826546	0.00215903
0.74	0.00123104	0.00920366	-0.00806504	0.00217493
0.75	0.00154981	0.00960444	-0.00781521	0.00204137
0.76	0.00154367	0.00923743	-0.00827141	0.00225709
0.77	0.00162341	0.0095875	-0.00796941	0.00210048
0.78	0.00161033	0.00935117	-0.00813911	0.00215443
0.79	0.00167543	0.00964538	-0.0080049	0.00233848
0.8	0.0012371	0.00932533	-0.00827977	0.00214572
0.81	0.00151554	0.00985441	-0.00781959	0.00228322
0.82	0.00140785	0.00929677	-0.00810716	0.00218547
0.83	0.0012832	0.00974955	-0.00790915	0.00211868
0.84	0.00127888	0.00948329	-0.00817632	0.00204601
0.85	0.00147685	0.00984836	-0.00775276	0.00215939
0.86	0.00127868	0.00936766	-0.00807087	0.00222767
0.87	0.00130593	0.010053	-0.00790541	0.00190789
0.88	0.00129261	0.00958655	-0.00816865	0.00217561
0.89	0.00123677	0.00987418	-0.00729753	0.00185315
0.9	0.00139908	0.00949856	-0.00813731	0.00202243
0.91	0.00168844	0.00988335	-0.0079283	0.00212536
0.92	0.00128993	0.00953449	-0.00817887	0.00217576
0.93	0.00151269	0.00995534	-0.00795185	0.00213608
0.94	0.00125665	0.00945474	-0.00831254	0.00216679
0.95	0.00152204	0.00974358	-0.00773241	0.00214731
0.96	0.00147052	0.00951494	-0.00850194	0.00204864
0.97	0.00123851	0.00973585	-0.00766568	0.00196905
0.98	0.00120958	0.00939944	-0.0080898	0.00202827
0.99	0.00171628	0.0100268	-0.00768431	0.00220182
1	0.0015065	0.00949112	-0.00810813	0.00202758
1.01	0.00158621	0.0100019	-0.00766019	0.00212544
1.02	0.00148507	0.00948184	-0.00804405	0.00214382
1.03	0.00162365	0.00982581	-0.0078011	0.00205913
1.04	0.00146178	0.00950541	-0.00826085	0.00207429
1.05	0.00161608	0.00986659	-0.00800735	0.00206414
1.06	0.00152431	0.00968793	-0.00831218	0.00216721
1.07	0.00170885	0.010137	-0.0078943	0.00230593
1.08	0.00131737	0.00966262	-0.00831637	0.00204879
1.09	0.00177093	0.00978907	-0.00765209	0.00230223
1.1	0.00179385	0.00952675	-0.00821807	0.00208651
1.11	0.00167357	0.00991177	-0.0078397	0.0019796
1.12	0.00156995	0.00961345	-0.0080873	0.00209595
1.13	0.00159759	0.00990978	-0.00767126	0.00183645
1.14	0.00176965	0.00960837	-0.00813038	0.00191551
1.15	0.00174334	0.00957852	-0.00755659	0.00200136
1.16	0.0015342	0.00940574	-0.00805266	0.00200639
1.17	0.00156329	0.00995127	-0.00735197	0.00204379
1.18	0.00133097	0.00959557	-0.00778968	0.00214769
1.19	0.00154729	0.00994283	-0.00743646	0.00212534
1.2	0.00147119	0.00950356	-0.00785267	0.0022146
1.21	0.00162829	0.00971751	-0.00792751	0.0021029
1.22	0.00143222	0.00944876	-0.0081075	0.00193685
1.23	0.00150169	0.00971044	-0.0079226	0.00206127
1.24	0.00144015	0.00947107	-0.00833263	0.00212797
1.25	0.00152687	0.0100133	-0.00796324	0.00184477
1.26	0.00155804	0.0096016	-0.00829256	0.00197792
1.27	0.0013592	0.00979959	-0.00750943	0.00206638
1.28	0.0011816	0.00958687	-0.00822035	0.00219955
1.29	0.0014583	0.00974591	-0.00796699	0.00213045
1.3	0.00149055	0.00945817	-0.0082018	0.00201292
1.31	0.00155003	0.00971989	-0.0079435	0.00218578
1.32	0.00162031	0.00947963	-0.00830955	0.00211135
1.33	0.00176285	0.00985551	-0.00789554	0.00202849
1.34	0.00152648	0.00944372	-0.00813689	0.00217751
1.35	0.0016452	0.00952924	-0.00783495	0.00204212
1.36	0.00157504	0.00938611	-0.0082203	0.00207045
1.37	0.00185154	0.00965075	-0.00780969	0.00198443
1.38	0.00156348	0.00958193	-0.00810254	0.00201224
1.39	0.00184761	0.00948134	-0.00785466	0.00193545
1.4	0.0017293	0.00959675	-0.00802687	0.00201921
1.41	0.00186615	0.00982106	-0.00758666	0.00188586
1.42	0.00161063	0.00938329	-0.00813649	0.0020702
1.43	0.00189227	0.00951408	-0.00781185	0.00222001
1.44	0.00167717	0.00946551	-0.00809441	0.00195792
1.45	0.00171676	0.00941067	-0.00771307	0.00218288
1.46	0.00147339	0.00946661	-0.00810547	0.00222879
1.47	0.00154444	0.00941234	-0.00757817	0.00203995
1.48	0.00154915	0.00930965	-0.007946	0.00211862
1.49	0.00172967	0.00922656	-0.00759676	0.00218764
1.5	0.00147454	0.00917704	-0.00809742	0.00229771
1.51	0.001493	0.00938364	-0.00758717	0.00204725
1.52	0.00157473	0.00933999	-0.00820176	0.00193311
1.53	0.00163649	0.00930441	-0.00779717	0.00205399
1.54	0.00129304	0.00903483	-0.00813177	0.00199359
1.55	0.00149606	0.00940749	-0.00851126	0.00206574
1.56	0.0017129	0.0092422	-0.00827295	0.00206301
1.57	0.00162568	0.00937295	-0.00822762	0.00193518
1.58	0.00143054	0.00924049	-0.00844916	0.0020331
1.59	0.00135792	0.00940582	-0.00840703	0.00201973
1.6	0.00146973	0.00923362	-0.00833868	0.00210125
1.61	0.00142358	0.00966938	-0.00836706	0.00199569
1.62	0.00134931	0.00936791	-0.00832877	0.0019941
1.63	0.00159778	0.00942858	-0.00824156	0.00197466
1.64	0.00167022	0.00924258	-0.00837436	0.00208514
1.65	0.00189774	0.00975825	-0.00802507	0.00220086
1.66	0.00154633	0.0094141	-0.008026	0.00206381
1.67	0.0015741	0.00961511	-0.00812651	0.00206687
1.68	0.00149923	0.00954032	-0.00836494	0.00191302
1.69	0.0014394	0.00977116	-0.00779706	0.00186767
1.7	0.00141869	0.00939354	-0.00800653	0.00206576
1.71	0.00152455	0.00969676	-0.00820814	0.00221306
1.72	0.00120283	0.00923599	-0.00812777	0.00188987
1.73	0.00139489	0.00960449	-0.00785732	0.00200131
1.74	0.00165363	0.00918616	-0.00806269	0.00209023
1.75	0.00164107	0.00947017	-0.00796902	0.00198319
1.76	0.00137839	0.00920093	-0.00818896	0.00189443
1.77	0.00140577	0.00949895	-0.00789185	0.00199236
1.78	0.00160024	0.00947177	-0.00803024	0.00205614
1.79	0.0015588	0.00954363	-0.0075325	0.00184966
1.8	0.0015692	0.0093215	-0.00796989	0.00210927
1.81	0.00169132	0.00940423	-0.00745138	0.00199484
1.82	0.00164079	0.00913249	-0.00800548	0.00185147
1.83	0.00165214	0.00936206	-0.00765694	0.00196155
1.84	0.00154994	0.00919993	-0.0080214	0.00191745
1.85	0.00162372	0.00936658	-0.00761424	0.00195263
1.86	0.00156244	0.00924998	-0.0078784	0.0019841
1.87	0.00142146	0.00935785	-0.0078658	0.00190196
1.88	0.00136074	0.00902449	-0.00808991	0.00185843
1.89	0.0015549	0.00927107	-0.00760124	0.00190952
1.9	0.0014746	0.00899045	-0.00794394	0.00201021
1.91	0.00177432	0.00921045	-0.0076057	0.0020816
1.92	0.00156459	0.00914897	-0.00808833	0.00196518
1.93	0.00152547	0.0094525	-0.00771939	0.00196039
1.94	0.00150721	0.00918004	-0.00820069	0.00182411
1.95	0.00164799	0.00922848	-0.0075715	0.00191364
1.96	0.00153765	0.00911134	-0.00799035	0.00203448
1.97	0.00157721	0.00920077	-0.00720945	0.00208594
1.98	0.00172962	0.00903971	-0.00766943	0.00202628
1.99	0.00176984	0.00922014	-0.00743377	0.00205151
2	0.0018238	0.00915961	-0.00786703	0.00208761
2.01	0.00193497	0.00963106	-0.00732789	0.00212396
2.02	0.00161951	0.00931154	-0.00761779	0.00198451
2.03	0.00168083	0.00909931	-0.00733846	0.00209581
2.04	0.00167768	0.00903163	-0.00776738	0.00201336
2.05	0.00164569	0.00927061	-0.00732656	0.00196372
2.06	0.00174976	0.00910148	-0.00798135	0.00207008
2.07	0.00165349	0.00932237	-0.00722577	0.00183317
2.08	0.00157897	0.0090848	-0.00765583	0.00205567
2.09	0.00161768	0.00922003	-0.00739999	0.00197552
2.1	0.0016419	0.00913047	-0.00797631	0.00222034
2.11	0.00151124	0.0090305	-0.00776751	0.00200731
2.12	0.00147292	0.00878385	-0.00800244	0.00195648
2.13	0.00137798	0.00918281	-0.00774466	0.00210282
2.14	0.00135504	0.0091537	-0.00856354	0.00214409
2.15	0.0013932	0.00919052	-0.00816458	0.00199705
2.16	0.00132215	0.00909847	-0.00831623	0.00208434
2.17	0.00145543	0.00927329	-0.00797724	0.00201438
2.18	0.00151887	0.00903231	-0.00833737	0.00184099
2.19	0.00148614	0.00935735	-0.00767863	0.00198715
2.2	0.00131352	0.00905609	-0.00828905	0.00193849
2.21	0.00131362	0.00884547	-0.00755597	0.00188835
2.22	0.00149655	0.00882322	-0.00826789	0.00206287
2.23	0.00139471	0.00887869	-0.00809176	0.00190795
2.24	0.00143486	0.00904982	-0.00846882	0.00208359
2.25	0.00156243	0.00917281	-0.0077924	0.00200961
2.26	0.00150974	0.00914927	-0.00791438	0.00198366
2.27	0.00155655	0.0092712	-0.00745469	0.0018227
2.28	0.00155736	0.00913096	-0.00800584	0.00207739
2.29	0.00165127	0.00925994	-0.00743964	0.00215158
2.3	0.0015301	0.00908751	-0.00808653	0.00211768
2.31	0.00167618	0.00919768	-0.00735765	0.001856
2.32	0.00147785	0.00901451	-0.00784428	0.00189009
2.33	0.00178613	0.00900351	-0.00717805	0.00206546
2.34	0.00171784	0.00897438	-0.0078716	0.00200649
2.35	0.00164614	0.00881865	-0.00753833	0.00206903
2.36	0.00168004	0.0088497	-0.00781027	0.00208827
2.37	0.00173866	0.00894609	-0.00739806	0.00196456
2.38	0.00169974	0.00896856	-0.00759871	0.00198431
2.39	0.00162607	0.00913434	-0.00738036	0.00200655
2.4	0.00156881	0.00905821	-0.00777857	0.0021323
2.41	0.00174863	0.0092464	-0.00744921	0.00210128
2.42	0.00170561	0.0091038	-0.00767171	0.00209561
2.43	0.00195779	0.00924381	-0.00713892	0.00226254
2.44	0.00165119	0.00892871	-0.00789991	0.0021279
2.45	0.00169167	0.00916477	-0.00752006	0.00196051
2.46	0.00174352	0.00887752	-0.00778263	0.0022972
2.47	0.00162358	0.0090091	-0.00788871	0.00191957
2.48	0.00172818	0.00865525	-0.00811098	0.00219435
2.49	0.00172302	0.0089149	-0.00800915	0.0019155
2.5	0.00174417	0.00883439	-0.00828784	0.00203023
2.51	0.00171908	0.00930193	-0.00795867	0.00222491
2.52	0.00166078	0.00905531	-0.00804169	0.00208454
2.53	0.0017203	0.0090672	-0.00793756	0.00207227
2.54	0.00166564	0.00898235	-0.00795835	0.00204384
2.55	0.00179974	0.00927011	-0.00766071	0.00210026
2.56	0.0018145	0.00886444	-0.00815875	0.00202477
2.57	0.00178749	0.00909247	-0.0077345	0.0020573
2.58	0.00162108	0.00902275	-0.00777595	0.00199573
2.59	0.00184474	0.00925281	-0.00769733	0.00194611
2.6	0.00185939	0.008813	-0.00802797	0.00212758
2.61	0.00182671	0.00898496	-0.00771111	0.00223643
2.62	0.00170358	0.00895805	-0.00789709	0.00224176
2.63	0.00168899	0.0092675	-0.00769124	0.00228553
2.64	0.00164666	0.0091442	-0.00772505	0.00219281
2.65	0.00156119	0.00915304	-0.00749915	0.0021507
2.66	0.00152114	0.0091649	-0.00785118	0.00216808
2.67	0.00161375	0.00897687	-0.00742383	0.00210891
2.68	0.00167843	0.00910207	-0.00766413	0.00215608
2.69	0.00167065	0.00900052	-0.00733686	0.00204468
2.7	0.0016431	0.00900801	-0.00781268	0.00209731
2.71	0.00164641	0.00914715	-0.00779621	0.00228376
2.72	0.00185603	0.00904137	-0.00793696	0.00216536
2.73	0.00189835	0.00920906	-0.00730084	0.00215837
2.74	0.00191272	0.00902129	-0.00782645	0.00222256
2.75	0.0018071	0.008989	-0.00746794	0.00210493
2.76	0.00162927	0.00913877	-0.00765256	0.00221798
2.77	0.00184543	0.00876115	-0.00738578	0.00217536
2.78	0.0016508	0.00872282	-0.00779911	0.00223854
2.79	0.00175171	0.00881884	-0.00739797	0.0023399
2.8	0.00173073	0.00904246	-0.00784418	0.00229475
2.81	0.00170206	0.00923059	-0.00766475	0.00240445
2.82	0.0017136	0.00891454	-0.0081004	0.00226447
2.83	0.00195059	0.00920535	-0.00774111	0.00221895
2.84	0.00183254	0.00911669	-0.00791895	0.00230891
2.85	0.00183721	0.00927178	-0.00737675	0.0021733
2.86	0.00182493	0.0091913	-0.00765771	0.0025425
2.87	0.00191149	0.00916418	-0.00747514	0.00224973
2.88	0.00178737	0.00910778	-0.00785951	0.00221441
2.89	0.00202271	0.00895725	-0.00742282	0.00214121
2.9	0.00205076	0.00906338	-0.00800719	0.00212981
2.91	0.00211285	0.00911343	-0.00755312	0.00214651
2.92	0.00196317	0.00902559	-0.00806606	0.00217972
2.93	0.00178032	0.00910632	-0.00769564	0.00190877
2.94	0.00182296	0.00898478	-0.00784736	0.00215893
2.95	0.00207578	0.00929118	-0.00751102	0.00223647
2.96	0.00207695	0.00909367	-0.0076806	0.00218658
2.97	0.0019657	0.00925881	-0.0075172	0.00214159
2.98	0.0019179	0.00897369	-0.00772831	0.0022554
2.99	0.00202889	0.0091437	-0.00745862	0.00217935
3	0.00209567	0.00908604	-0.00776439	0.00219668
3.01	0.00197599	0.00894831	-0.00734427	0.00195873
3.02	0.0019239	0.00896248	-0.00772433	0.00206287
3.03	0.00198287	0.0091084	-0.00730004	0.00215892
3.04	0.00211534	0.00904698	-0.00765182	0.00225118
3.05	0.00194709	0.00929408	-0.00730162	0.00205479
3.06	0.00198081	0.00922629	-0.00771462	0.00229085
3.07	0.00194939	0.00930214	-0.00728503	0.00210841
3.08	0.00183649	0.00919446	-0.00744434	0.00218431
3.09	0.00191123	0.00915259	-0.00706885	0.00209515
3.1	0.00202398	0.00919375	-0.00747704	0.00208648
3.11	0.00184219	0.00938716	-0.00745148	0.00198042
3.12	0.00185104	0.00953267	-0.00773479	0.00215074
3.13	0.00186393	0.00949758	-0.00724946	0.00217474
3.14	0.00187084	0.00935485	-0.00752379	0.00234803
3.15	0.00192128	0.0095262	-0.00721613	0.00216647
3.16	0.00191037	0.00936407	-0.00752068	0.00216367
3.17	0.00198121	0.00972016	-0.00727766	0.00204443
3.18	0.00188774	0.00946928	-0.00771052	0.0023116
3.19	0.00195112	0.00935334	-0.00747824	0.00218706
3.2	0.00195951	0.0094084	-0.00769808	0.00237225
3.21	0.00195042	0.00979052	-0.00706546	0.00218787
3.22	0.00203187	0.00942905	-0.00743757	0.00224032
3.23	0.00202422	0.00940379	-0.00711374	0.00223076
3.24	0.00189617	0.00927816	-0.00747445	0.00214759
3.25	0.00188164	0.00931402	-0.00717467	0.00198276
3.26	0.00194871	0.00929437	-0.00747043	0.00229804
3.27	0.00186997	0.00920543	-0.00699567	0.00214935
3.28	0.00200272	0.00938024	-0.00741952	0.00227703
3.29	0.00212804	0.00940174	-0.00718629	0.00225873
3.3	0.00212287	0.00938137	-0.00762105	0.00219471
3.31	0.00196425	0.00939955	-0.00706689	0.00222333
3.32	0.00200701	0.00927445	-0.00752973	0.00222226
3.33	0.00197968	0.00924331	-0.00718675	0.00200958
3.34	0.0018882	0.00919935	-0.00773788	0.00210709
3.35	0.0021625	0.00947371	-0.00737216	0.00217719
3.36	0.00199449	0.00940179	-0.00785318	0.002192
3.37	0.00203523	0.00920885	-0.00742059	0.00232989
3.38	0.00199676	0.00910826	-0.00773899	0.00242162
3.39	0.00203413	0.00922585	-0.00741684	0.00230537
3.4	0.00204895	0.00923045	-0.00771761	0.00225674
3.41	0.00214709	0.00935006	-0.00738925	0.00229128
3.42	0.00201695	0.00938344	-0.00773379	0.00226969
3.43	0.00196614	0.00929679	-0.00722279	0.00214347
3.44	0.00197464	0.00956692	-0.00766117	0.00227069
3.45	0.00202494	0.00934468	-0.0073473	0.00212532
3.46	0.00211466	0.00952138	-0.00752505	0.00220494
3.47	0.00182967	0.00933736	-0.00773795	0.00210288
3.48	0.00192725	0.00940602	-0.00774524	0.00229801
3.49	0.00188184	0.00962186	-0.00746009	0.00232367
3.5	0.00193224	0.00958483	-0.00743918	0.00224222
3.51	0.00189907	0.00965733	-0.00742056	0.0023471
3.52	0.00190987	0.00947482	-0.00745468	0.00233256
3.53	0.00192888	0.00954644	-0.00744373	0.002214
3.54	0.00193621	0.00962707	-0.00762159	0.00247535
3.55	0.00188678	0.00944126	-0.00727442	0.00224953
3.56	0.00201101	0.00934474	-0.00733056	0.00225785
3.57	0.00202871	0.0096415	-0.00710117	0.00231375
3.58	0.00216801	0.00961021	-0.00734666	0.00238415
3.59	0.0021917	0.0097471	-0.00698475	0.00230322
3.6	0.00227459	0.00976579	-0.00712232	0.00248534
3.61	0.00225474	0.0097404	-0.00693561	0.00267064
3.62	0.00222628	0.00992673	-0.00740452	0.00254438
3.63	0.00203832	0.00986411	-0.00720881	0.00257585
3.64	0.00213982	0.0098088	-0.00745264	0.00251276
3.65	0.00216989	0.00991036	-0.00741893	0.00251875
3.66	0.00198675	0.0097802	-0.00755172	0.00248533
3.67	0.00197986	0.00978078	-0.00752852	0.00238697
3.68	0.00199472	0.00968564	-0.00758883	0.00237488
3.69	0.00218069	0.0095308	-0.00719696	0.00235259
3.7	0.00211199	0.00954057	-0.00754565	0.00253479
3.71	0.00199928	0.00974983	-0.00745219	0.00242
3.72	0.00204272	0.00977139	-0.00773643	0.0025336
3.73	0.00203934	0.00992486	-0.00735891	0.00243546
3.74	0.00216055	0.00995578	-0.00762261	0.00257474
3.75	0.00207125	0.00977324	-0.00746721	0.00241067
3.76	0.00208172	0.00966796	-0.0076018	0.00254356
3.77	0.00195835	0.00980112	-0.0072477	0.00236431
3.78	0.00203762	0.00980823	-0.00767476	0.00231832
3.79	0.00204868	0.00973197	-0.00745836	0.00239127
3.8	0.00214481	0.00974947	-0.00770979	0.00244156
3.81	0.00209965	0.00972589	-0.0073671	0.00249611
3.82	0.00213332	0.00974406	-0.00762664	0.00253245
3.83	0.00215359	0.0098174	-0.00704462	0.00224694
3.84	0.00203989	0.00976017	-0.0075278	0.00237296
3.85	0.00205526	0.0100364	-0.00688454	0.00235053
3.86	0.00224445	0.0098485	-0.00721206	0.00254193
3.87	0.00225223	0.0100752	-0.00707072	0.00246272
3.88	0.00222155	0.0101301	-0.00716045	0.00233572
3.89	0.00202762	0.0100983	-0.00698389	0.00226633
3.9	0.00213741	0.00996435	-0.00709385	0.00256355
3.91	0.00232684	0.0100772	-0.00680209	0.00264104
3.92	0.00201285	0.0100491	-0.00721187	0.00248913
3.93	0.00210908	0.0100892	-0.00690072	0.00245475
3.94	0.00217873	0.0100022	-0.00703775	0.00256192
3.95	0.00213453	0.0100943	-0.00690514	0.00250935
3.96	0.00228131	0.00982608	-0.00695529	0.0024678
3.97	0.00222209	0.00992243	-0.00688276	0.00249964
3.98	0.00214185	0.010106	-0.00717963	0.00261511
3.99	0.00218711	0.0100192	-0.00674838	0.00258788
4	0.00214647	0.00983473	-0.00721198	0.00267881
4.01	0.00207175	0.0100125	-0.00692791	0.00259207
4.02	0.00217964	0.00993597	-0.0073274	0.00275997
4.03	0.00199857	0.00998061	-0.00688175	0.00266798
4.04	0.0021362	0.00982176	-0.00709726	0.00261695
4.05	0.00195892	0.00987088	-0.00690683	0.00240487
4.06	0.00221805	0.0098465	-0.0071812	0.00262195
4.07	0.00220052	0.0102095	-0.00679618	0.00273099
4.08	0.00214363	0.0100782	-0.00740103	0.00279483
4.09	0.00204113	0.0101629	-0.00681096	0.00271295
4.1	0.00201169	0.0099228	-0.00703967	0.00286723
4.11	0.00194637	0.0098762	-0.00673905	0.00278359
4.12	0.00204584	0.00991801	-0.00723253	0.00281565
4.13	0.00207184	0.0101437	-0.00693999	0.00275195
4.14	0.00209849	0.0100143	-0.00729631	0.00292288
4.15	0.00208383	0.00990353	-0.0072023	0.00262735
4.16	0.00208736	0.0100459	-0.0073229	0.00268925
4.17	0.0020423	0.0100439	-0.00695847	0.00263903
4.18	0.00198303	0.0100812	-0.00694522	0.00269366
4.19	0.00212703	0.010103	-0.00678689	0.0026485
4.2	0.00218193	0.0101177	-0.00707859	0.00276035
4.21	0.00227916	0.0102444	-0.00665579	0.00284212
4.22	0.00218445	0.00989167	-0.00699652	0.0027313
4.23	0.00215821	0.0100402	-0.00676721	0.00274564
4.24	0.00229002	0.0100434	-0.00707848	0.00271941
4.25	0.00227057	0.00985684	-0.00702685	0.00266311
4.26	0.00236236	0.00990229	-0.00719848	0.00283453
4.27	0.00229818	0.00978271	-0.00688279	0.00273923
4.28	0.00229841	0.00982361	-0.00713502	0.00275076
4.29	0.0023823	0.00969609	-0.00684791	0.00280905
4.3	0.00237836	0.00971387	-0.00723018	0.00281088
4.31	0.00237947	0.00966782	-0.00698193	0.00264355
4.32	0.0022963	0.00974522	-0.00721069	0.00287004
4.33	0.00223862	0.00940011	-0.00716809	0.00264467
4.34	0.00220518	0.00950961	-0.00769977	0.00281769
4.35	0.00227008	0.00965703	-0.00737067	0.00284602
4.36	0.00246742	0.00952457	-0.00748072	0.00274157
4.37	0.00232143	0.00950501	-0.00736611	0.00267062
4.38	0.00233685	0.00955021	-0.00767662	0.00257528
4.39	0.00212958	0.00945403	-0.00706635	0.00247165
4.4	0.00220764	0.00955522	-0.00759049	0.00248616
4.41	0.00213813	0.00959917	-0.00709945	0.00243097
4.42	0.00222825	0.00968119	-0.00727456	0.00247233
4.43	0.00228308	0.00961278	-0.00708941	0.00285044
4.44	0.00239161	0.00976635	-0.00740782	0.00261747
4.45	0.00219175	0.00971894	-0.00720151	0.00248406
4.46	0.00214344	0.00972609	-0.00732259	0.00244484
4.47	0.00201428	0.00958606	-0.00724883	0.00233406
4.48	0.00217564	0.00950068	-0.00754135	0.00227683
4.49	0.00218636	0.00963814	-0.00735035	0.00236234
4.5	0.00219747	0.00966137	-0.00749169	0.0022944
4.51	0.00230806	0.00962263	-0.00754004	0.0021003
4.52	0.00220029	0.0097439	-0.00748894	0.00214556
4.53	0.00203345	0.00938872	-0.00757613	0.00200664
4.54	0.00217231	0.00946081	-0.00752715	0.00208164
4.55	0.00199299	0.00952437	-0.0071362	0.00206486
4.56	0.00213363	0.00974533	-0.00739206	0.00194329
4.57	0.0020098	0.00969631	-0.00722308	0.00187846
4.58	0.00203802	0.0099035	-0.00738135	0.00184784
4.59	0.00203843	0.00985549	-0.00722354	0.00175996
4.6	0.00204671	0.00997504	-0.00736253	0.0019647
4.61	0.00198587	0.00972996	-0.00731662	0.00190963
4.62	0.00190431	0.0098422	-0.00738369	0.00183834
4.63	0.0019651	0.00987195	-0.00717591	0.00186024
4.64	0.00224028	0.00972457	-0.00702335	0.00178841
4.65	0.00205378	0.00984643	-0.00692105	0.0017308
4.66	0.00202992	0.00987669	-0.00695577	0.00178385
4.67	0.00183568	0.00988117	-0.00694975	0.0017443
4.68	0.00197138	0.0100161	-0.00718612	0.00179011
4.69	0.00217361	0.00965648	-0.00660608	0.00191444
4.7	0.00196058	0.00979939	-0.00695608	0.0017554
4.71	0.00186341	0.00971625	-0.00717941	0.00171835
4.72	0.00182178	0.00959727	-0.00740078	0.00168707
4.73	0.00177912	0.00967664	-0.00700751	0.00159357
4.74	0.00206266	0.00971465	-0.00702938	0.00163527
4.75	0.00193952	0.0095616	-0.00685832	0.00154635
4.76	0.00190002	0.00992503	-0.00707947	0.00167943
4.77	0.00195776	0.00983275	-0.0069621	0.00160422
4.78	0.00193523	0.00989484	-0.00723738	0.00146811
4.79	0.0019859	0.00993088	-0.00717963	0.00144529
