Time	E1_L08.1PG_Col.0	E2_L13.1	E3_L13.2	E4_L08.2PG_Col.0
75.32	0.0062313	-0.0222625	0.00625808	0.0189778
75.33	0.00605791	-0.0224861	0.00615577	0.0194837
75.34	0.00623184	-0.0221959	0.00626746	0.0190716
75.35	0.00617496	-0.0223054	0.00612495	0.018837
75.36	0.00615094	-0.0222597	0.00619847	0.0188876
75.37	0.00603027	-0.0224652	0.00598468	0.0189858
75.38	0.00608419	-0.0222761	0.00607589	0.0187862
75.39	0.0060325	-0.0221904	0.00621229	0.0188074
75.4	0.0060843	-0.0219287	0.00646902	0.0189655
75.41	0.00615378	-0.0222557	0.00636499	0.0186966
75.42	0.00611114	-0.0220213	0.00634183	0.017997
75.43	0.00602553	-0.0224302	0.00635394	0.0177412
75.44	0.00612584	-0.0222726	0.0059591	0.0175834
75.45	0.00608482	-0.0223488	0.00583771	0.0182372
75.46	0.00610663	-0.022002	0.00624663	0.0190627
75.47	0.00612711	-0.0224166	0.00600677	0.0189548
75.48	0.00613535	-0.0220524	0.00607465	0.0194914
75.49	0.00611254	-0.0222892	0.00588848	0.0200297
75.5	0.00618704	-0.0222091	0.00593323	0.0197139
75.51	0.0061458	-0.022471	0.00603283	0.0200793
75.52	0.00635908	-0.0221625	0.00617457	0.0198656
75.53	0.00628906	-0.0222653	0.00623684	0.0195862
75.54	0.00625346	-0.0220469	0.00639998	0.0199498
75.55	0.00613141	-0.0223122	0.00614009	0.0197745
75.56	0.006294	-0.0222477	0.00624046	0.0197766
75.57	0.00632561	-0.0224343	0.00603647	0.0199439
75.58	0.00623501	-0.0224722	0.00624524	0.0195579
75.59	0.00609912	-0.0224178	0.00613581	0.0194092
75.6	0.00610662	-0.0223879	0.0062353	0.0192942
75.61	0.0060637	-0.0224856	0.0059092	0.0198273
75.62	0.006311	-0.0224437	0.00604205	0.019892
75.63	0.0062035	-0.0225658	0.00600147	0.0192329
75.64	0.00625988	-0.0223602	0.00622477	0.0191412
75.65	0.0063356	-0.0224372	0.00621421	0.0196404
75.66	0.00631311	-0.0223348	0.00629962	0.0196716
75.67	0.00625082	-0.0224547	0.00615397	0.0196191
75.68	0.00631439	-0.0223057	0.0062463	0.0194019
75.69	0.00614713	-0.0224144	0.00601452	0.0197626
75.7	0.00627235	-0.0222746	0.00601096	0.0196851
75.71	0.00617439	-0.0224256	0.00605532	0.0203865
75.72	0.00641795	-0.0221754	0.00604222	0.0203298
75.73	0.00609783	-0.0225744	0.00603793	0.0199604
75.74	0.00617384	-0.0222521	0.00589798	0.0201662
75.75	0.00618531	-0.022452	0.00593422	0.0203535
75.76	0.00635557	-0.0223391	0.00607443	0.0202153
75.77	0.0061974	-0.0223603	0.00618124	0.0203101
75.78	0.00637644	-0.0223069	0.00609274	0.0205501
75.79	0.00612045	-0.0223423	0.00599236	0.0206448
75.8	0.00621272	-0.0222745	0.00608343	0.0205561
75.81	0.00616396	-0.0223534	0.00630641	0.0202879
75.82	0.00628386	-0.0220014	0.00629677	0.0202514
75.83	0.00621763	-0.0225056	0.00620944	0.0204467
75.84	0.00638355	-0.0223992	0.00628362	0.0206669
75.85	0.00638024	-0.0223851	0.00618412	0.0203913
75.86	0.00637473	-0.0219835	0.00608853	0.0201947
75.87	0.00620871	-0.0224235	0.00613246	0.0202511
75.88	0.00641807	-0.0223174	0.00595696	0.0199036
75.89	0.00626463	-0.0222362	0.00604748	0.0199875
75.9	0.00622229	-0.0220438	0.00598403	0.020126
75.91	0.00624552	-0.022249	0.00611237	0.0198867
75.92	0.00634252	-0.0219767	0.00631767	0.0193958
75.93	0.00632096	-0.0224496	0.00595887	0.0195191
75.94	0.00618371	-0.0223663	0.0059618	0.0202123
75.95	0.00613683	-0.0225142	0.0060315	0.0205942
75.96	0.00628782	-0.0222543	0.00596752	0.0205681
75.97	0.00629467	-0.0222577	0.00607571	0.0203863
75.98	0.00628529	-0.0220556	0.00601557	0.0202589
75.99	0.00623489	-0.0222735	0.00589924	0.0204207
76	0.00638102	-0.0223218	0.00596462	0.0200387
76.01	0.00631899	-0.0224154	0.00610718	0.0194963
76.02	0.00607634	-0.0222391	0.00646386	0.0198159
76.03	0.00610706	-0.0224566	0.00628456	0.0203709
76.04	0.00620084	-0.0222171	0.00634715	0.0200234
76.05	0.00625341	-0.0224567	0.00607983	0.019888
76.06	0.00610984	-0.0224575	0.00613684	0.0199949
76.07	0.00631827	-0.0224564	0.00614303	0.0199855
76.08	0.00630753	-0.0223758	0.00591009	0.0202292
76.09	0.00607158	-0.0223759	0.00607756	0.0204105
76.1	0.00618759	-0.0223284	0.00606099	0.0197579
76.11	0.0061991	-0.0223086	0.00600542	0.0191106
76.12	0.00626412	-0.0221563	0.00627475	0.0191719
76.13	0.006275	-0.0224382	0.00622575	0.0193466
76.14	0.00629274	-0.0222187	0.00647204	0.0190943
76.15	0.00617492	-0.0224465	0.00639397	0.0199822
76.16	0.00622774	-0.0222887	0.00654121	0.0199506
76.17	0.0062353	-0.0223941	0.00638416	0.0197225
76.18	0.00625748	-0.0223032	0.00645945	0.0193132
76.19	0.00617691	-0.0223903	0.00654606	0.0190624
76.2	0.00632671	-0.022219	0.00642139	0.018968
76.21	0.00618389	-0.0225502	0.00634363	0.0186642
76.22	0.00620285	-0.0224413	0.00644679	0.018854
76.23	0.00625507	-0.0224592	0.00614353	0.0188383
76.24	0.00614005	-0.0223865	0.00616364	0.0187086
76.25	0.00615965	-0.0225751	0.00626161	0.0189069
76.26	0.00615802	-0.0222977	0.00643034	0.0190422
76.27	0.00619069	-0.0225816	0.00602244	0.0193988
76.28	0.00630761	-0.0223229	0.00640334	0.0190746
76.29	0.00627841	-0.0223622	0.00629495	0.0192177
76.3	0.0063923	-0.0224633	0.00640692	0.0191619
76.31	0.00625803	-0.0224185	0.00624961	0.0191057
76.32	0.00647009	-0.022359	0.00651138	0.0192338
76.33	0.00638968	-0.0227485	0.00610871	0.0191721
76.34	0.00637899	-0.0222902	0.00628679	0.0190607
76.35	0.00621363	-0.0225355	0.00623211	0.0190136
76.36	0.00643334	-0.0224584	0.00614897	0.0191762
76.37	0.00644715	-0.022583	0.00611686	0.019319
76.38	0.00633523	-0.0224361	0.0061695	0.0193837
76.39	0.0063477	-0.0225234	0.00618243	0.01911
76.4	0.00632747	-0.0222718	0.006139	0.0190923
76.41	0.0063807	-0.0224883	0.00617181	0.0191843
76.42	0.00639007	-0.0222758	0.0062371	0.0195028
76.43	0.00646917	-0.0225988	0.00614239	0.0197633
76.44	0.00648678	-0.022457	0.00616498	0.0193728
76.45	0.00634439	-0.0224252	0.00597078	0.0193843
76.46	0.00650714	-0.0221656	0.00635378	0.0189498
76.47	0.00634736	-0.0224033	0.00630578	0.0194405
76.48	0.00656177	-0.0223883	0.00647225	0.0193065
76.49	0.00645617	-0.0225444	0.00628515	0.0191913
76.5	0.00644127	-0.0223874	0.00626948	0.0200343
76.51	0.00659438	-0.0224608	0.00640357	0.0199554
76.52	0.00664579	-0.0220173	0.00618582	0.0195727
76.53	0.00657376	-0.0222438	0.00596138	0.0195023
76.54	0.00650172	-0.0222533	0.00626307	0.0190655
76.55	0.00647303	-0.0224362	0.00632476	0.0188242
76.56	0.00668843	-0.0221655	0.00633655	0.0190512
76.57	0.00660381	-0.0223543	0.00624881	0.0192074
76.58	0.00655269	-0.0222832	0.00600951	0.0189231
76.59	0.00651832	-0.0224131	0.00608372	0.0195977
76.6	0.00658386	-0.0223433	0.0061931	0.0200544
76.61	0.00649061	-0.0223185	0.00629434	0.0205188
76.62	0.00674202	-0.022085	0.00653694	0.0200778
76.63	0.00659225	-0.0223171	0.0062726	0.0196931
76.64	0.00664237	-0.0220884	0.00626793	0.0199087
76.65	0.0065597	-0.0224058	0.00602241	0.0199653
76.66	0.00657788	-0.022094	0.00624963	0.0197302
76.67	0.00642152	-0.0224109	0.00602699	0.0194109
76.68	0.00653371	-0.0221655	0.00608575	0.0194712
76.69	0.00652641	-0.0223808	0.00591816	0.0195341
76.7	0.00657247	-0.0223021	0.00610253	0.0198493
76.71	0.00647809	-0.0223927	0.00634846	0.0202365
76.72	0.0065932	-0.0223304	0.00653061	0.0197644
76.73	0.00655835	-0.0224855	0.00631193	0.019758
76.74	0.00658838	-0.0223643	0.00626975	0.0194361
76.75	0.00664557	-0.0223827	0.00639202	0.0197956
76.76	0.00671011	-0.0224397	0.00620984	0.0198932
76.77	0.00655474	-0.0225412	0.00614777	0.0201001
76.78	0.00650283	-0.0224167	0.0063164	0.0202491
76.79	0.00656914	-0.0224122	0.00625808	0.0202442
76.8	0.00649564	-0.0223506	0.00622997	0.0201621
76.81	0.00643712	-0.0224406	0.00630077	0.0202333
76.82	0.00666954	-0.0223422	0.00678898	0.0201987
76.83	0.00662569	-0.0224493	0.00647473	0.0199744
76.84	0.00662495	-0.0223471	0.00636525	0.0198007
76.85	0.00658911	-0.0224823	0.00627261	0.0199579
76.86	0.00668668	-0.022346	0.00637254	0.0200306
76.87	0.00660257	-0.0225105	0.00609398	0.019904
76.88	0.00660661	-0.0224229	0.00626293	0.0202193
76.89	0.00659107	-0.0226593	0.00623791	0.0201585
76.9	0.00674606	-0.022522	0.00648704	0.0202704
76.91	0.00671492	-0.0226127	0.00656817	0.0202218
76.92	0.00680321	-0.0222222	0.00669197	0.0199909
76.93	0.00670667	-0.0225367	0.00644371	0.0199525
76.94	0.00675566	-0.0223853	0.006704	0.0199181
76.95	0.00671541	-0.0225196	0.00674519	0.0201826
76.96	0.00669114	-0.0224009	0.00669952	0.019851
76.97	0.00678742	-0.022395	0.00664026	0.0200076
76.98	0.00677516	-0.0222667	0.00667458	0.0198056
76.99	0.00667653	-0.0225341	0.00649115	0.0195907
77	0.00673357	-0.0223368	0.00648293	0.0195877
77.01	0.00663359	-0.0224735	0.0067953	0.0198918
77.02	0.00677287	-0.0222798	0.00686254	0.0200465
77.03	0.00672003	-0.0225096	0.00650974	0.0200743
77.04	0.00671433	-0.0222949	0.0065821	0.01969
77.05	0.00661773	-0.0225926	0.00642026	0.019957
77.06	0.00669721	-0.0223308	0.00664119	0.020155
77.07	0.00674248	-0.0225532	0.00652261	0.020195
77.08	0.00677254	-0.0223206	0.00638607	0.019575
77.09	0.00675939	-0.0226363	0.00621289	0.019582
77.1	0.0067244	-0.0222382	0.00623815	0.0194651
77.11	0.00675425	-0.0223122	0.00629447	0.0193972
77.12	0.00686128	-0.0219618	0.00643142	0.0196545
77.13	0.00663759	-0.0222927	0.00641415	0.0190755
77.14	0.00664517	-0.0222632	0.00658563	0.0193647
77.15	0.0067991	-0.0224104	0.00649368	0.0194098
77.16	0.0068137	-0.0220509	0.00677195	0.0194373
77.17	0.00665022	-0.0222475	0.00667882	0.0193084
77.18	0.00688189	-0.0221552	0.00677688	0.0192081
77.19	0.006781	-0.022352	0.00646367	0.0186713
77.2	0.00672476	-0.0222113	0.00663061	0.0183801
77.21	0.00676303	-0.0222708	0.00652445	0.0177928
77.22	0.00679759	-0.0220281	0.00680386	0.0180165
77.23	0.00664448	-0.0224222	0.00656935	0.0181769
77.24	0.0066048	-0.0221022	0.00693476	0.0181537
77.25	0.00671541	-0.0224803	0.00633616	0.0181721
77.26	0.00680143	-0.022293	0.0065018	0.0185879
77.27	0.00668835	-0.0222482	0.0065294	0.0195296
77.28	0.00671553	-0.0223475	0.00659682	0.0200377
77.29	0.00681061	-0.022476	0.00657149	0.0192917
77.3	0.00682297	-0.0224015	0.00668759	0.0185628
77.31	0.00676655	-0.0223718	0.00667072	0.0189564
77.32	0.00681189	-0.0222351	0.00663927	0.0192074
77.33	0.0067767	-0.0224311	0.00654984	0.0194945
77.34	0.00686516	-0.0222557	0.00660185	0.0197667
77.35	0.00673262	-0.0223778	0.00655536	0.0196652
77.36	0.00696722	-0.022369	0.00683325	0.0193973
77.37	0.00681434	-0.022335	0.00657882	0.0193743
77.38	0.00687556	-0.0223428	0.00646864	0.019637
77.39	0.00693874	-0.0225002	0.00650446	0.0195897
77.4	0.0069482	-0.0223036	0.00646775	0.0187661
77.41	0.00683649	-0.022431	0.0065627	0.0202969
77.42	0.00681252	-0.022048	0.00680142	0.0198478
77.43	0.00668441	-0.022308	0.00655499	0.0195381
77.44	0.00688642	-0.0222045	0.00654582	0.019023
77.45	0.00675449	-0.0223257	0.00666972	0.0188607
77.46	0.00678397	-0.0221398	0.00667302	0.0190054
77.47	0.00679079	-0.0222933	0.00654231	0.018688
77.48	0.00693112	-0.0221606	0.00663467	0.0189062
77.49	0.00689453	-0.0223247	0.00653112	0.0185663
77.5	0.00685031	-0.0222532	0.00653436	0.0182939
77.51	0.00679577	-0.0224821	0.00655383	0.0182119
77.52	0.00698631	-0.0220767	0.00684812	0.0194035
77.53	0.0068194	-0.0224145	0.00658977	0.0187122
77.54	0.00691897	-0.0222465	0.00669244	0.0184402
77.55	0.00688166	-0.0223009	0.00665994	0.0185048
77.56	0.00696627	-0.0220409	0.00670231	0.018682
77.57	0.00681674	-0.0222408	0.00663347	0.0185789
77.58	0.00682	-0.0221424	0.00666129	0.018725
77.59	0.0067183	-0.0222139	0.00658677	0.0186939
77.6	0.00686602	-0.0220429	0.00656859	0.0185282
77.61	0.00679985	-0.0222754	0.0065173	0.0186217
77.62	0.00683459	-0.0219877	0.00660649	0.0185827
77.63	0.00677638	-0.0221754	0.00657809	0.0188588
77.64	0.00687624	-0.0219613	0.00661325	0.0186893
77.65	0.00671811	-0.0221604	0.00667721	0.0184125
77.66	0.00674019	-0.0219587	0.00676701	0.0184035
77.67	0.00674082	-0.0222147	0.00668062	0.0185702
77.68	0.00677335	-0.0222734	0.00674365	0.0182619
77.69	0.00664822	-0.0222728	0.00654837	0.0183493
77.7	0.00676049	-0.0223619	0.00697765	0.0186435
77.71	0.00675311	-0.0225366	0.00690023	0.0187349
77.72	0.0067721	-0.0221905	0.00720319	0.0184391
77.73	0.00665316	-0.0222531	0.00680384	0.0183958
77.74	0.0068058	-0.0221884	0.00683123	0.018928
77.75	0.00674259	-0.0223679	0.00690494	0.0187143
77.76	0.00672194	-0.0223863	0.00690205	0.0186203
77.77	0.00679251	-0.0223308	0.00691289	0.0186067
77.78	0.00684368	-0.0224441	0.00702352	0.0187313
77.79	0.00670062	-0.022439	0.00688139	0.0193216
77.8	0.00691774	-0.0223472	0.00699086	0.0186271
77.81	0.00670258	-0.0224473	0.00689455	0.0186714
77.82	0.00689376	-0.0223173	0.00735696	0.018899
77.83	0.00681354	-0.0225007	0.00713817	0.0185718
77.84	0.00692111	-0.022464	0.00715518	0.019012
77.85	0.0068683	-0.0225085	0.00711812	0.0199805
77.86	0.00685848	-0.0223413	0.00730831	0.0186874
77.87	0.00677143	-0.0225263	0.00709305	0.0183336
77.88	0.00687968	-0.022317	0.00713622	0.018169
77.89	0.00677863	-0.0225234	0.00707968	0.0185252
77.9	0.00675736	-0.0223379	0.0072228	0.018492
77.91	0.00679549	-0.0224684	0.00715155	0.018769
77.92	0.00681486	-0.0223169	0.00715771	0.018835
77.93	0.00652513	-0.0223905	0.00689945	0.0188429
77.94	0.00681712	-0.0223287	0.00702881	0.0187425
77.95	0.00668059	-0.0225849	0.00700224	0.0184795
77.96	0.00683929	-0.0221626	0.00696756	0.0185109
77.97	0.00677609	-0.0224566	0.00694395	0.0186477
77.98	0.00670405	-0.0223272	0.00687549	0.0184668
77.99	0.00686268	-0.0224592	0.00702859	0.0184828
78	0.00683643	-0.0223074	0.00710681	0.018487
78.01	0.00674787	-0.0223113	0.00702878	0.0185644
78.02	0.00689164	-0.0223905	0.00710701	0.0186284
78.03	0.00677092	-0.0224689	0.00709229	0.0184782
78.04	0.00691593	-0.0223803	0.00725351	0.0184342
78.05	0.00689248	-0.022386	0.00699862	0.0186912
78.06	0.00696178	-0.0222361	0.00700082	0.0199355
78.07	0.00681138	-0.0223936	0.00705615	0.0186268
78.08	0.00689177	-0.022214	0.0070841	0.0187153
78.09	0.00683645	-0.0222781	0.00711533	0.0185368
78.1	0.00702159	-0.0221215	0.00679435	0.0184799
78.11	0.00692802	-0.0222404	0.00715013	0.0184229
78.12	0.00702299	-0.0221164	0.00747962	0.0184475
78.13	0.00690112	-0.0224233	0.00707866	0.0185653
78.14	0.00700239	-0.0222976	0.00718509	0.0187311
78.15	0.00694234	-0.0224893	0.00719632	0.0186324
78.16	0.0069645	-0.0222459	0.00742782	0.0184611
78.17	0.00699924	-0.0224443	0.00712531	0.0185731
78.18	0.00706279	-0.0221499	0.00737977	0.0188533
78.19	0.0069951	-0.0224911	0.00725342	0.0189911
78.2	0.00704571	-0.0222144	0.00757642	0.0199981
78.21	0.00684167	-0.022351	0.00743358	0.0202478
78.22	0.0069947	-0.022168	0.00737065	0.0200213
78.23	0.00684494	-0.0224835	0.00710595	0.0185374
78.24	0.00695442	-0.022332	0.00735918	0.0184601
78.25	0.00680067	-0.0223711	0.0070401	0.0184924
78.26	0.0068354	-0.0222471	0.00725547	0.0184925
78.27	0.00677606	-0.0223793	0.0071749	0.0187944
78.28	0.00699269	-0.0224052	0.00732635	0.0184207
78.29	0.00687727	-0.0223263	0.00718482	0.0182506
78.3	0.00689727	-0.0223158	0.00747658	0.0181242
78.31	0.00672489	-0.0224342	0.00707434	0.0181094
78.32	0.00691328	-0.0223489	0.00717863	0.0180615
78.33	0.0067974	-0.0224436	0.0072323	0.0183997
78.34	0.00686866	-0.022178	0.00751496	0.0183318
78.35	0.00685712	-0.0223333	0.00722846	0.0184348
78.36	0.00698036	-0.0223015	0.00749149	0.019041
78.37	0.00667456	-0.0224746	0.00721796	0.0185581
78.38	0.00694898	-0.022426	0.00745898	0.018415
78.39	0.00672812	-0.0226065	0.00712775	0.0183172
78.4	0.00671562	-0.0223372	0.00727331	0.0182723
78.41	0.00676193	-0.0223741	0.00718938	0.0180764
78.42	0.006752	-0.0223188	0.00720845	0.018247
78.43	0.00670968	-0.0223725	0.00705797	0.0182735
78.44	0.006762	-0.0223328	0.00721103	0.0182342
78.45	0.0066706	-0.0225386	0.00699837	0.018054
78.46	0.00667928	-0.0222841	0.00714664	0.0184154
78.47	0.00663131	-0.0224101	0.00715083	0.0182268
78.48	0.00678974	-0.0222107	0.00749118	0.0177846
78.49	0.00670425	-0.0223922	0.00721505	0.0177034
78.5	0.00671523	-0.0223042	0.00740719	0.0177715
78.51	0.00675151	-0.0225007	0.00709764	0.0176321
78.52	0.00684002	-0.0225489	0.00730243	0.0180131
78.53	0.00662138	-0.0225154	0.0071356	0.0182602
78.54	0.00675056	-0.0221338	0.00728367	0.0183666
78.55	0.00687716	-0.0224274	0.00716744	0.0179424
78.56	0.00687283	-0.0222563	0.00728868	0.0177575
78.57	0.00684997	-0.0225437	0.00713798	0.0183552
78.58	0.00687907	-0.0223713	0.00731171	0.0180027
78.59	0.00671108	-0.0225708	0.00722564	0.0190507
78.6	0.00682502	-0.0224521	0.00728552	0.0185596
78.61	0.00662617	-0.022403	0.00716907	0.019218
78.62	0.00673906	-0.0222806	0.00732562	0.0190356
78.63	0.00670478	-0.0225327	0.00716413	0.0193022
78.64	0.00681421	-0.0224207	0.00742478	0.0182862
78.65	0.00671889	-0.0223775	0.00722631	0.0182088
78.66	0.00694622	-0.0222092	0.00715046	0.0182418
78.67	0.00681718	-0.0224792	0.00709932	0.0180583
78.68	0.00680905	-0.0223524	0.0071105	0.0176178
78.69	0.00680769	-0.0225466	0.007161	0.0177704
78.7	0.00696073	-0.022245	0.00734848	0.0179513
78.71	0.00684638	-0.0225568	0.00728562	0.0181073
78.72	0.00685146	-0.022347	0.00752461	0.0178606
78.73	0.00675085	-0.0224836	0.00721742	0.0180641
78.74	0.00695632	-0.0223325	0.00732316	0.0185647
78.75	0.00681959	-0.0225269	0.00716543	0.0187375
78.76	0.0068915	-0.0224012	0.00737603	0.0186304
78.77	0.00678117	-0.0224598	0.00706015	0.0185827
78.78	0.00679106	-0.0223813	0.00729091	0.0193013
78.79	0.0068905	-0.0224474	0.00716183	0.0204716
78.8	0.00690825	-0.0223966	0.00723475	0.0199522
78.81	0.0069271	-0.0224415	0.00716051	0.0204122
78.82	0.00699022	-0.0223197	0.00745467	0.0201152
78.83	0.00687915	-0.0225	0.00719343	0.0195492
78.84	0.00694352	-0.0223543	0.00741423	0.020578
78.85	0.00691257	-0.0224684	0.00717974	0.0229006
78.86	0.00702703	-0.0224268	0.00743351	0.0212023
78.87	0.00692198	-0.0225815	0.00724178	0.0223309
78.88	0.00709178	-0.0224305	0.00748094	0.0221412
78.89	0.00700833	-0.0224823	0.00714223	0.0223333
78.9	0.00703643	-0.0222604	0.0073293	0.0225307
78.91	0.00698582	-0.0222419	0.00716619	0.0217385
78.92	0.00705851	-0.0222961	0.00748118	0.0219958
78.93	0.00700182	-0.0223541	0.00705522	0.0205505
78.94	0.00718235	-0.0221968	0.0074995	0.0197323
78.95	0.00688619	-0.022492	0.00712747	0.0196246
78.96	0.00698489	-0.0222473	0.00739937	0.0192776
78.97	0.00697915	-0.0225149	0.00716162	0.0192092
78.98	0.00704688	-0.0222922	0.00733059	0.0193288
78.99	0.00698959	-0.0223565	0.00718891	0.0195825
79	0.00701538	-0.0222735	0.00738632	0.019678
79.01	0.00691133	-0.022505	0.00714137	0.0197974
79.02	0.00700325	-0.0223907	0.00742329	0.0192751
79.03	0.00699146	-0.022368	0.00712395	0.0185189
79.04	0.007089	-0.0220626	0.00755247	0.0187537
79.05	0.00694721	-0.0224796	0.00705599	0.019481
79.06	0.00703795	-0.0222871	0.00745182	0.0192024
79.07	0.00704116	-0.0224631	0.0071371	0.01936
79.08	0.00714488	-0.0222395	0.00721311	0.0193317
79.09	0.00706499	-0.0223765	0.00728111	0.0193761
79.1	0.00719294	-0.0222717	0.00756206	0.0191888
79.11	0.00694744	-0.0224655	0.00728513	0.019465
79.12	0.00701328	-0.022477	0.00724672	0.0192621
79.13	0.00706575	-0.0225465	0.00727082	0.0192774
79.14	0.00716752	-0.0222551	0.00748853	0.0188904
79.15	0.0070821	-0.0224956	0.00733804	0.0183622
79.16	0.00710026	-0.0222694	0.00746676	0.018492
79.17	0.00707123	-0.0224499	0.00702857	0.0185234
79.18	0.0071144	-0.0222121	0.00720657	0.0185221
79.19	0.00697492	-0.0224719	0.00728352	0.0186155
79.2	0.00696112	-0.0224904	0.00742874	0.0185087
79.21	0.00694528	-0.0225203	0.00724169	0.0185145
79.22	0.00700634	-0.0225026	0.00740819	0.0201168
79.23	0.00692452	-0.0227472	0.00710516	0.0204152
79.24	0.00700173	-0.0223349	0.00722826	0.0191909
79.25	0.00694363	-0.0223184	0.00719929	0.0192763
79.26	0.00709104	-0.0223103	0.00737282	0.0205319
79.27	0.00686076	-0.0224823	0.00723846	0.0210587
79.28	0.00699803	-0.0221779	0.00722767	0.0210684
79.29	0.00698035	-0.0225307	0.00720127	0.0209925
79.3	0.006857	-0.0224925	0.00733476	0.0201117
79.31	0.00684886	-0.0226512	0.00711006	0.020666
79.32	0.00687001	-0.0223983	0.00715058	0.0206048
79.33	0.00680407	-0.0223737	0.00728256	0.0203961
79.34	0.00690984	-0.0223148	0.00749009	0.0205574
79.35	0.00686936	-0.0225886	0.00721349	0.0202176
79.36	0.00694424	-0.0224138	0.00745047	0.0204123
79.37	0.00696677	-0.0225682	0.00729414	0.0231844
79.38	0.00710002	-0.0223225	0.00751392	0.0232256
79.39	0.00701789	-0.0223986	0.00718329	0.0238601
79.4	0.00709748	-0.0224281	0.00745743	0.023652
79.41	0.00700308	-0.0226065	0.00717593	0.0233502
79.42	0.00703506	-0.0223931	0.00724342	0.0229518
79.43	0.00698278	-0.0225589	0.00719236	0.0221099
79.44	0.00700388	-0.0223669	0.00747667	0.021235
79.45	0.0069575	-0.0226904	0.00725848	0.0196894
79.46	0.0069406	-0.0223985	0.00751233	0.0207108
79.47	0.00697278	-0.0226777	0.00715518	0.0208234
79.48	0.00699207	-0.0225025	0.00719032	0.0204581
79.49	0.00698562	-0.0225863	0.00728813	0.0204259
79.5	0.00699394	-0.0224367	0.00738299	0.0205946
79.51	0.00682261	-0.0225764	0.00726994	0.0205812
79.52	0.00700412	-0.0225173	0.00751708	0.0201764
79.53	0.00682119	-0.0227134	0.00719052	0.0202669
79.54	0.00693629	-0.0223106	0.00762362	0.0201401
79.55	0.00688148	-0.0225556	0.00715773	0.0200084
79.56	0.00697586	-0.0226114	0.0073247	0.0201412
79.57	0.00694235	-0.0226869	0.0072649	0.0201029
79.58	0.0069006	-0.0225575	0.0074826	0.0200796
79.59	0.00695911	-0.0226928	0.00735873	0.0200335
79.6	0.00700356	-0.0227108	0.00732024	0.0195991
79.61	0.00692431	-0.0227267	0.00721677	0.0199332
79.62	0.00700382	-0.0225598	0.00733278	0.0202045
79.63	0.00695406	-0.0226063	0.00736182	0.0205087
79.64	0.00699069	-0.022188	0.00738376	0.0203242
79.65	0.00694792	-0.0226807	0.00705005	0.0204405
79.66	0.00710564	-0.022522	0.00739593	0.0204243
79.67	0.00700951	-0.022695	0.00720113	0.0200721
79.68	0.00713025	-0.0225266	0.00706729	0.0201635
79.69	0.00699943	-0.0227396	0.00718519	0.0202697
79.7	0.00707894	-0.0226138	0.00731377	0.0197318
79.71	0.00704395	-0.0227188	0.00729275	0.0199658
79.72	0.00702551	-0.0225855	0.00752945	0.020229
79.73	0.00702983	-0.0225097	0.00728016	0.0204851
79.74	0.00713453	-0.0222924	0.00734354	0.0207923
79.75	0.00704822	-0.0226999	0.00710587	0.0200718
79.76	0.00705114	-0.0227324	0.00722775	0.0216141
79.77	0.00697294	-0.0228242	0.00726095	0.0218119
79.78	0.00707846	-0.0226157	0.00736161	0.0215798
79.79	0.00699137	-0.0229078	0.00722174	0.0215244
79.8	0.00702299	-0.022514	0.00736209	0.0210832
79.81	0.00691776	-0.0227011	0.00725818	0.0200956
79.82	0.00715281	-0.0225743	0.00747291	0.0201062
79.83	0.00705253	-0.0227976	0.00730593	0.020102
79.84	0.00706218	-0.0225308	0.00746451	0.020433
79.85	0.00702224	-0.0226365	0.00728638	0.0201639
79.86	0.00703312	-0.0224763	0.00748623	0.0200245
79.87	0.00703093	-0.0227168	0.00722095	0.0202375
79.88	0.00705451	-0.0226516	0.00738422	0.0199923
79.89	0.00711407	-0.0230087	0.00713538	0.0209759
79.9	0.00716252	-0.0227626	0.00729974	0.0224545
79.91	0.00706236	-0.0228559	0.00700983	0.0215032
79.92	0.00708138	-0.0226745	0.00716635	0.0205767
79.93	0.00712232	-0.0228929	0.00708479	0.0219253
79.94	0.00732082	-0.0225772	0.00727449	0.0223422
79.95	0.00718566	-0.0228601	0.00699801	0.0224795
79.96	0.00721546	-0.02262	0.0071771	0.0224697
79.97	0.00706795	-0.022845	0.00716262	0.0226358
79.98	0.00716907	-0.0225213	0.00741886	0.0199833
79.99	0.00700981	-0.0228719	0.00719515	0.0193376
80	0.00729452	-0.0226203	0.00716131	0.019445
80.01	0.00709051	-0.0226327	0.007072	0.019462
80.02	0.00714754	-0.0223342	0.00724304	0.01964
80.03	0.00717025	-0.022559	0.00707217	0.0194979
80.04	0.00719454	-0.022507	0.00736249	0.0193078
80.05	0.00705462	-0.0227123	0.00723706	0.0193061
80.06	0.00715368	-0.022655	0.00726538	0.0195066
80.07	0.00714448	-0.0229017	0.00699358	0.0197231
80.08	0.00721986	-0.0228512	0.00709049	0.0195012
80.09	0.00710267	-0.0228307	0.00713744	0.0196544
80.1	0.00715278	-0.0226904	0.00709808	0.0193064
80.11	0.00705038	-0.0229232	0.00710654	0.019229
80.12	0.00710098	-0.0228586	0.0073225	0.0202796
80.13	0.00706179	-0.0230095	0.00715157	0.0192143
80.14	0.0072023	-0.0227029	0.00732416	0.0189115
80.15	0.00717095	-0.022874	0.00715944	0.0191861
80.16	0.00720981	-0.0226103	0.00757529	0.0197242
