Time	E1_L08.1PG_Col.0	E2_L13.1	E3_L13.2	E4_L08.2PG_Col.0
221.73	-0.62385	-0.284645	-0.384174	-0.244207
221.74	-0.623834	-0.28471	-0.384586	-0.244067
221.75	-0.623794	-0.284017	-0.384217	-0.244245
221.76	-0.623687	-0.284168	-0.384461	-0.244043
221.77	-0.623479	-0.283527	-0.384336	-0.244566
221.78	-0.623693	-0.283765	-0.384433	-0.244245
221.79	-0.623618	-0.283448	-0.384149	-0.243828
221.8	-0.623606	-0.283322	-0.384423	-0.24386
221.81	-0.623527	-0.282939	-0.384162	-0.244174
221.82	-0.623599	-0.282617	-0.384326	-0.243817
221.83	-0.623468	-0.282197	-0.383886	-0.243697
221.84	-0.623434	-0.282498	-0.384647	-0.243571
221.85	-0.623469	-0.282029	-0.384441	-0.243718
221.86	-0.623566	-0.281958	-0.384674	-0.243643
221.87	-0.623325	-0.281617	-0.384092	-0.24361
221.88	-0.623472	-0.281563	-0.384307	-0.243561
221.89	-0.623398	-0.281079	-0.383782	-0.243695
221.9	-0.623482	-0.28112	-0.384596	-0.243274
221.91	-0.623278	-0.2808	-0.38423	-0.243416
221.92	-0.623433	-0.280988	-0.384354	-0.243214
221.93	-0.623293	-0.280577	-0.384034	-0.243336
221.94	-0.623393	-0.280693	-0.384171	-0.243123
221.95	-0.623407	-0.280428	-0.384327	-0.243084
221.96	-0.623303	-0.280356	-0.384433	-0.242998
221.97	-0.623092	-0.279811	-0.383895	-0.242902
221.98	-0.623308	-0.279961	-0.384445	-0.242872
221.99	-0.623194	-0.279384	-0.384016	-0.242958
222	-0.623297	-0.279501	-0.384631	-0.242818
222.01	-0.62321	-0.279048	-0.384436	-0.242789
222.02	-0.62323	-0.279166	-0.38474	-0.242766
222.03	-0.623168	-0.278926	-0.384622	-0.242846
222.04	-0.623411	-0.278877	-0.384918	-0.242774
222.05	-0.623343	-0.278338	-0.384703	-0.242883
222.06	-0.623308	-0.278614	-0.384874	-0.242589
222.07	-0.623326	-0.278032	-0.384487	-0.242561
222.08	-0.623333	-0.278256	-0.385	-0.242498
222.09	-0.623403	-0.277791	-0.384665	-0.24253
222.1	-0.623332	-0.277906	-0.384794	-0.242448
222.11	-0.623202	-0.277494	-0.384388	-0.242568
222.12	-0.62332	-0.277428	-0.384946	-0.242322
222.13	-0.62313	-0.277001	-0.384532	-0.242449
222.14	-0.623317	-0.277396	-0.385063	-0.242459
222.15	-0.62326	-0.277062	-0.384648	-0.24241
222.16	-0.623334	-0.276829	-0.384858	-0.242212
222.17	-0.623061	-0.276121	-0.384244	-0.242186
222.18	-0.623128	-0.276345	-0.384447	-0.242034
222.19	-0.623076	-0.275715	-0.384082	-0.242221
222.2	-0.623167	-0.27605	-0.384562	-0.242054
222.21	-0.623042	-0.27567	-0.384355	-0.242066
222.22	-0.623265	-0.27583	-0.384669	-0.24189
222.23	-0.623221	-0.275525	-0.384538	-0.241912
222.24	-0.623195	-0.275549	-0.384733	-0.241696
222.25	-0.623306	-0.275162	-0.384573	-0.241834
222.26	-0.623206	-0.275248	-0.384898	-0.241412
222.27	-0.623083	-0.274536	-0.384543	-0.241526
222.28	-0.623221	-0.274756	-0.385144	-0.241361
222.29	-0.623034	-0.274446	-0.384794	-0.241249
222.3	-0.623099	-0.274266	-0.384993	-0.241215
222.31	-0.623042	-0.273824	-0.384956	-0.241293
222.32	-0.623154	-0.273808	-0.38492	-0.241119
222.33	-0.623061	-0.273523	-0.384564	-0.241349
222.34	-0.623156	-0.273471	-0.384766	-0.241149
222.35	-0.622919	-0.272901	-0.384589	-0.241028
222.36	-0.623029	-0.273287	-0.384817	-0.241009
222.37	-0.622913	-0.272878	-0.384581	-0.241008
222.38	-0.622916	-0.272782	-0.384787	-0.240805
222.39	-0.622915	-0.272542	-0.384594	-0.240886
222.4	-0.622949	-0.272663	-0.384772	-0.240728
222.41	-0.622864	-0.271778	-0.384588	-0.240772
222.42	-0.622953	-0.271745	-0.38507	-0.24064
222.43	-0.622971	-0.271745	-0.384849	-0.240707
222.44	-0.623	-0.271544	-0.384908	-0.240565
222.45	-0.62286	-0.271356	-0.384699	-0.240569
222.46	-0.622907	-0.271096	-0.384944	-0.240288
222.47	-0.62273	-0.270471	-0.38441	-0.2404
222.48	-0.622911	-0.270656	-0.384931	-0.240113
222.49	-0.622818	-0.270365	-0.384796	-0.240341
222.5	-0.622888	-0.270382	-0.385177	-0.240257
222.51	-0.622829	-0.26983	-0.385015	-0.240253
222.52	-0.622917	-0.269762	-0.385169	-0.240061
222.53	-0.622879	-0.26958	-0.385126	-0.240127
222.54	-0.622809	-0.269449	-0.385119	-0.239966
222.55	-0.622793	-0.269	-0.384802	-0.240086
222.56	-0.622899	-0.269231	-0.38501	-0.240037
222.57	-0.622583	-0.268516	-0.384528	-0.240029
222.58	-0.622725	-0.268625	-0.385087	-0.239785
222.59	-0.622603	-0.26829	-0.384873	-0.239856
222.6	-0.622735	-0.268303	-0.385123	-0.239534
222.61	-0.622716	-0.26772	-0.38495	-0.239954
222.62	-0.62271	-0.26785	-0.385139	-0.239791
222.63	-0.622768	-0.267441	-0.384475	-0.23966
222.64	-0.622801	-0.267527	-0.385023	-0.23965
222.65	-0.622789	-0.267004	-0.38497	-0.239672
222.66	-0.622765	-0.267105	-0.385023	-0.239617
222.67	-0.622757	-0.266565	-0.384522	-0.239622
222.68	-0.62265	-0.266737	-0.384789	-0.239563
222.69	-0.622604	-0.266075	-0.384467	-0.239795
222.7	-0.62272	-0.266481	-0.385101	-0.239649
222.71	-0.622665	-0.266226	-0.385011	-0.23963
222.72	-0.622551	-0.265979	-0.385077	-0.239259
222.73	-0.622644	-0.265446	-0.384868	-0.239175
222.74	-0.62273	-0.265513	-0.384954	-0.238927
222.75	-0.622764	-0.264903	-0.384498	-0.239041
222.76	-0.622722	-0.265081	-0.384992	-0.238773
222.77	-0.622504	-0.26488	-0.384851	-0.23881
222.78	-0.622652	-0.264821	-0.385191	-0.238723
222.79	-0.6225	-0.264315	-0.3848	-0.238975
222.8	-0.622479	-0.26451	-0.385143	-0.238732
222.81	-0.622487	-0.263859	-0.384771	-0.238838
222.82	-0.622623	-0.264133	-0.385037	-0.238535
222.83	-0.62251	-0.263709	-0.384857	-0.238622
222.84	-0.622602	-0.263646	-0.384973	-0.238342
222.85	-0.622689	-0.263235	-0.384937	-0.238344
222.86	-0.622601	-0.263464	-0.384997	-0.238134
222.87	-0.622638	-0.262995	-0.384884	-0.238371
222.88	-0.622668	-0.263031	-0.385154	-0.238021
222.89	-0.622434	-0.262222	-0.384712	-0.23808
222.9	-0.622555	-0.262505	-0.38491	-0.23811
222.91	-0.622522	-0.26192	-0.384799	-0.2382
222.92	-0.622475	-0.262097	-0.385028	-0.238006
222.93	-0.622585	-0.261712	-0.38508	-0.238113
222.94	-0.622521	-0.2617	-0.385164	-0.237842
222.95	-0.622312	-0.26113	-0.384864	-0.237976
222.96	-0.622396	-0.261349	-0.385071	-0.237905
222.97	-0.622428	-0.261005	-0.384709	-0.237839
222.98	-0.622601	-0.260947	-0.38518	-0.237686
222.99	-0.622333	-0.260649	-0.38487	-0.237708
223	-0.62249	-0.260704	-0.385287	-0.237525
223.01	-0.622351	-0.260265	-0.385151	-0.237589
223.02	-0.622479	-0.260213	-0.385219	-0.237324
223.03	-0.622499	-0.259621	-0.38505	-0.237565
223.04	-0.62232	-0.259729	-0.385182	-0.237444
223.05	-0.622428	-0.259449	-0.384972	-0.237488
223.06	-0.622341	-0.259506	-0.385014	-0.237212
223.07	-0.622305	-0.25915	-0.38493	-0.237088
223.08	-0.622361	-0.259116	-0.384992	-0.237239
223.09	-0.62212	-0.258542	-0.384852	-0.237252
223.1	-0.622259	-0.258706	-0.385084	-0.237118
223.11	-0.622162	-0.258383	-0.384997	-0.237216
223.12	-0.622124	-0.258255	-0.38516	-0.237133
223.13	-0.622319	-0.257755	-0.385051	-0.237129
223.14	-0.622236	-0.257607	-0.384725	-0.236909
223.15	-0.621842	-0.25717	-0.384658	-0.237021
223.16	-0.622159	-0.25758	-0.385007	-0.236732
223.17	-0.62218	-0.257077	-0.38484	-0.236922
223.18	-0.622202	-0.256995	-0.384901	-0.236501
223.19	-0.622063	-0.256715	-0.384876	-0.236363
223.2	-0.622196	-0.256541	-0.384922	-0.236511
223.21	-0.622098	-0.256097	-0.384589	-0.236544
223.22	-0.622202	-0.256242	-0.384872	-0.23624
223.23	-0.621994	-0.255972	-0.384905	-0.236304
223.24	-0.622037	-0.25614	-0.38505	-0.235891
223.25	-0.621989	-0.255583	-0.384826	-0.236146
223.26	-0.621902	-0.25566	-0.384979	-0.235959
223.27	-0.621831	-0.255037	-0.38483	-0.236019
223.28	-0.621905	-0.255121	-0.385122	-0.23597
223.29	-0.622017	-0.254417	-0.384732	-0.235905
223.3	-0.621904	-0.254633	-0.385031	-0.235696
223.31	-0.621923	-0.253999	-0.384869	-0.235831
223.32	-0.621938	-0.254309	-0.384937	-0.235779
223.33	-0.621828	-0.254029	-0.384895	-0.235913
223.34	-0.621943	-0.254344	-0.385139	-0.235713
223.35	-0.622017	-0.25373	-0.385317	-0.235756
223.36	-0.62209	-0.253759	-0.385231	-0.235608
223.37	-0.621981	-0.253413	-0.385275	-0.235714
223.38	-0.622129	-0.253427	-0.38529	-0.235388
223.39	-0.621848	-0.252867	-0.385266	-0.235607
223.4	-0.622001	-0.253017	-0.385359	-0.235528
223.41	-0.621789	-0.252531	-0.384978	-0.235558
223.42	-0.622084	-0.252682	-0.385154	-0.235497
223.43	-0.621877	-0.252155	-0.385046	-0.235157
223.44	-0.621934	-0.252106	-0.385406	-0.235075
223.45	-0.621873	-0.251782	-0.385256	-0.235253
223.46	-0.621904	-0.251851	-0.385347	-0.235038
223.47	-0.621723	-0.251274	-0.385176	-0.23495
223.48	-0.621705	-0.251598	-0.385093	-0.234905
223.49	-0.62149	-0.251004	-0.38507	-0.23494
223.5	-0.621688	-0.251188	-0.385275	-0.234862
223.51	-0.621502	-0.250742	-0.384905	-0.234772
223.52	-0.621441	-0.251108	-0.385181	-0.234554
223.53	-0.621572	-0.250575	-0.38505	-0.234526
223.54	-0.62167	-0.250518	-0.385077	-0.234532
223.55	-0.621385	-0.250153	-0.385354	-0.234563
223.56	-0.621577	-0.25015	-0.385341	-0.234421
223.57	-0.62153	-0.249963	-0.385489	-0.234491
223.58	-0.621468	-0.249884	-0.385379	-0.234363
223.59	-0.62122	-0.249502	-0.385179	-0.234459
223.6	-0.621537	-0.249439	-0.38538	-0.234334
223.61	-0.621642	-0.24896	-0.385194	-0.234294
223.62	-0.62153	-0.249355	-0.385433	-0.234249
223.63	-0.621306	-0.248643	-0.385047	-0.234419
223.64	-0.621324	-0.248886	-0.385266	-0.234269
223.65	-0.621258	-0.24846	-0.385299	-0.234015
223.66	-0.621347	-0.24837	-0.385588	-0.233995
223.67	-0.621339	-0.247989	-0.385372	-0.234215
223.68	-0.621563	-0.248102	-0.38521	-0.233888
223.69	-0.621366	-0.247453	-0.385014	-0.233687
223.7	-0.621315	-0.247692	-0.38554	-0.233687
223.71	-0.621389	-0.247402	-0.385396	-0.233831
223.72	-0.621304	-0.247336	-0.385457	-0.233507
223.73	-0.621185	-0.247032	-0.385344	-0.233763
223.74	-0.621193	-0.247146	-0.385484	-0.233479
223.75	-0.62098	-0.246739	-0.385288	-0.233531
223.76	-0.621286	-0.24691	-0.385401	-0.233227
223.77	-0.62114	-0.246501	-0.385161	-0.233298
223.78	-0.621199	-0.24651	-0.385432	-0.233083
223.79	-0.621008	-0.246165	-0.385394	-0.233125
223.8	-0.621074	-0.246313	-0.38522	-0.233001
223.81	-0.620841	-0.245491	-0.384839	-0.233127
223.82	-0.620998	-0.245842	-0.385329	-0.233031
223.83	-0.620855	-0.245319	-0.385036	-0.233143
223.84	-0.620961	-0.245535	-0.385389	-0.232846
223.85	-0.620872	-0.24496	-0.384979	-0.232952
223.86	-0.620928	-0.245067	-0.385347	-0.232827
223.87	-0.620912	-0.244669	-0.385211	-0.232846
223.88	-0.620876	-0.244679	-0.385185	-0.232743
223.89	-0.620754	-0.244158	-0.385015	-0.232733
223.9	-0.62086	-0.244431	-0.385281	-0.232642
223.91	-0.620863	-0.244066	-0.385233	-0.232658
223.92	-0.62095	-0.244092	-0.385614	-0.232454
223.93	-0.620764	-0.24356	-0.385507	-0.232618
223.94	-0.620893	-0.243572	-0.385348	-0.232511
223.95	-0.620784	-0.243086	-0.385302	-0.232538
223.96	-0.620901	-0.243016	-0.385583	-0.232363
223.97	-0.620837	-0.242534	-0.385199	-0.23247
223.98	-0.620985	-0.242823	-0.385327	-0.23197
223.99	-0.620841	-0.242068	-0.385164	-0.23195
224	-0.620804	-0.24215	-0.385567	-0.231981
224.01	-0.620892	-0.241954	-0.385409	-0.232109
224.02	-0.620867	-0.241953	-0.385526	-0.23194
224.03	-0.620848	-0.241715	-0.385284	-0.231924
224.04	-0.620901	-0.241728	-0.385401	-0.23167
224.05	-0.620849	-0.241421	-0.385407	-0.231606
224.06	-0.620885	-0.241451	-0.385609	-0.231421
224.07	-0.620677	-0.24126	-0.38521	-0.231516
224.08	-0.620857	-0.241076	-0.385632	-0.231372
224.09	-0.620866	-0.240953	-0.385326	-0.231666
224.1	-0.620918	-0.240974	-0.385275	-0.231446
224.11	-0.620869	-0.240572	-0.385304	-0.23126
224.12	-0.620852	-0.240469	-0.385462	-0.231031
224.13	-0.620727	-0.240094	-0.38517	-0.231003
224.14	-0.620787	-0.240139	-0.385388	-0.230749
224.15	-0.620725	-0.239719	-0.385233	-0.230942
224.16	-0.620959	-0.2398	-0.385607	-0.231061
224.17	-0.620833	-0.239448	-0.385434	-0.231006
224.18	-0.620874	-0.239366	-0.385591	-0.230675
224.19	-0.620655	-0.239032	-0.385208	-0.230793
224.2	-0.620847	-0.23922	-0.385627	-0.230742
224.21	-0.620616	-0.23868	-0.385162	-0.230715
224.22	-0.620842	-0.238999	-0.38569	-0.23077
224.23	-0.620637	-0.238289	-0.385376	-0.230664
224.24	-0.6208	-0.238256	-0.385729	-0.230392
224.25	-0.620828	-0.237925	-0.385786	-0.230483
224.26	-0.620606	-0.238006	-0.385705	-0.23028
224.27	-0.620695	-0.237746	-0.385288	-0.230417
224.28	-0.620753	-0.237751	-0.385681	-0.230295
224.29	-0.62041	-0.237397	-0.385297	-0.230244
224.3	-0.620777	-0.237407	-0.385798	-0.230371
224.31	-0.620663	-0.237186	-0.385748	-0.230372
224.32	-0.620818	-0.237199	-0.385876	-0.230022
224.33	-0.620685	-0.236729	-0.38573	-0.230138
224.34	-0.620657	-0.236681	-0.385764	-0.229776
224.35	-0.620446	-0.236052	-0.385388	-0.230004
224.36	-0.620638	-0.236284	-0.385758	-0.229944
224.37	-0.620566	-0.235839	-0.385714	-0.230024
224.38	-0.620581	-0.236121	-0.385637	-0.229772
224.39	-0.620529	-0.235678	-0.385118	-0.22963
224.4	-0.620673	-0.235812	-0.385356	-0.229632
224.41	-0.620364	-0.235129	-0.38507	-0.229632
224.42	-0.620696	-0.235272	-0.385731	-0.229501
224.43	-0.620601	-0.235066	-0.38533	-0.229728
224.44	-0.620676	-0.235096	-0.385733	-0.229565
224.45	-0.620499	-0.234573	-0.385737	-0.229459
224.46	-0.620551	-0.234652	-0.385889	-0.22924
224.47	-0.620665	-0.234357	-0.385714	-0.229244
224.48	-0.620604	-0.234189	-0.38577	-0.229108
224.49	-0.620214	-0.233672	-0.385425	-0.229068
224.5	-0.620479	-0.233828	-0.385685	-0.229318
224.51	-0.620375	-0.233398	-0.385327	-0.22934
224.52	-0.620646	-0.233525	-0.385691	-0.228942
224.53	-0.620647	-0.233026	-0.385603	-0.22887
224.54	-0.620625	-0.233032	-0.385895	-0.228808
224.55	-0.620478	-0.232803	-0.38576	-0.228962
224.56	-0.620532	-0.232766	-0.38581	-0.228865
224.57	-0.620539	-0.232215	-0.385483	-0.228693
224.58	-0.620601	-0.232661	-0.385707	-0.228609
224.59	-0.620373	-0.232173	-0.385471	-0.228435
224.6	-0.620552	-0.232065	-0.385673	-0.2284
224.61	-0.620461	-0.231613	-0.385321	-0.228508
224.62	-0.620522	-0.231799	-0.385766	-0.228359
224.63	-0.620441	-0.231451	-0.385463	-0.228144
224.64	-0.620418	-0.231726	-0.385616	-0.228252
224.65	-0.620449	-0.231112	-0.385629	-0.228239
224.66	-0.620412	-0.231052	-0.385724	-0.22796
224.67	-0.620441	-0.230848	-0.38572	-0.228073
224.68	-0.620342	-0.230545	-0.386003	-0.227972
224.69	-0.620034	-0.230181	-0.385364	-0.2279
224.7	-0.620372	-0.230296	-0.386071	-0.227996
224.71	-0.620205	-0.229923	-0.385716	-0.227923
224.72	-0.620203	-0.229824	-0.386092	-0.227762
224.73	-0.620331	-0.229309	-0.385859	-0.227761
224.74	-0.620342	-0.229577	-0.385844	-0.227585
224.75	-0.620171	-0.229248	-0.385533	-0.227749
224.76	-0.620299	-0.229089	-0.385826	-0.227567
224.77	-0.620162	-0.228616	-0.385658	-0.227629
224.78	-0.620293	-0.228965	-0.385991	-0.227414
224.79	-0.61974	-0.228557	-0.3857	-0.227442
224.8	-0.620016	-0.228624	-0.386162	-0.227328
224.81	-0.620116	-0.228324	-0.385942	-0.227203
224.82	-0.620187	-0.228244	-0.386134	-0.227235
224.83	-0.620154	-0.227909	-0.386028	-0.227303
224.84	-0.620056	-0.227972	-0.386179	-0.227103
224.85	-0.619866	-0.227691	-0.386336	-0.226893
224.86	-0.619974	-0.227678	-0.386288	-0.226661
224.87	-0.619984	-0.227407	-0.385939	-0.22675
224.88	-0.620129	-0.227389	-0.386269	-0.226804
224.89	-0.619921	-0.226704	-0.385806	-0.22692
224.9	-0.619971	-0.226943	-0.386327	-0.226624
224.91	-0.619738	-0.226553	-0.38613	-0.226922
224.92	-0.620149	-0.226578	-0.386425	-0.226712
224.93	-0.619883	-0.226368	-0.386522	-0.226666
224.94	-0.619893	-0.226134	-0.386515	-0.226263
224.95	-0.619748	-0.225701	-0.386204	-0.226236
224.96	-0.620018	-0.225742	-0.386345	-0.226239
224.97	-0.619978	-0.225382	-0.386237	-0.226529
224.98	-0.619906	-0.225422	-0.386581	-0.226322
224.99	-0.619507	-0.225181	-0.386263	-0.226199
225	-0.619753	-0.22521	-0.386401	-0.226039
225.01	-0.619714	-0.224885	-0.386111	-0.226051
225.02	-0.619742	-0.224814	-0.386282	-0.226008
225.03	-0.61948	-0.224293	-0.386133	-0.225904
225.04	-0.619444	-0.224529	-0.386735	-0.225842
225.05	-0.619493	-0.224268	-0.386254	-0.225825
225.06	-0.619595	-0.224095	-0.38647	-0.225672
225.07	-0.619352	-0.223889	-0.386503	-0.225653
225.08	-0.619496	-0.223779	-0.386637	-0.22562
225.09	-0.619123	-0.223249	-0.386266	-0.225501
225.1	-0.619371	-0.2235	-0.386892	-0.225544
225.11	-0.619473	-0.222978	-0.386648	-0.225587
225.12	-0.619587	-0.223059	-0.386807	-0.225384
225.13	-0.619336	-0.222659	-0.386617	-0.225398
225.14	-0.619325	-0.222662	-0.386683	-0.22529
225.15	-0.619364	-0.222282	-0.386473	-0.225339
225.16	-0.619231	-0.222342	-0.386802	-0.225329
225.17	-0.619391	-0.221748	-0.386638	-0.225379
225.18	-0.619251	-0.221932	-0.386898	-0.225095
225.19	-0.619067	-0.221541	-0.38639	-0.224968
225.2	-0.619257	-0.221469	-0.386686	-0.224968
225.21	-0.619117	-0.221142	-0.386467	-0.224967
225.22	-0.619061	-0.221243	-0.386807	-0.224876
225.23	-0.618919	-0.220433	-0.386595	-0.224861
225.24	-0.618959	-0.220725	-0.386917	-0.224759
225.25	-0.618687	-0.220209	-0.38657	-0.224712
225.26	-0.619001	-0.22039	-0.386948	-0.224554
225.27	-0.618781	-0.220103	-0.386862	-0.224514
225.28	-0.619005	-0.220199	-0.387214	-0.224393
225.29	-0.618787	-0.219544	-0.387076	-0.224263
225.3	-0.619032	-0.219711	-0.386853	-0.224358
225.31	-0.619045	-0.219233	-0.386779	-0.224297
225.32	-0.619113	-0.219512	-0.38719	-0.224
225.33	-0.618946	-0.219356	-0.386995	-0.224199
225.34	-0.619007	-0.219157	-0.387144	-0.224153
225.35	-0.618905	-0.218567	-0.387324	-0.224019
225.36	-0.618933	-0.218589	-0.387235	-0.224028
225.37	-0.618924	-0.217993	-0.386882	-0.223888
225.38	-0.618767	-0.21834	-0.38726	-0.223797
225.39	-0.618637	-0.217775	-0.386968	-0.223632
225.4	-0.618802	-0.218037	-0.387314	-0.223537
225.41	-0.618694	-0.217776	-0.386885	-0.223556
225.42	-0.618733	-0.217713	-0.38743	-0.223587
225.43	-0.618498	-0.217291	-0.387277	-0.223604
225.44	-0.618662	-0.217319	-0.387383	-0.223562
225.45	-0.618465	-0.216746	-0.387137	-0.223602
225.46	-0.618576	-0.216915	-0.387526	-0.223528
225.47	-0.618511	-0.216442	-0.387332	-0.223456
225.48	-0.618621	-0.216501	-0.38735	-0.223454
225.49	-0.618323	-0.215893	-0.387084	-0.22333
225.5	-0.61856	-0.216185	-0.387323	-0.223229
225.51	-0.618344	-0.215609	-0.386992	-0.223172
225.52	-0.61839	-0.21592	-0.387452	-0.223113
225.53	-0.618425	-0.215408	-0.387284	-0.223231
225.54	-0.618298	-0.215427	-0.387364	-0.223094
225.55	-0.618176	-0.215185	-0.387235	-0.223225
225.56	-0.618272	-0.214999	-0.387396	-0.222929
225.57	-0.618105	-0.21458	-0.387164	-0.223051
225.58	-0.618304	-0.214947	-0.387547	-0.222927
225.59	-0.618107	-0.214418	-0.386927	-0.222981
225.6	-0.618218	-0.214547	-0.387124	-0.222816
225.61	-0.618049	-0.214088	-0.387257	-0.222869
225.62	-0.618183	-0.214167	-0.387511	-0.222589
225.63	-0.61802	-0.213837	-0.387143	-0.222777
225.64	-0.618119	-0.213664	-0.387481	-0.222425
225.65	-0.61799	-0.213351	-0.387327	-0.2226
225.66	-0.618118	-0.213389	-0.387648	-0.222414
225.67	-0.618017	-0.213205	-0.387375	-0.222592
225.68	-0.618228	-0.213047	-0.387439	-0.222425
225.69	-0.617971	-0.21279	-0.387208	-0.222378
225.7	-0.618083	-0.212691	-0.387544	-0.22206
225.71	-0.617913	-0.212181	-0.387098	-0.222028
225.72	-0.617929	-0.212342	-0.387659	-0.222027
225.73	-0.617861	-0.212025	-0.387454	-0.222059
225.74	-0.617819	-0.211992	-0.387734	-0.22191
225.75	-0.617844	-0.211784	-0.387605	-0.22219
225.76	-0.617864	-0.211686	-0.387571	-0.221889
225.77	-0.617838	-0.211379	-0.387271	-0.222199
225.78	-0.617793	-0.211602	-0.387541	-0.221942
225.79	-0.617482	-0.210844	-0.387398	-0.221726
225.8	-0.617806	-0.211139	-0.38754	-0.22177
225.81	-0.617671	-0.210634	-0.387429	-0.221721
225.82	-0.617798	-0.210555	-0.387611	-0.221297
225.83	-0.617812	-0.210249	-0.387559	-0.221516
225.84	-0.617799	-0.21019	-0.387711	-0.221466
225.85	-0.617661	-0.209787	-0.387516	-0.221331
225.86	-0.617799	-0.209911	-0.387716	-0.221252
225.87	-0.617682	-0.209636	-0.387796	-0.221195
225.88	-0.617549	-0.209629	-0.387759	-0.221148
225.89	-0.617685	-0.209229	-0.387738	-0.221134
225.9	-0.617719	-0.209268	-0.387631	-0.220884
225.91	-0.617327	-0.208651	-0.387246	-0.22089
225.92	-0.617547	-0.208785	-0.387722	-0.220713
225.93	-0.617274	-0.208305	-0.387446	-0.220736
225.94	-0.617532	-0.208265	-0.388013	-0.220541
225.95	-0.617397	-0.207893	-0.387922	-0.220722
225.96	-0.61752	-0.207853	-0.388114	-0.220489
225.97	-0.617357	-0.207533	-0.38792	-0.220348
225.98	-0.617414	-0.207719	-0.387773	-0.220325
225.99	-0.616962	-0.206909	-0.387819	-0.220458
226	-0.617264	-0.207272	-0.387998	-0.220339
226.01	-0.617219	-0.206783	-0.3877	-0.220323
226.02	-0.617353	-0.206899	-0.388068	-0.220232
226.03	-0.617333	-0.206545	-0.387677	-0.220136
226.04	-0.617164	-0.20655	-0.387968	-0.22012
226.05	-0.616971	-0.205538	-0.387643	-0.220028
226.06	-0.617132	-0.206122	-0.388001	-0.219988
226.07	-0.616931	-0.205664	-0.387879	-0.219875
226.08	-0.617147	-0.205957	-0.388129	-0.219685
226.09	-0.616902	-0.205473	-0.38806	-0.219829
226.1	-0.61709	-0.205371	-0.388138	-0.219583
226.11	-0.616833	-0.20501	-0.38815	-0.219592
226.12	-0.616862	-0.205214	-0.38803	-0.219416
226.13	-0.616768	-0.204936	-0.387908	-0.219516
226.14	-0.616855	-0.204963	-0.388116	-0.219254
226.15	-0.616675	-0.204499	-0.388022	-0.219495
226.16	-0.616645	-0.204376	-0.388067	-0.219213
226.17	-0.616583	-0.204084	-0.388177	-0.219175
226.18	-0.61656	-0.204418	-0.388297	-0.2189
226.19	-0.616552	-0.204047	-0.388313	-0.219006
226.2	-0.616588	-0.203817	-0.388459	-0.218935
226.21	-0.616612	-0.203247	-0.388139	-0.219006
226.22	-0.616708	-0.203154	-0.388169	-0.218818
226.23	-0.616656	-0.203104	-0.388126	-0.218872
226.24	-0.616552	-0.203016	-0.38816	-0.218796
226.25	-0.616505	-0.202734	-0.387879	-0.218745
226.26	-0.616387	-0.202716	-0.388218	-0.218568
226.27	-0.616445	-0.202437	-0.388141	-0.21872
226.28	-0.616553	-0.202482	-0.38842	-0.218416
226.29	-0.616421	-0.20199	-0.388002	-0.218596
226.3	-0.616371	-0.201988	-0.388084	-0.218438
226.31	-0.616326	-0.201474	-0.387982	-0.218354
226.32	-0.61638	-0.201669	-0.388209	-0.218236
226.33	-0.616329	-0.201289	-0.388107	-0.218403
226.34	-0.616217	-0.201021	-0.388301	-0.2182
226.35	-0.616095	-0.200878	-0.388339	-0.218223
226.36	-0.616084	-0.200849	-0.388465	-0.218062
226.37	-0.615917	-0.200462	-0.388289	-0.218108
226.38	-0.616052	-0.200465	-0.388548	-0.218014
226.39	-0.6159	-0.199923	-0.388349	-0.218124
226.4	-0.61594	-0.20008	-0.38855	-0.217929
226.41	-0.615801	-0.199536	-0.388187	-0.218031
226.42	-0.615795	-0.199726	-0.388394	-0.217915
226.43	-0.61576	-0.199331	-0.388431	-0.217863
226.44	-0.615802	-0.199586	-0.38852	-0.21751
226.45	-0.615978	-0.198945	-0.388364	-0.217453
226.46	-0.615767	-0.198876	-0.388719	-0.217191
226.47	-0.615671	-0.198369	-0.388479	-0.217487
226.48	-0.615891	-0.198685	-0.388735	-0.217264
226.49	-0.615887	-0.198096	-0.388483	-0.217223
226.5	-0.615808	-0.198237	-0.388506	-0.216941
226.51	-0.615471	-0.197852	-0.388489	-0.217054
226.52	-0.615655	-0.198112	-0.388593	-0.21699
226.53	-0.615723	-0.197907	-0.388531	-0.216938
226.54	-0.615684	-0.197838	-0.388362	-0.216856
226.55	-0.615713	-0.197486	-0.388235	-0.216796
226.56	-0.615725	-0.197384	-0.388485	-0.216868
226.57	-0.615545	-0.197179	-0.388492	-0.216866
226.58	-0.615667	-0.197318	-0.388259	-0.216445
226.59	-0.615557	-0.196492	-0.387954	-0.216277
226.6	-0.615572	-0.196574	-0.388443	-0.216254
226.61	-0.615298	-0.196143	-0.388331	-0.216533
226.62	-0.61554	-0.196335	-0.388644	-0.216325
226.63	-0.615458	-0.196068	-0.388421	-0.216498
226.64	-0.6154	-0.195944	-0.388723	-0.216192
226.65	-0.615356	-0.195676	-0.388424	-0.216293
226.66	-0.615423	-0.19581	-0.388449	-0.216271
226.67	-0.615175	-0.195365	-0.38817	-0.216259
226.68	-0.615286	-0.195415	-0.388686	-0.216079
226.69	-0.615237	-0.195082	-0.38837	-0.216188
226.7	-0.615164	-0.195056	-0.388633	-0.215968
