Time	E1_L08.1PG_Col.0	E2_L13.1	E3_L08.2PG_Col.0	E4_L13.2
119.66	-0.635493	9.7386e-06	-0.00214275	-0.0522763
119.67	-0.635513	0.000293078	-0.00160034	-0.0524034
119.68	-0.635922	-6.55384e-06	-0.00188913	-0.0529148
119.69	-0.635752	-8.06948e-05	-0.00170788	-0.0533334
119.7	-0.636308	1.35234e-05	-0.00170611	-0.0536105
119.71	-0.63626	0.000200901	-0.00145761	-0.0539988
119.72	-0.636428	-3.09037e-05	-0.00185125	-0.0540844
119.73	-0.636444	-3.07568e-05	-0.0014847	-0.0542617
119.74	-0.636861	0.00020358	-0.00172569	-0.0545963
119.75	-0.63692	0.000321562	-0.00133716	-0.0547707
119.76	-0.637325	0.000143627	-0.00194227	-0.0552155
119.77	-0.636983	0.00014337	-0.00151501	-0.055329
119.78	-0.637381	-1.13385e-05	-0.00167185	-0.0556757
119.79	-0.637445	0.000125954	-0.00114624	-0.0561142
119.8	-0.637675	3.88787e-05	-0.00180736	-0.0563672
119.81	-0.63779	7.79465e-05	-0.00156454	-0.0567038
119.82	-0.638088	-0.000139019	-0.0019902	-0.056934
119.83	-0.638061	4.0613e-05	-0.00137416	-0.0571009
119.84	-0.638303	-7.18712e-05	-0.00186447	-0.057434
119.85	-0.638279	-6.00013e-05	-0.00142371	-0.0576898
119.86	-0.638483	-0.000102904	-0.00180411	-0.0578877
119.87	-0.63839	0.000159228	-0.00156966	-0.0581142
119.88	-0.638915	-7.21695e-05	-0.00184378	-0.0586719
119.89	-0.638869	0.000283885	-0.00115386	-0.0591165
119.9	-0.639322	3.10085e-05	-0.0022334	-0.0593818
119.91	-0.639173	-0.000106278	-0.00139703	-0.0595208
119.92	-0.639423	-1.70048e-05	-0.0017517	-0.0596854
119.93	-0.639536	1.24856e-05	-0.00156025	-0.0600983
119.94	-0.639787	3.76699e-05	-0.00195845	-0.0603901
119.95	-0.639795	0.000228628	-0.00157031	-0.0608017
119.96	-0.639971	0.000303185	-0.00209854	-0.0612399
119.97	-0.639993	0.000351454	-0.00161203	-0.06138
119.98	-0.640309	0.000324017	-0.00212016	-0.0618369
119.99	-0.640097	0.000485258	-0.00155798	-0.0620615
120	-0.64061	4.52987e-06	-0.00196678	-0.0622044
120.01	-0.64042	0.000247745	-0.00165539	-0.0625637
120.02	-0.640677	0.000211254	-0.00202174	-0.0628889
120.03	-0.640734	0.000219323	-0.00166945	-0.0633092
120.04	-0.641128	0.000149991	-0.00219505	-0.0636784
120.05	-0.641123	0.000323567	-0.00157406	-0.0640162
120.06	-0.641588	0.000285587	-0.00199352	-0.0644008
120.07	-0.641227	0.000439971	-0.00151046	-0.0646808
120.08	-0.641655	0.000223353	-0.00219359	-0.0648613
120.09	-0.64164	0.000576315	-0.00181708	-0.0655405
120.1	-0.641955	0.000301546	-0.00227475	-0.065929
120.11	-0.641643	0.000727233	-0.00199543	-0.0661866
120.12	-0.642292	0.000121236	-0.00228757	-0.066553
120.13	-0.642242	0.00036683	-0.00175055	-0.0668849
120.14	-0.642486	0.000325812	-0.00193329	-0.0670551
120.15	-0.642449	0.000437541	-0.0015934	-0.0672542
120.16	-0.642724	9.19574e-05	-0.00202265	-0.0676803
120.17	-0.642716	0.000392166	-0.00151517	-0.0680105
120.18	-0.642849	3.38454e-06	-0.00169761	-0.068657
120.19	-0.642901	0.000337968	-0.00163243	-0.068777
120.2	-0.643429	4.7511e-05	-0.00196822	-0.069412
120.21	-0.643465	0.000469087	-0.00141336	-0.0697714
120.22	-0.643737	0.000270539	-0.00203809	-0.0701089
120.23	-0.643684	0.000323039	-0.0016498	-0.0705247
120.24	-0.644088	0.000117789	-0.00195469	-0.0709448
120.25	-0.644134	0.000279701	-0.00154998	-0.071361
120.26	-0.644482	6.22814e-06	-0.00205886	-0.0716421
120.27	-0.644109	6.2439e-05	-0.00158654	-0.0718988
120.28	-0.644682	0.000231427	-0.00227804	-0.0723798
120.29	-0.644528	0.000317466	-0.00147941	-0.0728506
120.3	-0.644804	-3.46725e-06	-0.00187984	-0.0731317
120.31	-0.644696	0.000221616	-0.0012977	-0.0736954
120.32	-0.644998	0.000158831	-0.00207244	-0.0740645
120.33	-0.644758	0.000470472	-0.0017856	-0.074375
120.34	-0.645388	0.000191685	-0.00215855	-0.0748181
120.35	-0.645317	0.000381086	-0.00166543	-0.0752796
120.36	-0.64582	0.000293546	-0.00203769	-0.0756479
120.37	-0.645605	0.000478741	-0.00145921	-0.0760184
120.38	-0.646034	0.000362916	-0.00214097	-0.0765505
120.39	-0.646192	0.000525508	-0.00181398	-0.0768726
120.4	-0.646413	0.000329245	-0.00220527	-0.0771763
120.41	-0.646259	0.000606676	-0.00177434	-0.0776859
120.42	-0.646637	0.000349219	-0.00193309	-0.0782109
120.43	-0.646845	0.000731405	-0.00196798	-0.078746
120.44	-0.646944	0.000350181	-0.00226235	-0.0790396
120.45	-0.646812	0.000637123	-0.0016948	-0.0793905
120.46	-0.647204	0.000287909	-0.0023091	-0.0800013
120.47	-0.64701	0.00050844	-0.0016953	-0.0803403
120.48	-0.647369	0.000350137	-0.00223325	-0.0808255
120.49	-0.647345	0.000655282	-0.00152994	-0.0813055
120.5	-0.647706	0.00058461	-0.00216478	-0.0816321
120.51	-0.647791	0.000638875	-0.00164415	-0.0820254
120.52	-0.648163	0.000335669	-0.00244537	-0.0825436
120.53	-0.648126	0.000570631	-0.00187355	-0.0830435
120.54	-0.648454	0.000676402	-0.0021011	-0.0835448
120.55	-0.648598	0.000728477	-0.00173792	-0.0839605
120.56	-0.648677	0.000698961	-0.00217591	-0.0842688
120.57	-0.648412	0.000957503	-0.00181508	-0.084742
120.58	-0.648835	0.000611373	-0.00220901	-0.0852688
120.59	-0.648794	0.000900504	-0.00183279	-0.0859185
120.6	-0.649254	0.000658665	-0.00225248	-0.0862439
120.61	-0.649427	0.000698391	-0.00181288	-0.0866172
120.62	-0.649617	0.000572296	-0.00229895	-0.0871552
120.63	-0.649602	0.000887641	-0.00173181	-0.0878685
120.64	-0.649923	0.000647702	-0.00230282	-0.0883032
120.65	-0.649807	0.000982789	-0.00163574	-0.088685
120.66	-0.650021	0.000585271	-0.00217915	-0.0891758
120.67	-0.649993	0.000708463	-0.00176916	-0.0896139
120.68	-0.650381	0.000627075	-0.00219133	-0.0901838
120.69	-0.65024	0.000889951	-0.00174513	-0.0905278
120.7	-0.650595	0.00065652	-0.00220766	-0.0911024
120.71	-0.650552	0.000852109	-0.00187444	-0.0916325
120.72	-0.650746	0.000524428	-0.00236446	-0.0919721
120.73	-0.650857	0.000791857	-0.00180151	-0.0925534
120.74	-0.650853	0.000421362	-0.00230435	-0.0932857
120.75	-0.65073	0.000692236	-0.00185903	-0.0937946
120.76	-0.651307	0.000700219	-0.00231255	-0.0943041
120.77	-0.651178	0.000710427	-0.00166046	-0.0949095
120.78	-0.651521	0.000545718	-0.00211944	-0.0953129
120.79	-0.65152	0.000878404	-0.00170798	-0.0958879
120.8	-0.651906	0.000630875	-0.00233414	-0.0963111
120.81	-0.651688	0.000792243	-0.00185184	-0.0966803
120.82	-0.652121	0.000574018	-0.0024292	-0.0973161
120.83	-0.65204	0.00070136	-0.00181165	-0.0980933
120.84	-0.652379	0.000610512	-0.00220833	-0.09855
120.85	-0.652483	0.000670023	-0.00192485	-0.099197
120.86	-0.652559	0.000604338	-0.00242662	-0.0997892
120.87	-0.652452	0.000597988	-0.00170955	-0.100405
120.88	-0.653032	0.000512152	-0.00228361	-0.100942
120.89	-0.65301	0.000903857	-0.00176972	-0.101239
120.9	-0.653335	0.000543282	-0.00210637	-0.101817
120.91	-0.653414	0.000604928	-0.00178304	-0.102443
120.92	-0.653652	0.000511342	-0.00225838	-0.103063
120.93	-0.653735	0.000745737	-0.00182749	-0.103668
120.94	-0.654173	0.000602771	-0.00230303	-0.10433
120.95	-0.654001	0.00102968	-0.00176604	-0.104841
120.96	-0.654354	0.000876353	-0.00226958	-0.105598
120.97	-0.654075	0.00100312	-0.0016064	-0.106036
120.98	-0.654396	0.000780365	-0.00225786	-0.106522
120.99	-0.654559	0.00105226	-0.00181479	-0.107327
121	-0.654707	0.000703966	-0.00242349	-0.107907
121.01	-0.654711	0.000895572	-0.00195544	-0.108476
121.02	-0.655014	0.000650685	-0.0023499	-0.109019
121.03	-0.655212	0.000834154	-0.00168227	-0.109705
121.04	-0.655304	0.000805859	-0.00227411	-0.110421
121.05	-0.655191	0.000895478	-0.00172882	-0.110974
121.06	-0.655775	0.000733764	-0.00230757	-0.111593
121.07	-0.655704	0.000968127	-0.0016702	-0.112432
121.08	-0.655985	0.000838015	-0.00217102	-0.112913
121.09	-0.655933	0.000863364	-0.0018528	-0.113547
121.1	-0.656483	0.000828749	-0.00252464	-0.114071
121.11	-0.656343	0.000721472	-0.00195776	-0.114939
121.12	-0.656451	0.00079703	-0.00228474	-0.115431
121.13	-0.656744	0.000869645	-0.00185253	-0.115948
121.14	-0.656883	0.000764695	-0.00265328	-0.116681
121.15	-0.65678	0.000856106	-0.00203211	-0.117366
121.16	-0.656946	0.00104272	-0.00233755	-0.117991
121.17	-0.656967	0.00101339	-0.00202357	-0.118697
121.18	-0.657103	0.000830953	-0.0023309	-0.119223
121.19	-0.656917	0.00117996	-0.0018053	-0.119903
121.2	-0.657669	0.000790083	-0.00242747	-0.120628
121.21	-0.657803	0.000952809	-0.00198895	-0.121138
121.22	-0.657775	0.00107079	-0.0024007	-0.121939
121.23	-0.65791	0.00115523	-0.00185995	-0.122723
121.24	-0.658367	0.000975413	-0.00224427	-0.123316
121.25	-0.658345	0.00116177	-0.00214552	-0.123972
121.26	-0.658735	0.000904033	-0.0024392	-0.124715
121.27	-0.658934	0.00114742	-0.00195501	-0.125309
121.28	-0.659139	0.000852881	-0.00238338	-0.125947
121.29	-0.658801	0.00135588	-0.00190449	-0.126591
121.3	-0.659276	0.00114633	-0.00228762	-0.127357
121.31	-0.659397	0.00108487	-0.00183389	-0.127956
121.32	-0.659737	0.000958667	-0.00249697	-0.128711
121.33	-0.659647	0.00128759	-0.00180189	-0.129559
121.34	-0.659891	0.000812238	-0.00239522	-0.130045
121.35	-0.659779	0.00129354	-0.00186912	-0.130746
121.36	-0.660213	0.000858724	-0.00264064	-0.131522
121.37	-0.660227	0.00120185	-0.0020493	-0.132385
121.38	-0.660591	0.000963052	-0.0025627	-0.132928
121.39	-0.660484	0.00134138	-0.00177956	-0.133452
121.4	-0.661021	0.00111861	-0.00266193	-0.134401
121.41	-0.661243	0.00116183	-0.00183367	-0.135059
121.42	-0.661367	0.000963009	-0.00247435	-0.135634
121.43	-0.661345	0.0011623	-0.00191972	-0.136495
121.44	-0.661669	0.00117319	-0.00255216	-0.137161
121.45	-0.66164	0.00133706	-0.00203748	-0.137874
121.46	-0.662027	0.00110625	-0.00243205	-0.138676
121.47	-0.661914	0.00149396	-0.00220282	-0.139332
121.48	-0.662399	0.00124885	-0.00277538	-0.139953
121.49	-0.662456	0.00161264	-0.00222501	-0.14069
121.5	-0.662937	0.00140949	-0.00266996	-0.141413
121.51	-0.662806	0.00159355	-0.00189567	-0.142205
121.52	-0.663208	0.00131013	-0.00250787	-0.14295
121.53	-0.66312	0.00164038	-0.00206832	-0.14361
121.54	-0.663579	0.00138156	-0.00242305	-0.14434
121.55	-0.66363	0.00122471	-0.00178916	-0.144988
121.56	-0.664037	0.00130483	-0.00226013	-0.145635
121.57	-0.663643	0.00154354	-0.00189278	-0.146397
121.58	-0.664355	0.00129676	-0.00234395	-0.147221
121.59	-0.664192	0.00131878	-0.00201323	-0.147893
121.6	-0.664579	0.00107595	-0.00255582	-0.148751
121.61	-0.664685	0.00136008	-0.00187779	-0.149514
121.62	-0.664881	0.00117165	-0.00245766	-0.149955
121.63	-0.664593	0.00148046	-0.00173676	-0.15063
121.64	-0.665135	0.00132965	-0.00244907	-0.151472
121.65	-0.665338	0.00157337	-0.00214903	-0.152316
121.66	-0.665671	0.00128289	-0.00241832	-0.15306
121.67	-0.665799	0.0013288	-0.00168647	-0.153883
121.68	-0.665978	0.0012946	-0.00244736	-0.154447
121.69	-0.665588	0.00180252	-0.00216002	-0.154994
121.7	-0.666195	0.00151725	-0.00237735	-0.155865
121.71	-0.666187	0.00165653	-0.00174036	-0.156625
121.72	-0.666704	0.00130748	-0.00222588	-0.157227
121.73	-0.666604	0.00126485	-0.00179572	-0.157875
121.74	-0.66668	0.00148753	-0.0024346	-0.158453
121.75	-0.666774	0.00166267	-0.00184994	-0.159129
121.76	-0.667215	0.00135475	-0.00251004	-0.15989
121.77	-0.667261	0.00166275	-0.00193774	-0.160668
121.78	-0.667347	0.00131406	-0.00227039	-0.16127
121.79	-0.667158	0.00137423	-0.00194055	-0.161902
121.8	-0.66763	0.00118961	-0.00248475	-0.162548
121.81	-0.667492	0.0015442	-0.00167776	-0.163263
121.82	-0.667941	0.00124122	-0.00247725	-0.164181
121.83	-0.66782	0.00140519	-0.00168646	-0.164728
121.84	-0.668299	0.00134384	-0.00255509	-0.165475
121.85	-0.668268	0.00129784	-0.00193921	-0.166324
121.86	-0.6684	0.00121276	-0.00231772	-0.166889
121.87	-0.668608	0.00128849	-0.00168092	-0.167638
121.88	-0.669016	0.00131028	-0.0024148	-0.168211
121.89	-0.668566	0.00153862	-0.00214029	-0.169045
121.9	-0.669079	0.0013508	-0.00239231	-0.169694
121.91	-0.669071	0.00145964	-0.00174257	-0.170437
121.92	-0.669334	0.00133165	-0.00240942	-0.171108
121.93	-0.669311	0.00150896	-0.00169943	-0.171795
121.94	-0.669629	0.00130892	-0.00253728	-0.172573
121.95	-0.669369	0.00164459	-0.0018346	-0.173329
121.96	-0.669898	0.00139431	-0.00250154	-0.173898
121.97	-0.669915	0.00143766	-0.00191888	-0.174432
121.98	-0.670106	0.00143003	-0.0023198	-0.175207
121.99	-0.669641	0.0018411	-0.00217942	-0.175972
122	-0.670308	0.00151636	-0.00252576	-0.176676
122.01	-0.670528	0.00180131	-0.00199927	-0.17749
122.02	-0.670575	0.00165447	-0.00256819	-0.178195
122.03	-0.670525	0.00165566	-0.00198383	-0.178814
122.04	-0.670918	0.00177937	-0.00257993	-0.17942
122.05	-0.671006	0.00190051	-0.00201947	-0.180212
122.06	-0.671169	0.0015561	-0.00244803	-0.18085
122.07	-0.671064	0.00159547	-0.00185175	-0.181449
122.08	-0.671317	0.00136801	-0.0022789	-0.182017
122.09	-0.671394	0.00172334	-0.00198572	-0.182868
122.1	-0.671519	0.0015488	-0.00248209	-0.183595
122.11	-0.671536	0.00172924	-0.00177235	-0.184096
122.12	-0.671612	0.00146581	-0.00230442	-0.184642
122.13	-0.671793	0.00155891	-0.00200328	-0.185559
122.14	-0.671981	0.00149132	-0.00251627	-0.186114
122.15	-0.671778	0.00168888	-0.00200962	-0.186621
122.16	-0.672275	0.00142994	-0.00241919	-0.187526
122.17	-0.672201	0.00166941	-0.00198138	-0.188364
122.18	-0.672164	0.00176451	-0.00236837	-0.188883
122.19	-0.671944	0.00207197	-0.00207647	-0.189494
122.2	-0.672491	0.00159792	-0.00249669	-0.190257
122.21	-0.672301	0.00170558	-0.00221815	-0.190886
122.22	-0.672665	0.00155068	-0.00239212	-0.191654
122.23	-0.672422	0.00156598	-0.00210742	-0.192325
122.24	-0.672781	0.0016545	-0.00247199	-0.193101
122.25	-0.672376	0.00197785	-0.00188874	-0.193711
122.26	-0.672829	0.00173309	-0.00259331	-0.19431
122.27	-0.672887	0.00178406	-0.00210732	-0.195058
122.28	-0.673357	0.00151207	-0.00264	-0.196118
122.29	-0.672977	0.00171193	-0.00237593	-0.196334
122.3	-0.67329	0.00160719	-0.0025546	-0.197157
122.31	-0.673324	0.00180676	-0.00196007	-0.197926
122.32	-0.673559	0.00171386	-0.00275836	-0.198417
122.33	-0.673307	0.00185081	-0.00193944	-0.199086
122.34	-0.673723	0.00163833	-0.00240266	-0.199762
122.35	-0.673555	0.00160775	-0.00229707	-0.200607
122.36	-0.674106	0.00167293	-0.00250373	-0.201079
122.37	-0.673836	0.00199357	-0.00247748	-0.201862
122.38	-0.674159	0.00151913	-0.00249794	-0.20267
122.39	-0.674001	0.00170387	-0.00227773	-0.203116
122.4	-0.674335	0.00153219	-0.00249599	-0.203884
122.41	-0.674359	0.00166467	-0.00202279	-0.204732
122.42	-0.674646	0.00164919	-0.00246217	-0.205396
122.43	-0.674546	0.00182641	-0.00217716	-0.206133
122.44	-0.674633	0.00150114	-0.00229042	-0.206728
122.45	-0.674686	0.00155933	-0.00188942	-0.20758
122.46	-0.675051	0.00143385	-0.00256795	-0.208251
122.47	-0.674969	0.00171122	-0.00225144	-0.209028
122.48	-0.674963	0.00147289	-0.00254381	-0.209643
122.49	-0.674881	0.00184061	-0.00215606	-0.210322
122.5	-0.67534	0.00160555	-0.00260699	-0.211173
122.51	-0.675096	0.00195308	-0.0021554	-0.21202
122.52	-0.675585	0.00162301	-0.00248855	-0.212711
122.53	-0.675539	0.00183741	-0.0020996	-0.213361
122.54	-0.675873	0.00137856	-0.00249641	-0.214033
122.55	-0.675721	0.00172069	-0.0021979	-0.214954
122.56	-0.675887	0.00162378	-0.0025597	-0.215652
122.57	-0.675819	0.00162589	-0.00197941	-0.216238
122.58	-0.675816	0.0014037	-0.00266588	-0.217097
122.59	-0.675713	0.00162108	-0.00207958	-0.217795
122.6	-0.676127	0.00155751	-0.00239812	-0.218587
122.61	-0.67577	0.0016948	-0.00198999	-0.219284
122.62	-0.676345	0.00145806	-0.00249834	-0.220065
122.63	-0.676071	0.00181906	-0.00199164	-0.22089
122.64	-0.676359	0.00158202	-0.00240051	-0.221525
122.65	-0.676571	0.00167698	-0.00212354	-0.222474
122.66	-0.67671	0.00161464	-0.00243482	-0.223243
122.67	-0.676787	0.00166848	-0.00217477	-0.223806
122.68	-0.677054	0.00154229	-0.00253429	-0.224661
122.69	-0.676829	0.00191735	-0.00212822	-0.22529
122.7	-0.677001	0.00159994	-0.00255123	-0.226125
122.71	-0.676891	0.00167436	-0.00230934	-0.22703
122.72	-0.67714	0.001561	-0.00255642	-0.227607
122.73	-0.677016	0.00185395	-0.00203963	-0.228306
122.74	-0.677637	0.00140855	-0.00259239	-0.229107
122.75	-0.677595	0.00161612	-0.00216898	-0.230038
122.76	-0.677698	0.00145403	-0.00260341	-0.230699
122.77	-0.677697	0.00177878	-0.00220006	-0.231369
122.78	-0.677948	0.00192927	-0.00261894	-0.232372
122.79	-0.677678	0.00213772	-0.00228477	-0.232932
122.8	-0.678102	0.00170409	-0.00265176	-0.233797
122.81	-0.678262	0.0020155	-0.00223168	-0.234599
122.82	-0.678456	0.00196439	-0.00257603	-0.23533
122.83	-0.678278	0.00182851	-0.00229423	-0.236224
122.84	-0.678521	0.00194157	-0.00264676	-0.237016
122.85	-0.678307	0.00210547	-0.00244535	-0.237788
122.86	-0.678665	0.00207111	-0.00257561	-0.238635
122.87	-0.678403	0.00217824	-0.00240776	-0.239495
122.88	-0.678908	0.00192556	-0.00277693	-0.240195
122.89	-0.678995	0.0021069	-0.00224661	-0.240697
122.9	-0.679039	0.00191674	-0.00283311	-0.241895
122.91	-0.679042	0.00192228	-0.00219763	-0.242795
122.92	-0.679297	0.00195662	-0.00292584	-0.24346
122.93	-0.679124	0.00214128	-0.00254928	-0.244286
122.94	-0.679361	0.00197309	-0.0029808	-0.245007
122.95	-0.679361	0.00196186	-0.00217489	-0.245794
122.96	-0.679603	0.00187355	-0.00268594	-0.246743
122.97	-0.679585	0.0019729	-0.00254307	-0.247472
122.98	-0.679999	0.00190399	-0.00263058	-0.248263
122.99	-0.679566	0.00188037	-0.00248438	-0.249082
123	-0.680137	0.00175867	-0.00265927	-0.25002
123.01	-0.680283	0.00199187	-0.00232439	-0.250852
123.02	-0.680576	0.0020168	-0.00292587	-0.251888
123.03	-0.680669	0.00203792	-0.00250187	-0.25264
123.04	-0.680747	0.00197347	-0.00280336	-0.253307
123.05	-0.680729	0.00213293	-0.00242023	-0.254045
123.06	-0.681054	0.00206566	-0.00266435	-0.254913
123.07	-0.681027	0.00234679	-0.00243452	-0.255882
123.08	-0.681629	0.0020993	-0.00278192	-0.25677
123.09	-0.68136	0.00212594	-0.00239754	-0.257603
123.1	-0.68168	0.00200558	-0.00286487	-0.258368
123.11	-0.681532	0.00231463	-0.00237386	-0.259263
123.12	-0.68206	0.00198541	-0.00281015	-0.260071
123.13	-0.681825	0.00225513	-0.00232386	-0.260904
123.14	-0.68234	0.00202655	-0.00273999	-0.261731
123.15	-0.682498	0.00216952	-0.00236213	-0.262679
123.16	-0.682551	0.00200208	-0.0026217	-0.263545
123.17	-0.682463	0.0021565	-0.00235188	-0.264427
123.18	-0.682751	0.00206981	-0.0028086	-0.265051
123.19	-0.682896	0.00217775	-0.00230517	-0.265772
123.2	-0.683499	0.00211928	-0.00293458	-0.26682
123.21	-0.683636	0.00203211	-0.00262678	-0.267823
123.22	-0.683965	0.00205531	-0.00312029	-0.268705
123.23	-0.683646	0.00208572	-0.00257928	-0.269431
123.24	-0.684082	0.0021292	-0.00281246	-0.270198
123.25	-0.684253	0.00220463	-0.00226384	-0.271278
123.26	-0.684521	0.00189081	-0.00253022	-0.271994
123.27	-0.684532	0.0020713	-0.00215905	-0.272958
123.28	-0.685109	0.00199905	-0.00266962	-0.273892
123.29	-0.684654	0.00209842	-0.00225981	-0.274671
123.3	-0.685353	0.00210358	-0.00268599	-0.275479
123.31	-0.685498	0.00231777	-0.00209079	-0.276224
123.32	-0.685914	0.00223859	-0.00232809	-0.277111
123.33	-0.685815	0.00220947	-0.00184154	-0.278122
123.34	-0.686469	0.00207645	-0.0023147	-0.278997
123.35	-0.686296	0.0021649	-0.00208088	-0.27983
123.36	-0.686769	0.00197748	-0.00235925	-0.280881
123.37	-0.686862	0.00209925	-0.00176711	-0.281715
123.38	-0.687266	0.00202437	-0.00219654	-0.282388
123.39	-0.68703	0.00233687	-0.0018158	-0.283272
123.4	-0.687743	0.00200891	-0.00227323	-0.284311
123.41	-0.687669	0.0023273	-0.0015447	-0.284984
123.42	-0.688455	0.00213728	-0.00215926	-0.286001
123.43	-0.68856	0.00229343	-0.00167032	-0.286784
123.44	-0.688849	0.00206618	-0.00214998	-0.287651
123.45	-0.688994	0.00207705	-0.00173922	-0.288796
123.46	-0.689408	0.00201101	-0.00219423	-0.289582
123.47	-0.689246	0.00211945	-0.00179154	-0.290455
123.48	-0.690028	0.00202012	-0.00221315	-0.291194
123.49	-0.689953	0.0021753	-0.00181176	-0.29194
123.5	-0.690493	0.00205178	-0.00251126	-0.292988
123.51	-0.690808	0.00215376	-0.00226025	-0.293881
123.52	-0.691223	0.00204775	-0.00297462	-0.29476
123.53	-0.691136	0.00227203	-0.0024226	-0.295632
123.54	-0.691608	0.00199579	-0.00288924	-0.29649
123.55	-0.691634	0.00223612	-0.00275797	-0.297291
123.56	-0.692341	0.00212576	-0.00285563	-0.298301
123.57	-0.692718	0.00219218	-0.00242381	-0.299014
123.58	-0.692965	0.00214163	-0.00289569	-0.30006
123.59	-0.692921	0.00225337	-0.00249838	-0.300755
123.6	-0.693709	0.00211321	-0.00292954	-0.30157
123.61	-0.693387	0.00237815	-0.00231684	-0.302534
123.62	-0.69417	0.00219766	-0.00263867	-0.303405
123.63	-0.694067	0.00233443	-0.00229859	-0.304254
123.64	-0.694676	0.00216695	-0.00243787	-0.305124
123.65	-0.694809	0.00236985	-0.0019694	-0.305939
123.66	-0.695484	0.00215118	-0.00260393	-0.306791
123.67	-0.695456	0.00215076	-0.00220193	-0.307803
123.68	-0.69591	0.00213552	-0.00248878	-0.308673
123.69	-0.695978	0.00224919	-0.00190497	-0.309622
123.7	-0.696493	0.00215181	-0.00279413	-0.310551
123.71	-0.696502	0.00216121	-0.00268447	-0.311262
123.72	-0.697018	0.00204277	-0.00279968	-0.312121
123.73	-0.697285	0.00234856	-0.00248164	-0.313081
123.74	-0.697628	0.00225328	-0.00292612	-0.313592
123.75	-0.697556	0.00236674	-0.00274248	-0.314251
123.76	-0.69815	0.00213254	-0.00284755	-0.315172
123.77	-0.697987	0.00232486	-0.002484	-0.316035
123.78	-0.698575	0.00209845	-0.00281416	-0.31692
123.79	-0.698243	0.00222321	-0.00213192	-0.317843
123.8	-0.699158	0.00211726	-0.00275927	-0.318713
123.81	-0.699573	0.00217831	-0.0022306	-0.31977
123.82	-0.699916	0.00216389	-0.00262992	-0.320715
123.83	-0.699913	0.00219389	-0.00207551	-0.321398
123.84	-0.700315	0.00216756	-0.00275159	-0.322348
123.85	-0.700583	0.00212395	-0.00208763	-0.323364
123.86	-0.700794	0.00211324	-0.00276755	-0.324084
123.87	-0.701096	0.00216235	-0.00220193	-0.325139
123.88	-0.701361	0.00204803	-0.00263327	-0.325993
123.89	-0.701142	0.00209089	-0.0023061	-0.327067
123.9	-0.701701	0.00206957	-0.00260717	-0.327831
123.91	-0.701702	0.00215244	-0.00199986	-0.328757
123.92	-0.702266	0.00211193	-0.00264399	-0.329874
123.93	-0.702416	0.00218436	-0.00190953	-0.330998
123.94	-0.702619	0.00215775	-0.00250437	-0.33161
123.95	-0.702697	0.00220889	-0.00187984	-0.332833
123.96	-0.703015	0.00208713	-0.0023939	-0.33363
123.97	-0.703024	0.00231463	-0.00187803	-0.33469
123.98	-0.703355	0.00212592	-0.00249214	-0.335677
123.99	-0.703319	0.00231503	-0.00171827	-0.33645
124	-0.703773	0.00214458	-0.00232859	-0.337454
124.01	-0.703835	0.00241744	-0.00196535	-0.338479
124.02	-0.704102	0.00216869	-0.00244631	-0.339522
124.03	-0.703845	0.00215787	-0.00182675	-0.340402
124.04	-0.704565	0.00207885	-0.00250742	-0.341329
124.05	-0.704417	0.00213767	-0.00191395	-0.342547
124.06	-0.704685	0.00213685	-0.00266634	-0.343452
124.07	-0.704825	0.00228062	-0.00206765	-0.34447
124.08	-0.705277	0.00211053	-0.00252975	-0.345304
124.09	-0.70499	0.00230219	-0.00204674	-0.346287
124.1	-0.705072	0.00221986	-0.00250207	-0.347196
124.11	-0.705369	0.00237486	-0.00183789	-0.348272
124.12	-0.705606	0.00223028	-0.00261766	-0.34939
124.13	-0.705153	0.00232164	-0.0018998	-0.350383
124.14	-0.705752	0.00228338	-0.00246784	-0.351338
124.15	-0.705565	0.00239132	-0.00198766	-0.35228
124.16	-0.706024	0.00217841	-0.0026039	-0.353324
124.17	-0.705933	0.00230722	-0.00191031	-0.354376
124.18	-0.706234	0.00225127	-0.00248681	-0.355387
124.19	-0.70594	0.0025925	-0.00167423	-0.356451
124.2	-0.706392	0.00230138	-0.00242842	-0.357395
124.21	-0.706105	0.00247063	-0.00200558	-0.358299
124.22	-0.706629	0.00258633	-0.00258065	-0.359444
124.23	-0.706342	0.00257078	-0.00199938	-0.360451
124.24	-0.706376	0.00258373	-0.00243845	-0.361503
124.25	-0.706173	0.00268755	-0.00175544	-0.362663
124.26	-0.7067	0.00232419	-0.00242357	-0.363689
124.27	-0.70668	0.00251775	-0.00219344	-0.364777
124.28	-0.706788	0.00234283	-0.00251667	-0.365757
124.29	-0.706462	0.00273675	-0.00227592	-0.366681
124.3	-0.706911	0.00236889	-0.00233432	-0.367689
124.31	-0.706719	0.00251284	-0.00209295	-0.368926
124.32	-0.706872	0.00228413	-0.0025338	-0.369765
124.33	-0.706808	0.00244548	-0.00217162	-0.37084
124.34	-0.707108	0.00219675	-0.00236648	-0.371831
124.35	-0.70705	0.00248346	-0.00189681	-0.37309
124.36	-0.707467	0.00239023	-0.00247209	-0.374056
124.37	-0.706898	0.00250835	-0.002257	-0.374879
124.38	-0.707182	0.00231759	-0.00241427	-0.375962
124.39	-0.707079	0.0028326	-0.00211174	-0.376921
124.4	-0.707364	0.00247096	-0.00234585	-0.377999
