TimeOfDay	Time	E1_L08.1CG_Col0	E2_L13.1	E3_L08.2CG_mutant	E4_L13.2
15:26:13.953	389	-0.0696649	-0.15829	-0.187688	0.0760498
15:26:14.953	390	-0.0712457	-0.158831	-0.187676	0.0767462
15:26:15.953	391	-0.0720768	-0.159189	-0.187676	0.0773026
15:26:16.953	392	-0.072548	-0.159169	-0.18706	0.0774219
15:26:17.953	393	-0.0721869	-0.159224	-0.187109	0.0774498
15:26:18.953	394	-0.0720653	-0.159193	-0.186996	0.0775077
15:26:19.953	395	-0.0720216	-0.159564	-0.18688	0.0773693
15:26:20.953	396	-0.0719793	-0.159687	-0.186793	0.0775006
15:26:21.953	397	-0.0718462	-0.159921	-0.18681	0.0777861
15:26:22.953	398	-0.0722183	-0.15995	-0.186759	0.0786015
15:26:23.953	399	-0.0728415	-0.159932	-0.186977	0.079058
15:26:24.953	400	-0.0726047	-0.15944	-0.186823	0.0792689
15:26:25.953	401	-0.0722633	-0.159632	-0.186844	0.079289
15:26:26.953	402	-0.0720268	-0.159611	-0.186735	0.0795651
15:26:27.953	403	-0.0720348	-0.159488	-0.186607	0.0799482
15:26:28.953	404	-0.071146	-0.158894	-0.186702	0.080189
15:26:29.953	405	-0.0709555	-0.158871	-0.186486	0.0809638
15:26:30.953	406	-0.0703111	-0.158782	-0.186189	0.081375
15:26:31.953	407	-0.0702501	-0.15874	-0.185943	0.0817802
15:26:32.953	408	-0.0702408	-0.158296	-0.185832	0.082306
15:26:33.953	409	-0.0694422	-0.157587	-0.185565	0.0824915
15:26:34.953	410	-0.0693931	-0.15785	-0.185335	0.0833145
15:26:35.953	411	-0.0682523	-0.157569	-0.185128	0.0829476
15:26:36.953	412	-0.0677947	-0.157308	-0.184638	0.0841569
15:26:37.953	413	-0.0677176	-0.156583	-0.184741	0.0849148
15:26:38.953	414	-0.0672991	-0.156394	-0.185108	0.0853485
15:26:39.953	415	-0.0675674	-0.156477	-0.184998	0.0854434
15:26:40.953	416	-0.0661345	-0.155558	-0.184965	0.0853973
15:26:41.953	417	-0.0663468	-0.15629	-0.185024	0.0856542
15:26:42.953	418	-0.0661817	-0.156188	-0.184873	0.0856071
15:26:43.953	419	-0.0657577	-0.156179	-0.184526	0.086051
15:26:44.953	420	-0.0653534	-0.155924	-0.184278	0.0870191
15:26:45.953	421	-0.0650402	-0.155527	-0.184118	0.0875451
15:26:46.953	422	-0.0646202	-0.155071	-0.183963	0.0881884
15:26:47.953	423	-0.0643245	-0.154946	-0.183682	0.0890217
