TimeOfDay	Time	E1_L13.1	E2_L08.1CG_Col0	E3_L08.2CG_example1	E4_L13.2
14:29:45.770	391	-0.115968	-0.388088	-0.241127	-0.0978372
14:29:46.770	392	-0.116195	-0.388085	-0.241389	-0.0978638
14:29:47.770	393	-0.116201	-0.387493	-0.241586	-0.0980747
14:29:48.770	394	-0.115956	-0.386927	-0.241771	-0.0983873
14:29:49.770	395	-0.116192	-0.386788	-0.241735	-0.0984348
14:29:50.770	396	-0.116407	-0.386708	-0.241907	-0.0986687
14:29:51.770	397	-0.116588	-0.38627	-0.241926	-0.0985226
14:29:52.770	398	-0.115949	-0.386144	-0.241935	-0.0984127
14:29:53.770	399	-0.115571	-0.385893	-0.242052	-0.0981682
14:29:54.770	400	-0.115189	-0.385653	-0.242128	-0.098522
14:29:55.770	401	-0.115225	-0.385262	-0.242085	-0.098737
14:29:56.770	402	-0.115016	-0.385057	-0.242117	-0.0988433
14:29:57.770	403	-0.11467	-0.38518	-0.242053	-0.0985086
14:29:58.770	404	-0.1142	-0.38497	-0.242023	-0.0986245
14:29:59.770	405	-0.113647	-0.385065	-0.242173	-0.0982663
14:30:00.770	406	-0.113388	-0.385499	-0.242208	-0.0979331
14:30:01.770	407	-0.112799	-0.387377	-0.241996	-0.0975802
14:30:02.770	408	-0.112761	-0.389766	-0.241885	-0.0967133
14:30:03.770	409	-0.112684	-0.389928	-0.241952	-0.0965001
14:30:04.770	410	-0.112504	-0.389412	-0.241853	-0.0961899
14:30:05.770	411	-0.112262	-0.389592	-0.241805	-0.0959762
14:30:06.770	412	-0.111863	-0.389789	-0.242098	-0.0958421
14:30:07.770	413	-0.111427	-0.389455	-0.242468	-0.0954537
14:30:08.770	414	-0.111005	-0.389191	-0.242492	-0.0946805
14:30:09.770	415	-0.110903	-0.389157	-0.242739	-0.0945128
14:30:10.770	416	-0.110605	-0.388971	-0.24295	-0.0941377
14:30:11.770	417	-0.110794	-0.389987	-0.242727	-0.0938716
14:30:12.770	418	-0.110598	-0.389306	-0.242804	-0.0937345
14:30:13.770	419	-0.110827	-0.389432	-0.243063	-0.0935649
14:30:14.770	420	-0.11081	-0.389284	-0.243081	-0.0936171
14:30:15.770	421	-0.111429	-0.389318	-0.24328	-0.0935603
14:30:16.770	422	-0.111711	-0.389541	-0.243027	-0.0934824
14:30:17.770	423	-0.112545	-0.389963	-0.243243	-0.0936839
14:30:18.770	424	-0.112875	-0.390118	-0.243161	-0.0930465
14:30:19.770	425	-0.113489	-0.390259	-0.242984	-0.0928223
14:30:20.770	426	-0.113363	-0.389844	-0.242681	-0.0921226
14:30:21.770	427	-0.113901	-0.390492	-0.242652	-0.0921008
14:30:22.770	428	-0.114453	-0.390025	-0.242652	-0.0917236
14:30:23.770	429	-0.114514	-0.389952	-0.242464	-0.0912881
14:30:24.770	430	-0.114981	-0.389992	-0.242403	-0.0911015
14:30:25.770	431	-0.114994	-0.389959	-0.242231	-0.090688
14:30:26.770	432	-0.115429	-0.389627	-0.241993	-0.0901227
14:30:27.770	433	-0.115319	-0.388829	-0.242079	-0.0897754
14:30:28.770	434	-0.115254	-0.388928	-0.241739	-0.0892097
14:30:29.770	435	-0.115147	-0.388733	-0.241644	-0.0887207
14:30:30.770	436	-0.114888	-0.388723	-0.241662	-0.0884278
14:30:31.770	437	-0.114407	-0.388467	-0.241615	-0.0880692
14:30:32.770	438	-0.11365	-0.387894	-0.241413	-0.0878742
14:30:33.770	439	-0.113393	-0.387593	-0.241397	-0.0875437
14:30:34.770	440	-0.112635	-0.387344	-0.24164	-0.0870547
14:30:35.770	441	-0.111968	-0.386793	-0.24173	-0.0866511
14:30:36.770	442	-0.111257	-0.386741	-0.241804	-0.0863329
14:30:37.770	443	-0.110454	-0.386786	-0.241955	-0.0862825
14:30:38.770	444	-0.109862	-0.386365	-0.242123	-0.0859233
14:30:39.770	445	-0.10946	-0.38634	-0.242981	-0.0857927
14:30:40.770	446	-0.10828	-0.386388	-0.243854	-0.0858409
14:30:41.770	447	-0.107835	-0.386566	-0.244196	-0.0856097
14:30:42.770	448	-0.107384	-0.386716	-0.244431	-0.0854489
14:30:43.770	449	-0.106501	-0.386305	-0.244825	-0.0851946
14:30:44.770	450	-0.106309	-0.385708	-0.245088	-0.0850949
14:30:45.770	451	-0.105543	-0.385758	-0.245409	-0.0849159
14:30:46.770	452	-0.105279	-0.385977	-0.245295	-0.0847046
14:30:47.770	453	-0.104201	-0.385584	-0.245405	-0.0845338
14:30:48.770	454	-0.103586	-0.385442	-0.244984	-0.084559
14:30:49.770	455	-0.102941	-0.385115	-0.245138	-0.0847612
14:30:50.770	456	-0.102178	-0.384926	-0.24483	-0.0845245
14:30:51.770	457	-0.101098	-0.384979	-0.244861	-0.0844882
14:30:52.770	458	-0.100166	-0.385206	-0.244905	-0.0846042
14:30:53.770	459	-0.0996469	-0.3851	-0.244932	-0.0844329
14:30:54.770	460	-0.0985563	-0.385159	-0.24476	-0.0839691
14:30:55.770	461	-0.0980046	-0.38572	-0.244893	-0.0837112
14:30:56.770	462	-0.0974108	-0.385912	-0.245033	-0.0836757
14:30:57.770	463	-0.0968441	-0.386257	-0.244937	-0.083587
14:30:58.770	464	-0.0963003	-0.387138	-0.244816	-0.0826771
14:30:59.770	465	-0.0959948	-0.387525	-0.244687	-0.0823011
14:31:00.770	466	-0.0957178	-0.387383	-0.246088	-0.0824127
14:31:01.770	467	-0.0953031	-0.38702	-0.246526	-0.082154
14:31:02.770	468	-0.0948123	-0.386909	-0.246399	-0.0817246
14:31:03.770	469	-0.0939251	-0.387187	-0.246514	-0.0813712
14:31:04.770	470	-0.0927277	-0.387313	-0.246201	-0.0807494
14:31:05.770	471	-0.0924875	-0.387265	-0.246058	-0.0800277
14:31:06.770	472	-0.0920756	-0.387005	-0.246006	-0.0794714
14:31:07.770	473	-0.0918151	-0.38695	-0.246001	-0.0789182
14:31:08.770	474	-0.0912053	-0.386949	-0.245814	-0.0785659
14:31:09.770	475	-0.0910776	-0.387473	-0.245525	-0.077967
14:31:10.770	476	-0.0905213	-0.387599	-0.245342	-0.0773974
14:31:11.770	477	-0.0905401	-0.387999	-0.245412	-0.0771111
14:31:12.770	478	-0.089801	-0.387918	-0.24519	-0.0766296
14:31:13.770	479	-0.0893919	-0.387627	-0.2446	-0.0764488
14:31:14.770	480	-0.0888423	-0.387494	-0.24436	-0.0761221
14:31:15.770	481	-0.088233	-0.387284	-0.244143	-0.0757664
14:31:16.770	482	-0.0876845	-0.38698	-0.244175	-0.075495
14:31:17.770	483	-0.0870034	-0.386853	-0.244217	-0.0749413
14:31:18.770	484	-0.0859435	-0.386608	-0.244811	-0.0750268
14:31:19.770	485	-0.0850974	-0.386532	-0.244963	-0.074841
14:31:20.770	486	-0.0843189	-0.386267	-0.245149	-0.0751729
14:31:21.770	487	-0.0835002	-0.385955	-0.245093	-0.075075
14:31:22.770	488	-0.082844	-0.385781	-0.245314	-0.0748015
14:31:23.770	489	-0.0823989	-0.385796	-0.245494	-0.0746393
14:31:24.770	490	-0.0817097	-0.385647	-0.245629	-0.0745875
14:31:25.770	491	-0.0808835	-0.386144	-0.245294	-0.0741776
14:31:26.770	492	-0.0800488	-0.386195	-0.245472	-0.0740061
14:31:27.770	493	-0.0793954	-0.386239	-0.245728	-0.0734599
14:31:28.770	494	-0.0788866	-0.386883	-0.246184	-0.0731874
14:31:29.770	495	-0.0781179	-0.386764	-0.246219	-0.0730725
14:31:30.770	496	-0.0777341	-0.386615	-0.246282	-0.0723977
14:31:31.770	497	-0.0769024	-0.386343	-0.246139	-0.0722087
14:31:32.770	498	-0.076184	-0.386266	-0.246199	-0.0716438
14:31:33.770	499	-0.0760335	-0.385796	-0.245876	-0.0711517
14:31:34.770	500	-0.0746863	-0.385506	-0.245783	-0.0708904
14:31:35.770	501	-0.0740612	-0.385422	-0.245521	-0.0704672
14:31:36.770	502	-0.0736326	-0.385065	-0.245698	-0.0700525
14:31:37.770	503	-0.0726436	-0.38469	-0.245763	-0.0700235
14:31:38.770	504	-0.0718906	-0.384445	-0.245604	-0.069562
14:31:39.770	505	-0.0714002	-0.384164	-0.245515	-0.0692921
14:31:40.770	506	-0.0707031	-0.383903	-0.245307	-0.0689048
14:31:41.770	507	-0.069654	-0.384229	-0.245262	-0.0683641
14:31:42.770	508	-0.0687685	-0.383956	-0.245089	-0.0682117
14:31:43.770	509	-0.0677845	-0.383998	-0.24459	-0.0674054
14:31:44.770	510	-0.0668488	-0.384114	-0.244705	-0.0669809
14:31:45.770	511	-0.066374	-0.384126	-0.244802	-0.0664666
14:31:46.770	512	-0.0656499	-0.384333	-0.244769	-0.0660627
14:31:47.770	513	-0.0651319	-0.384356	-0.244926	-0.0658079
14:31:48.770	514	-0.064308	-0.384212	-0.245376	-0.0651732
14:31:49.770	515	-0.0635887	-0.384013	-0.245619	-0.0647265
14:31:50.770	516	-0.0625644	-0.384068	-0.245627	-0.0642819
14:31:51.770	517	-0.0620757	-0.384055	-0.24574	-0.0638851
14:31:52.770	518	-0.061075	-0.383923	-0.245783	-0.0635702
14:31:53.770	519	-0.0601084	-0.383925	-0.245651	-0.0631734
14:31:54.770	520	-0.059595	-0.383886	-0.245691	-0.0628127
14:31:55.770	521	-0.0588509	-0.383768	-0.246097	-0.0623406
14:31:56.770	522	-0.05772	-0.383928	-0.245874	-0.062019
14:31:57.770	523	-0.0570417	-0.383962	-0.246071	-0.0618208
