Time	E1_L08.1PG_Col0	E2_L13.1	E3_L08.2PG_example1	E4_L13.2
569.15	-0.422196	-0.234046	-0.429544	-0.117866
569.16	-0.422477	-0.234325	-0.430103	-0.117734
569.17	-0.422423	-0.234158	-0.42954	-0.117766
569.18	-0.422421	-0.234261	-0.429737	-0.117424
569.19	-0.422187	-0.234021	-0.429346	-0.118003
569.2	-0.42251	-0.234088	-0.429855	-0.117722
569.21	-0.422153	-0.233913	-0.429685	-0.117658
569.22	-0.422326	-0.234171	-0.42971	-0.117454
569.23	-0.422194	-0.233729	-0.429436	-0.11739
569.24	-0.422521	-0.234004	-0.429516	-0.117463
569.25	-0.422375	-0.233833	-0.429318	-0.118048
569.26	-0.422446	-0.234213	-0.429932	-0.11764
569.27	-0.422424	-0.233895	-0.429668	-0.117671
569.28	-0.422461	-0.233988	-0.429502	-0.117927
569.29	-0.422233	-0.233819	-0.429375	-0.117872
569.3	-0.422372	-0.234376	-0.429789	-0.117454
569.31	-0.422363	-0.234104	-0.429703	-0.117683
569.32	-0.422423	-0.23409	-0.429603	-0.117691
569.33	-0.422247	-0.233638	-0.42936	-0.117554
569.34	-0.422347	-0.233998	-0.429636	-0.117355
569.35	-0.422072	-0.233927	-0.429271	-0.117644
569.36	-0.422393	-0.234143	-0.429464	-0.117909
569.37	-0.422166	-0.233893	-0.429139	-0.117801
569.38	-0.422333	-0.234248	-0.429599	-0.117498
569.39	-0.422092	-0.233849	-0.429495	-0.117563
569.4	-0.422379	-0.233997	-0.429526	-0.1175
569.41	-0.4223	-0.23396	-0.429397	-0.117475
569.42	-0.422351	-0.234061	-0.429697	-0.117337
569.43	-0.422279	-0.233867	-0.429623	-0.117627
569.44	-0.422441	-0.234098	-0.429855	-0.117491
569.45	-0.422359	-0.234084	-0.429514	-0.117511
569.46	-0.422411	-0.234306	-0.429855	-0.117366
569.47	-0.422126	-0.233825	-0.428908	-0.117558
569.48	-0.422458	-0.234008	-0.429711	-0.117498
569.49	-0.422189	-0.234031	-0.429186	-0.117631
569.5	-0.422576	-0.234328	-0.42935	-0.117706
569.51	-0.422235	-0.234061	-0.429265	-0.117369
569.52	-0.422442	-0.234093	-0.429545	-0.11738
569.53	-0.422173	-0.233928	-0.429247	-0.117537
569.54	-0.422383	-0.234193	-0.429333	-0.117567
569.55	-0.422058	-0.233959	-0.428946	-0.117259
569.56	-0.422412	-0.234429	-0.429558	-0.117222
569.57	-0.422373	-0.234244	-0.429293	-0.117615
569.58	-0.4225	-0.234397	-0.429476	-0.117011
569.59	-0.422032	-0.233859	-0.429032	-0.117105
569.6	-0.422334	-0.234049	-0.429736	-0.117003
569.61	-0.422064	-0.233835	-0.428927	-0.11744
569.62	-0.422267	-0.233953	-0.429272	-0.11735
569.63	-0.422192	-0.23399	-0.429213	-0.11711
569.64	-0.42221	-0.234192	-0.4294	-0.116885
569.65	-0.421964	-0.233916	-0.429197	-0.117087
569.66	-0.422175	-0.234148	-0.429299	-0.117321
569.67	-0.42207	-0.233729	-0.428833	-0.116918
569.68	-0.422189	-0.234152	-0.429497	-0.116787
569.69	-0.422042	-0.234008	-0.429411	-0.117022
569.7	-0.422068	-0.233972	-0.429421	-0.116853
569.71	-0.422126	-0.233849	-0.428932	-0.117466
569.72	-0.422313	-0.233909	-0.42949	-0.116904
569.73	-0.422017	-0.233903	-0.429218	-0.116749
569.74	-0.422183	-0.233988	-0.429248	-0.116736
569.75	-0.42198	-0.233646	-0.429014	-0.116751
569.76	-0.422201	-0.233829	-0.429284	-0.11672
569.77	-0.42194	-0.233716	-0.429039	-0.116784
569.78	-0.422196	-0.233978	-0.429395	-0.116743
569.79	-0.421993	-0.233722	-0.428759	-0.116817
569.8	-0.422236	-0.233956	-0.429456	-0.116771
569.81	-0.422221	-0.233795	-0.428783	-0.116611
569.82	-0.422202	-0.233972	-0.429098	-0.116378
569.83	-0.422011	-0.233874	-0.428556	-0.116615
569.84	-0.422202	-0.23378	-0.428826	-0.116482
569.85	-0.421878	-0.233439	-0.428147	-0.116416
569.86	-0.422206	-0.233977	-0.428854	-0.116259
569.87	-0.422264	-0.233719	-0.42895	-0.116646
569.88	-0.422297	-0.234046	-0.429117	-0.116703
569.89	-0.422046	-0.23391	-0.42846	-0.116671
569.9	-0.422211	-0.233979	-0.428888	-0.116627
569.91	-0.422028	-0.233776	-0.428706	-0.116819
569.92	-0.422194	-0.233967	-0.429122	-0.116632
569.93	-0.422121	-0.233752	-0.428548	-0.116647
569.94	-0.422243	-0.233849	-0.42901	-0.116578
569.95	-0.42183	-0.233599	-0.428578	-0.116493
569.96	-0.422225	-0.233905	-0.429038	-0.116427
569.97	-0.422144	-0.233866	-0.428704	-0.116448
569.98	-0.422282	-0.233883	-0.428929	-0.116328
569.99	-0.422087	-0.233783	-0.428568	-0.116392
570	-0.422134	-0.233832	-0.428967	-0.116188
570.01	-0.421917	-0.233713	-0.428394	-0.116401
570.02	-0.422096	-0.233855	-0.428772	-0.116343
570.03	-0.421862	-0.233446	-0.428517	-0.116219
570.04	-0.422196	-0.233631	-0.429032	-0.115969
570.05	-0.422095	-0.23352	-0.42852	-0.115871
570.06	-0.422134	-0.233728	-0.428897	-0.116056
570.07	-0.421805	-0.233598	-0.428273	-0.116187
570.08	-0.422211	-0.233694	-0.428853	-0.116262
570.09	-0.422035	-0.233535	-0.428465	-0.116272
570.1	-0.422106	-0.233749	-0.42893	-0.116162
570.11	-0.421988	-0.233729	-0.428828	-0.116295
570.12	-0.422185	-0.23375	-0.428695	-0.116306
570.13	-0.421983	-0.233538	-0.428453	-0.116577
570.14	-0.422215	-0.23363	-0.428982	-0.116278
570.15	-0.421841	-0.233447	-0.428422	-0.116621
570.16	-0.422155	-0.233693	-0.429072	-0.116364
570.17	-0.422098	-0.233489	-0.428927	-0.116429
570.18	-0.422152	-0.233869	-0.428897	-0.116427
570.19	-0.421858	-0.233574	-0.428332	-0.116491
570.2	-0.421987	-0.233784	-0.429087	-0.116548
570.21	-0.421883	-0.233492	-0.42891	-0.116623
570.22	-0.422046	-0.233831	-0.428928	-0.116251
570.23	-0.421954	-0.233777	-0.428781	-0.116137
570.24	-0.422056	-0.233974	-0.428927	-0.115788
570.25	-0.42174	-0.233646	-0.428964	-0.116117
570.26	-0.42206	-0.233896	-0.428964	-0.116091
570.27	-0.421931	-0.233664	-0.428443	-0.116415
570.28	-0.422202	-0.233885	-0.428825	-0.116151
570.29	-0.422043	-0.233629	-0.428534	-0.116163
570.3	-0.422131	-0.233896	-0.428975	-0.116106
570.31	-0.422094	-0.233734	-0.428785	-0.115946
570.32	-0.422039	-0.233949	-0.429228	-0.115832
570.33	-0.421942	-0.233418	-0.428776	-0.115951
570.34	-0.422037	-0.233718	-0.428864	-0.115879
570.35	-0.421886	-0.233765	-0.428432	-0.11575
570.36	-0.422141	-0.233969	-0.428891	-0.115793
570.37	-0.422048	-0.233745	-0.428506	-0.115877
570.38	-0.422148	-0.234011	-0.428692	-0.11584
570.39	-0.422025	-0.233651	-0.42836	-0.115896
570.4	-0.422018	-0.233564	-0.428801	-0.115688
570.41	-0.421837	-0.233519	-0.428629	-0.115518
570.42	-0.422157	-0.233579	-0.428963	-0.115509
570.43	-0.422157	-0.233394	-0.428897	-0.115587
570.44	-0.422097	-0.233672	-0.428773	-0.115479
570.45	-0.421946	-0.233067	-0.428408	-0.11553
570.46	-0.422269	-0.233584	-0.428954	-0.115618
570.47	-0.421972	-0.233351	-0.428463	-0.115779
570.48	-0.422126	-0.233474	-0.428664	-0.115641
570.49	-0.422045	-0.233535	-0.428376	-0.115854
570.5	-0.422094	-0.233645	-0.428481	-0.115684
570.51	-0.421845	-0.23342	-0.428083	-0.115709
570.52	-0.42215	-0.233671	-0.42861	-0.115574
570.53	-0.421933	-0.233518	-0.428064	-0.115578
570.54	-0.422002	-0.233766	-0.428426	-0.115492
570.55	-0.421537	-0.233367	-0.427883	-0.115641
570.56	-0.422088	-0.233689	-0.428585	-0.115589
570.57	-0.422012	-0.233591	-0.42802	-0.115741
570.58	-0.422191	-0.233877	-0.428678	-0.115547
570.59	-0.422134	-0.233574	-0.428388	-0.115726
570.6	-0.42212	-0.233759	-0.428624	-0.115601
570.61	-0.421844	-0.233679	-0.428369	-0.115795
570.62	-0.421983	-0.234136	-0.42858	-0.115574
570.63	-0.421814	-0.233836	-0.428085	-0.115722
570.64	-0.421975	-0.233997	-0.428581	-0.115568
570.65	-0.42186	-0.233634	-0.428137	-0.115549
570.66	-0.422199	-0.233934	-0.428905	-0.115514
570.67	-0.421959	-0.233829	-0.428412	-0.115598
570.68	-0.422003	-0.234033	-0.428707	-0.115452
570.69	-0.421878	-0.233862	-0.428326	-0.115423
570.7	-0.422011	-0.234206	-0.428592	-0.115424
570.71	-0.421993	-0.234001	-0.428166	-0.115535
570.72	-0.422021	-0.234181	-0.428548	-0.115454
570.73	-0.421846	-0.234083	-0.428162	-0.115618
570.74	-0.421996	-0.234272	-0.428451	-0.1154
570.75	-0.421816	-0.233613	-0.428039	-0.115341
570.76	-0.42196	-0.233991	-0.428469	-0.115444
570.77	-0.42162	-0.233762	-0.428549	-0.1157
570.78	-0.422032	-0.2339	-0.42846	-0.115639
570.79	-0.421933	-0.233876	-0.428365	-0.115562
570.8	-0.422132	-0.234104	-0.428516	-0.115401
570.81	-0.421954	-0.233903	-0.428157	-0.115514
570.82	-0.422225	-0.234268	-0.428426	-0.115267
570.83	-0.421907	-0.233932	-0.427928	-0.115643
570.84	-0.421961	-0.234188	-0.428522	-0.115355
570.85	-0.42174	-0.233871	-0.427996	-0.115277
570.86	-0.42206	-0.234201	-0.428458	-0.115426
570.87	-0.421958	-0.2339	-0.428075	-0.115639
570.88	-0.422002	-0.234044	-0.4285	-0.115644
570.89	-0.421819	-0.23375	-0.428185	-0.115858
570.9	-0.421904	-0.234078	-0.428424	-0.115566
570.91	-0.421823	-0.234063	-0.428101	-0.115652
570.92	-0.421895	-0.234115	-0.428395	-0.115515
570.93	-0.421706	-0.233791	-0.428171	-0.115512
570.94	-0.422094	-0.233852	-0.429147	-0.115225
570.95	-0.421748	-0.233863	-0.42861	-0.115285
570.96	-0.421991	-0.234134	-0.428893	-0.115302
570.97	-0.422085	-0.233908	-0.428047	-0.115511
570.98	-0.422018	-0.234089	-0.428512	-0.115433
570.99	-0.421782	-0.234048	-0.428003	-0.115569
571	-0.421958	-0.234313	-0.428307	-0.115186
571.01	-0.421896	-0.233833	-0.427901	-0.115224
571.02	-0.42219	-0.23401	-0.428418	-0.115318
571.03	-0.421946	-0.233768	-0.428163	-0.11545
571.04	-0.422026	-0.233809	-0.428329	-0.11538
571.05	-0.421828	-0.233416	-0.427719	-0.115332
571.06	-0.422049	-0.233757	-0.428053	-0.115355
571.07	-0.421995	-0.233608	-0.42761	-0.115574
571.08	-0.422048	-0.234005	-0.428071	-0.115632
571.09	-0.421933	-0.233591	-0.427673	-0.115672
571.1	-0.422024	-0.233583	-0.427905	-0.115302
571.11	-0.421801	-0.233536	-0.427527	-0.115478
571.12	-0.422081	-0.233894	-0.427983	-0.11539
571.13	-0.421962	-0.233785	-0.427678	-0.11542
571.14	-0.422101	-0.233963	-0.4281	-0.115226
571.15	-0.422052	-0.233671	-0.427797	-0.115425
571.16	-0.422064	-0.23389	-0.427981	-0.115329
571.17	-0.421778	-0.233587	-0.427533	-0.115271
571.18	-0.422033	-0.233829	-0.428401	-0.115252
571.19	-0.421739	-0.233634	-0.428001	-0.115434
571.2	-0.421915	-0.23374	-0.42846	-0.115412
571.21	-0.421761	-0.233522	-0.428424	-0.115334
571.22	-0.421979	-0.233928	-0.428374	-0.115309
571.23	-0.422042	-0.233865	-0.42841	-0.115473
571.24	-0.421874	-0.233944	-0.428318	-0.114996
571.25	-0.421675	-0.233522	-0.427845	-0.11513
571.26	-0.422037	-0.233789	-0.428202	-0.115228
571.27	-0.421938	-0.233656	-0.428237	-0.115298
571.28	-0.422013	-0.233889	-0.428486	-0.114896
571.29	-0.422101	-0.233635	-0.42836	-0.114989
571.3	-0.421998	-0.233706	-0.42844	-0.114753
571.31	-0.421775	-0.233561	-0.428029	-0.114828
571.32	-0.421827	-0.23367	-0.428439	-0.114963
571.33	-0.421718	-0.233553	-0.427974	-0.115017
571.34	-0.422057	-0.233709	-0.428459	-0.114797
571.35	-0.421784	-0.233452	-0.427994	-0.114838
571.36	-0.421884	-0.233742	-0.42841	-0.115001
571.37	-0.421623	-0.233581	-0.42817	-0.11505
571.38	-0.421711	-0.23399	-0.428304	-0.114657
571.39	-0.421565	-0.233849	-0.428219	-0.114805
571.4	-0.421688	-0.23397	-0.428883	-0.114745
571.41	-0.421542	-0.233775	-0.428629	-0.114826
571.42	-0.421777	-0.233876	-0.428668	-0.114804
571.43	-0.421703	-0.233834	-0.428253	-0.114905
571.44	-0.421859	-0.233906	-0.428428	-0.114851
571.45	-0.42169	-0.233726	-0.428489	-0.114949
571.46	-0.421641	-0.233978	-0.428577	-0.114772
571.47	-0.421546	-0.233783	-0.42832	-0.114992
571.48	-0.421944	-0.23409	-0.428317	-0.114897
571.49	-0.421809	-0.233876	-0.428216	-0.114892
571.5	-0.42188	-0.234102	-0.428482	-0.114534
571.51	-0.421756	-0.233734	-0.428526	-0.114578
571.52	-0.421898	-0.234074	-0.428349	-0.114397
571.53	-0.421806	-0.233938	-0.428062	-0.114814
571.54	-0.421807	-0.233977	-0.428255	-0.114643
571.55	-0.421457	-0.233769	-0.428542	-0.114816
571.56	-0.421875	-0.234253	-0.428486	-0.115008
571.57	-0.421663	-0.233942	-0.428286	-0.114957
571.58	-0.4218	-0.234079	-0.428357	-0.114657
571.59	-0.421659	-0.233847	-0.428057	-0.114909
571.6	-0.421729	-0.234227	-0.428437	-0.114754
571.61	-0.421694	-0.234002	-0.428398	-0.114559
571.62	-0.421871	-0.234048	-0.428511	-0.114724
571.63	-0.421777	-0.23376	-0.428532	-0.114693
571.64	-0.421721	-0.233991	-0.428568	-0.114459
571.65	-0.421512	-0.233502	-0.428171	-0.114786
571.66	-0.421712	-0.233739	-0.428362	-0.114524
571.67	-0.421582	-0.23363	-0.427808	-0.114364
571.68	-0.421791	-0.233877	-0.428312	-0.114268
571.69	-0.421669	-0.233742	-0.428346	-0.114433
571.7	-0.421669	-0.233913	-0.428295	-0.114456
571.71	-0.421569	-0.233653	-0.427955	-0.114374
571.72	-0.421632	-0.234047	-0.428293	-0.114473
571.73	-0.421432	-0.233786	-0.428166	-0.114547
571.74	-0.421593	-0.233833	-0.428192	-0.114251
571.75	-0.421364	-0.233657	-0.427859	-0.114697
571.76	-0.421617	-0.233937	-0.428264	-0.114619
571.77	-0.421564	-0.233554	-0.428153	-0.114682
571.78	-0.421726	-0.234089	-0.428171	-0.114541
571.79	-0.421588	-0.23377	-0.428051	-0.114867
571.8	-0.421719	-0.234019	-0.428338	-0.114722
571.81	-0.421508	-0.233724	-0.428087	-0.114745
571.82	-0.421679	-0.233713	-0.428526	-0.114513
571.83	-0.421652	-0.233626	-0.428628	-0.11436
571.84	-0.421568	-0.233724	-0.428438	-0.114236
571.85	-0.421618	-0.23351	-0.428154	-0.114334
571.86	-0.421568	-0.233974	-0.428435	-0.114325
571.87	-0.42136	-0.233646	-0.428025	-0.114295
571.88	-0.421761	-0.23376	-0.428207	-0.113964
571.89	-0.421639	-0.233569	-0.427946	-0.114213
571.9	-0.421844	-0.233947	-0.428474	-0.114329
571.91	-0.421475	-0.233703	-0.428405	-0.114488
571.92	-0.421761	-0.233922	-0.428506	-0.114449
571.93	-0.421571	-0.233613	-0.428159	-0.11474
571.94	-0.42178	-0.233967	-0.428133	-0.114381
571.95	-0.421657	-0.233586	-0.427906	-0.114191
571.96	-0.42165	-0.23406	-0.428025	-0.114194
571.97	-0.421207	-0.23372	-0.42772	-0.114508
571.98	-0.421686	-0.233997	-0.428253	-0.114561
571.99	-0.421499	-0.233836	-0.427681	-0.114547
572	-0.421869	-0.234056	-0.427871	-0.114555
572.01	-0.421727	-0.233838	-0.428004	-0.114574
572.02	-0.421869	-0.233978	-0.428222	-0.114504
572.03	-0.421684	-0.233901	-0.427745	-0.114443
572.04	-0.421815	-0.234085	-0.427777	-0.11433
572.05	-0.421493	-0.233929	-0.427641	-0.114125
572.06	-0.421873	-0.234369	-0.427978	-0.114042
572.07	-0.421565	-0.233842	-0.427767	-0.114247
572.08	-0.421794	-0.233894	-0.427802	-0.114112
572.09	-0.421818	-0.233916	-0.427794	-0.114202
572.1	-0.421669	-0.234039	-0.4281	-0.114187
572.11	-0.421554	-0.233714	-0.427812	-0.114356
572.12	-0.421743	-0.233788	-0.427942	-0.114411
572.13	-0.421688	-0.233768	-0.42781	-0.114318
572.14	-0.421949	-0.233981	-0.427937	-0.114294
572.15	-0.421608	-0.23377	-0.428046	-0.11421
572.16	-0.421674	-0.23365	-0.427901	-0.114179
572.17	-0.421499	-0.233401	-0.427798	-0.114327
572.18	-0.421805	-0.233547	-0.428077	-0.114205
572.19	-0.421787	-0.233238	-0.427829	-0.11412
572.2	-0.421871	-0.233252	-0.427912	-0.114162
572.21	-0.421846	-0.233014	-0.427607	-0.11411
572.22	-0.421899	-0.233246	-0.428062	-0.114139
572.23	-0.421816	-0.233165	-0.428028	-0.114328
572.24	-0.421875	-0.233432	-0.427829	-0.114277
572.25	-0.421788	-0.233489	-0.427677	-0.114454
572.26	-0.42199	-0.233632	-0.42802	-0.114422
572.27	-0.421902	-0.233542	-0.427856	-0.114373
572.28	-0.42191	-0.233718	-0.428003	-0.114577
572.29	-0.421744	-0.233675	-0.427602	-0.11463
572.3	-0.421913	-0.233767	-0.427921	-0.114207
572.31	-0.421761	-0.233706	-0.427789	-0.114453
572.32	-0.421807	-0.234083	-0.427914	-0.114486
572.33	-0.421846	-0.233774	-0.427757	-0.114624
572.34	-0.421884	-0.233924	-0.428044	-0.114269
572.35	-0.421818	-0.23392	-0.427946	-0.114287
572.36	-0.421893	-0.234117	-0.428161	-0.114393
572.37	-0.421627	-0.234006	-0.427819	-0.114205
572.38	-0.422002	-0.2341	-0.42813	-0.114395
572.39	-0.421827	-0.234051	-0.427935	-0.114657
572.4	-0.421944	-0.23424	-0.427992	-0.114309
572.41	-0.421779	-0.23405	-0.427915	-0.114493
572.42	-0.421943	-0.234297	-0.428054	-0.114576
572.43	-0.421795	-0.234076	-0.428029	-0.114662
572.44	-0.422193	-0.234335	-0.428054	-0.114714
572.45	-0.421874	-0.234294	-0.428154	-0.114828
572.46	-0.422162	-0.234308	-0.428364	-0.114095
572.47	-0.421875	-0.234134	-0.427765	-0.114036
572.48	-0.422112	-0.234427	-0.428002	-0.114395
572.49	-0.422013	-0.234252	-0.427588	-0.114532
572.5	-0.422041	-0.234313	-0.427914	-0.114341
572.51	-0.421771	-0.234178	-0.42766	-0.114273
572.52	-0.422126	-0.234215	-0.427975	-0.114303
572.53	-0.422045	-0.233863	-0.427629	-0.114556
572.54	-0.422235	-0.234183	-0.428	-0.114338
572.55	-0.421861	-0.233806	-0.427787	-0.114207
572.56	-0.422036	-0.234058	-0.427924	-0.114058
572.57	-0.421749	-0.233785	-0.427652	-0.114131
572.58	-0.422007	-0.234181	-0.427919	-0.114246
572.59	-0.421981	-0.233935	-0.428007	-0.11423
572.6	-0.42206	-0.234132	-0.427879	-0.114102
572.61	-0.42185	-0.233885	-0.427717	-0.114186
572.62	-0.421971	-0.234182	-0.427916	-0.114098
572.63	-0.421877	-0.233814	-0.427651	-0.114262
572.64	-0.421988	-0.233932	-0.427968	-0.114005
572.65	-0.421863	-0.233705	-0.427985	-0.113974
572.66	-0.42179	-0.233939	-0.428067	-0.113859
572.67	-0.421843	-0.233791	-0.427525	-0.113984
572.68	-0.421961	-0.234005	-0.427945	-0.113797
572.69	-0.421755	-0.233934	-0.427828	-0.114035
572.7	-0.421969	-0.233974	-0.428092	-0.11386
572.71	-0.421756	-0.233776	-0.42782	-0.113919
572.72	-0.421744	-0.23381	-0.427955	-0.113712
572.73	-0.421677	-0.23363	-0.427626	-0.113892
572.74	-0.421896	-0.233819	-0.42803	-0.113653
572.75	-0.421843	-0.233583	-0.427755	-0.113793
572.76	-0.421874	-0.233754	-0.427846	-0.113676
572.77	-0.42167	-0.233267	-0.42744	-0.113558
572.78	-0.421825	-0.233359	-0.427836	-0.113704
572.79	-0.421698	-0.233455	-0.427796	-0.11383
572.8	-0.42182	-0.233487	-0.427975	-0.113728
572.81	-0.421716	-0.233421	-0.427842	-0.113652
572.82	-0.421782	-0.233695	-0.428035	-0.113724
572.83	-0.421886	-0.233759	-0.427762	-0.113964
572.84	-0.42176	-0.233728	-0.427916	-0.113786
572.85	-0.421729	-0.233761	-0.42777	-0.113924
572.86	-0.421936	-0.234123	-0.427924	-0.113963
572.87	-0.421554	-0.233965	-0.427591	-0.113914
572.88	-0.421772	-0.23417	-0.428104	-0.113885
572.89	-0.421597	-0.234246	-0.427469	-0.11394
572.9	-0.421842	-0.234357	-0.42798	-0.11384
572.91	-0.42176	-0.234207	-0.427963	-0.113902
572.92	-0.421819	-0.234328	-0.428289	-0.11389
572.93	-0.421663	-0.234216	-0.428084	-0.113993
572.94	-0.421852	-0.234285	-0.428196	-0.113982
572.95	-0.421686	-0.234113	-0.427767	-0.114141
572.96	-0.421647	-0.234269	-0.428111	-0.11418
572.97	-0.421479	-0.234124	-0.427857	-0.114122
572.98	-0.421886	-0.234459	-0.428053	-0.113844
572.99	-0.421714	-0.234176	-0.427936	-0.113972
573	-0.421925	-0.234482	-0.428009	-0.113947
573.01	-0.421765	-0.23408	-0.427771	-0.113972
573.02	-0.421852	-0.234372	-0.42788	-0.113684
573.03	-0.421873	-0.234287	-0.427873	-0.113716
573.04	-0.421873	-0.234352	-0.427913	-0.113472
573.05	-0.421711	-0.234067	-0.427616	-0.113668
573.06	-0.421828	-0.234059	-0.428043	-0.113631
573.07	-0.421523	-0.233873	-0.427829	-0.113545
573.08	-0.421914	-0.234109	-0.427843	-0.113484
573.09	-0.42167	-0.23404	-0.427463	-0.113657
573.1	-0.421882	-0.23419	-0.42784	-0.113835
573.11	-0.421797	-0.233871	-0.427691	-0.113791
573.12	-0.421845	-0.233938	-0.427817	-0.113587
573.13	-0.421664	-0.233895	-0.427559	-0.113564
573.14	-0.421925	-0.234082	-0.427948	-0.113531
573.15	-0.421823	-0.234061	-0.427827	-0.113592
573.16	-0.421907	-0.234079	-0.427889	-0.113476
573.17	-0.421884	-0.233901	-0.42774	-0.113835
573.18	-0.421943	-0.23423	-0.428308	-0.113646
573.19	-0.421897	-0.234108	-0.428034	-0.113611
573.2	-0.422061	-0.234169	-0.428151	-0.113487
573.21	-0.421786	-0.233737	-0.428068	-0.113637
573.22	-0.42195	-0.234137	-0.42806	-0.113525
573.23	-0.421921	-0.234063	-0.427705	-0.113641
573.24	-0.42207	-0.234383	-0.427906	-0.113604
573.25	-0.421919	-0.234024	-0.427753	-0.113945
573.26	-0.421948	-0.234201	-0.427677	-0.113543
573.27	-0.421818	-0.233995	-0.427504	-0.113758
573.28	-0.421937	-0.234271	-0.427892	-0.113387
573.29	-0.421838	-0.233884	-0.427692	-0.113469
573.3	-0.421956	-0.234023	-0.428085	-0.113519
573.31	-0.421885	-0.234003	-0.427911	-0.113588
573.32	-0.421886	-0.234229	-0.427641	-0.113278
573.33	-0.421875	-0.234205	-0.427475	-0.113478
573.34	-0.421909	-0.234205	-0.427731	-0.113442
573.35	-0.421708	-0.233993	-0.427479	-0.113581
573.36	-0.42179	-0.234322	-0.427587	-0.113495
573.37	-0.421771	-0.234326	-0.427475	-0.113573
573.38	-0.422097	-0.234491	-0.427872	-0.113326
573.39	-0.422082	-0.234274	-0.427552	-0.113389
573.4	-0.422163	-0.234419	-0.42762	-0.113362
573.41	-0.421942	-0.234335	-0.427266	-0.113402
573.42	-0.421914	-0.23465	-0.427698	-0.113194
573.43	-0.422146	-0.234445	-0.427524	-0.113434
573.44	-0.422042	-0.234447	-0.427676	-0.113332
573.45	-0.421942	-0.234431	-0.427464	-0.113291
573.46	-0.422077	-0.234468	-0.427695	-0.113245
573.47	-0.421915	-0.234474	-0.427414	-0.11318
573.48	-0.421956	-0.234478	-0.427672	-0.113198
573.49	-0.422072	-0.23427	-0.427225	-0.113235
573.5	-0.422191	-0.234504	-0.42738	-0.113304
573.51	-0.422045	-0.234328	-0.427123	-0.113464
573.52	-0.422	-0.234495	-0.42752	-0.113139
573.53	-0.421939	-0.234402	-0.427172	-0.11316
573.54	-0.422128	-0.234649	-0.427405	-0.113011
573.55	-0.422047	-0.234449	-0.427253	-0.113276
573.56	-0.422075	-0.234298	-0.42765	-0.113069
573.57	-0.421861	-0.234187	-0.427148	-0.112963
573.58	-0.422079	-0.234486	-0.427541	-0.112949
573.59	-0.42205	-0.23422	-0.427289	-0.11295
573.6	-0.422017	-0.234481	-0.427339	-0.112918
573.61	-0.421855	-0.234296	-0.42693	-0.112985
573.62	-0.422097	-0.234374	-0.427263	-0.113095
573.63	-0.421917	-0.234385	-0.426853	-0.113262
573.64	-0.422154	-0.234464	-0.427331	-0.113245
573.65	-0.422128	-0.234178	-0.42722	-0.113253
573.66	-0.422085	-0.234379	-0.427311	-0.113017
573.67	-0.421959	-0.234235	-0.427175	-0.113046
573.68	-0.422	-0.234428	-0.427522	-0.113194
573.69	-0.421965	-0.234462	-0.427116	-0.113187
573.7	-0.422017	-0.234712	-0.427494	-0.113101
573.71	-0.421918	-0.234377	-0.427077	-0.113156
573.72	-0.421974	-0.23444	-0.4274	-0.113097
573.73	-0.421765	-0.234205	-0.427089	-0.113095
573.74	-0.421945	-0.23434	-0.427467	-0.113054
573.75	-0.421878	-0.234226	-0.427073	-0.113107
573.76	-0.422005	-0.234276	-0.427322	-0.113279
573.77	-0.421747	-0.234033	-0.427209	-0.113107
573.78	-0.421775	-0.234311	-0.427345	-0.113097
573.79	-0.421874	-0.234309	-0.427462	-0.11298
573.8	-0.422245	-0.234527	-0.427529	-0.112846
573.81	-0.422001	-0.234268	-0.427213	-0.112963
573.82	-0.42204	-0.234327	-0.4274	-0.112741
573.83	-0.421973	-0.234185	-0.427177	-0.112848
573.84	-0.421927	-0.234133	-0.426984	-0.112866
573.85	-0.421747	-0.233991	-0.426678	-0.113058
573.86	-0.421858	-0.234272	-0.427196	-0.112852
573.87	-0.421661	-0.233886	-0.426869	-0.112854
573.88	-0.422047	-0.234321	-0.427167	-0.112458
573.89	-0.421936	-0.234127	-0.426908	-0.112688
573.9	-0.422025	-0.234241	-0.427326	-0.112933
573.91	-0.421795	-0.234246	-0.427088	-0.112766
573.92	-0.421904	-0.234297	-0.427016	-0.112486
573.93	-0.421926	-0.234101	-0.426633	-0.112645
573.94	-0.422068	-0.234176	-0.42703	-0.112693
573.95	-0.422008	-0.23406	-0.42686	-0.112693
573.96	-0.422046	-0.23418	-0.42693	-0.112587
573.97	-0.421961	-0.233803	-0.426396	-0.112715
573.98	-0.42202	-0.234082	-0.426974	-0.112687
573.99	-0.421927	-0.234098	-0.426631	-0.112823
574	-0.422167	-0.234476	-0.427179	-0.112946
574.01	-0.421882	-0.234117	-0.427017	-0.112911
574.02	-0.422037	-0.234288	-0.427252	-0.112643
574.03	-0.422078	-0.234162	-0.426847	-0.112503
574.04	-0.422075	-0.23429	-0.427278	-0.112634
574.05	-0.42204	-0.233977	-0.426847	-0.112546
574.06	-0.422096	-0.234298	-0.427052	-0.112557
574.07	-0.421966	-0.234184	-0.426779	-0.112628
574.08	-0.422037	-0.234283	-0.427107	-0.112678
574.09	-0.421955	-0.234154	-0.427031	-0.112899
574.1	-0.421892	-0.234179	-0.427232	-0.112672
574.11	-0.421948	-0.23394	-0.426996	-0.112783
574.12	-0.422105	-0.234204	-0.427109	-0.112837
