Time	E1_L08.1PG_Col0	E2_L13.1	E3_L08.2PG_example1	E4_L13.2
187.15	-0.533987	-0.492349	-0.512438	-0.330696
187.16	-0.533863	-0.492146	-0.512395	-0.330601
187.17	-0.533718	-0.492353	-0.5126	-0.330589
187.18	-0.533655	-0.492061	-0.512537	-0.330635
187.19	-0.533617	-0.492399	-0.512559	-0.330486
187.2	-0.533683	-0.492462	-0.512408	-0.330592
187.21	-0.533722	-0.492304	-0.512381	-0.330645
187.22	-0.533698	-0.492216	-0.512346	-0.330701
187.23	-0.533665	-0.492399	-0.512393	-0.330559
187.24	-0.533703	-0.49251	-0.51225	-0.330556
187.25	-0.533687	-0.492705	-0.512372	-0.330699
187.26	-0.533713	-0.492421	-0.512376	-0.330968
187.27	-0.53367	-0.492384	-0.512392	-0.330715
187.28	-0.53359	-0.492315	-0.512402	-0.330965
187.29	-0.533477	-0.492676	-0.512397	-0.330819
187.3	-0.533452	-0.492447	-0.51206	-0.331036
187.31	-0.533468	-0.49244	-0.512111	-0.330984
187.32	-0.533573	-0.492334	-0.512309	-0.330992
187.33	-0.533419	-0.49237	-0.512109	-0.330899
187.34	-0.533254	-0.492455	-0.511963	-0.330899
187.35	-0.533301	-0.492581	-0.512081	-0.330778
187.36	-0.533244	-0.492441	-0.512126	-0.330728
187.37	-0.533502	-0.492772	-0.51233	-0.330874
187.38	-0.533587	-0.492536	-0.512245	-0.330823
187.39	-0.533391	-0.492466	-0.511979	-0.330756
187.4	-0.533514	-0.492374	-0.512177	-0.330939
187.41	-0.533353	-0.492586	-0.511994	-0.331141
187.42	-0.533313	-0.492418	-0.511968	-0.331006
187.43	-0.53337	-0.492405	-0.512	-0.330976
187.44	-0.533462	-0.492421	-0.511822	-0.330994
187.45	-0.533309	-0.492529	-0.511608	-0.33104
187.46	-0.53336	-0.49253	-0.511588	-0.331058
187.47	-0.533298	-0.492385	-0.511714	-0.331168
187.48	-0.533305	-0.492341	-0.511715	-0.331188
187.49	-0.533383	-0.492307	-0.511734	-0.331035
187.5	-0.533343	-0.492374	-0.511536	-0.330972
187.51	-0.533353	-0.49255	-0.511653	-0.330855
187.52	-0.533333	-0.492579	-0.511509	-0.331068
187.53	-0.533116	-0.492542	-0.511485	-0.330947
187.54	-0.533211	-0.492533	-0.5116	-0.330928
187.55	-0.533298	-0.492624	-0.511744	-0.330971
187.56	-0.533182	-0.492296	-0.511634	-0.331058
187.57	-0.53335	-0.492498	-0.511567	-0.331
187.58	-0.53317	-0.492426	-0.511571	-0.331152
187.59	-0.53318	-0.492514	-0.511607	-0.331129
187.6	-0.533032	-0.492586	-0.511173	-0.33096
187.61	-0.53296	-0.492747	-0.510896	-0.330961
187.62	-0.533079	-0.492568	-0.511044	-0.330935
187.63	-0.533245	-0.492656	-0.510991	-0.330974
187.64	-0.533162	-0.492558	-0.51116	-0.331008
187.65	-0.532956	-0.492558	-0.510916	-0.3311
187.66	-0.532874	-0.492802	-0.51103	-0.331182
187.67	-0.532879	-0.49248	-0.511363	-0.330951
187.68	-0.533079	-0.492519	-0.5113	-0.33101
187.69	-0.532833	-0.492787	-0.510938	-0.330978
187.7	-0.532683	-0.492754	-0.510947	-0.331232
187.71	-0.532846	-0.492778	-0.510708	-0.331201
187.72	-0.53295	-0.492709	-0.510833	-0.331212
187.73	-0.532739	-0.492969	-0.510912	-0.330964
187.74	-0.532665	-0.492966	-0.510978	-0.331252
187.75	-0.532865	-0.493019	-0.510736	-0.331347
187.76	-0.532949	-0.492991	-0.510539	-0.331131
187.77	-0.532873	-0.492921	-0.510568	-0.331296
187.78	-0.53275	-0.492944	-0.510701	-0.33123
187.79	-0.532645	-0.492945	-0.510366	-0.330979
187.8	-0.532673	-0.492936	-0.510437	-0.331116
187.81	-0.532746	-0.492987	-0.509995	-0.331191
187.82	-0.532815	-0.493067	-0.510401	-0.331301
187.83	-0.532839	-0.493178	-0.51075	-0.331344
187.84	-0.532832	-0.492957	-0.510416	-0.33138
187.85	-0.532805	-0.493128	-0.510255	-0.331451
187.86	-0.532722	-0.49297	-0.510405	-0.331214
187.87	-0.532718	-0.493083	-0.510217	-0.331147
187.88	-0.53268	-0.49294	-0.510217	-0.331075
187.89	-0.532748	-0.49294	-0.510088	-0.331014
187.9	-0.532668	-0.492916	-0.510053	-0.330928
187.91	-0.532691	-0.49284	-0.509948	-0.330958
187.92	-0.532785	-0.493018	-0.510057	-0.331332
187.93	-0.532486	-0.492938	-0.509738	-0.331283
187.94	-0.532506	-0.492691	-0.510031	-0.331131
187.95	-0.532587	-0.492954	-0.510133	-0.331191
187.96	-0.532467	-0.492919	-0.510114	-0.331205
187.97	-0.532441	-0.492768	-0.509874	-0.331175
187.98	-0.532459	-0.492923	-0.509963	-0.331306
187.99	-0.532431	-0.49294	-0.509986	-0.331294
188	-0.532366	-0.493134	-0.510139	-0.331004
188.01	-0.532289	-0.493088	-0.509823	-0.330964
188.02	-0.532228	-0.493099	-0.509803	-0.33109
188.03	-0.532314	-0.493144	-0.509889	-0.331351
188.04	-0.532357	-0.493145	-0.509772	-0.331278
188.05	-0.532404	-0.493154	-0.509487	-0.331278
188.06	-0.532339	-0.493209	-0.509525	-0.331119
188.07	-0.532389	-0.493357	-0.50948	-0.331343
188.08	-0.53238	-0.493256	-0.509489	-0.331283
188.09	-0.532424	-0.493412	-0.509582	-0.331226
188.1	-0.532447	-0.49317	-0.509667	-0.331279
188.11	-0.532445	-0.493208	-0.509277	-0.331312
188.12	-0.532448	-0.493169	-0.509188	-0.331196
188.13	-0.532385	-0.493251	-0.509401	-0.331285
188.14	-0.532159	-0.493248	-0.50937	-0.331574
188.15	-0.532182	-0.493342	-0.509227	-0.331485
188.16	-0.532087	-0.493179	-0.509341	-0.331519
188.17	-0.532202	-0.493593	-0.509192	-0.331377
188.18	-0.532195	-0.493373	-0.509132	-0.331534
188.19	-0.532019	-0.493653	-0.509289	-0.331387
188.2	-0.532186	-0.493494	-0.509239	-0.331684
188.21	-0.532138	-0.493471	-0.508698	-0.331611
188.22	-0.53205	-0.493464	-0.509141	-0.331824
188.23	-0.532121	-0.493459	-0.508985	-0.331631
188.24	-0.532155	-0.493534	-0.509103	-0.331467
188.25	-0.532102	-0.493554	-0.508984	-0.331359
188.26	-0.532083	-0.493635	-0.508874	-0.331537
188.27	-0.532164	-0.493407	-0.508572	-0.331767
188.28	-0.532119	-0.493295	-0.508637	-0.331559
188.29	-0.532174	-0.493575	-0.509149	-0.331551
188.3	-0.532066	-0.493599	-0.508786	-0.331389
188.31	-0.531859	-0.493401	-0.508597	-0.331196
188.32	-0.531991	-0.493368	-0.508991	-0.331316
188.33	-0.532094	-0.493518	-0.508763	-0.331406
188.34	-0.531962	-0.493433	-0.508686	-0.331444
188.35	-0.531875	-0.493399	-0.508433	-0.331381
188.36	-0.531761	-0.493572	-0.508359	-0.331388
188.37	-0.531844	-0.49362	-0.508606	-0.331481
188.38	-0.531867	-0.493481	-0.508429	-0.331525
188.39	-0.531976	-0.493629	-0.508308	-0.331425
188.4	-0.531928	-0.493666	-0.508307	-0.331574
188.41	-0.531724	-0.493652	-0.508034	-0.331778
188.42	-0.531804	-0.493624	-0.508171	-0.331541
188.43	-0.531805	-0.493702	-0.508194	-0.331509
188.44	-0.531768	-0.493775	-0.50815	-0.331742
188.45	-0.531706	-0.493768	-0.508225	-0.331783
188.46	-0.531802	-0.493778	-0.50811	-0.331773
188.47	-0.531706	-0.494035	-0.507789	-0.331625
188.48	-0.53177	-0.493891	-0.508094	-0.331646
188.49	-0.531717	-0.493783	-0.508312	-0.331628
188.5	-0.531625	-0.493901	-0.5082	-0.331776
188.51	-0.531594	-0.493911	-0.507475	-0.331475
188.52	-0.53162	-0.494079	-0.507816	-0.33155
188.53	-0.531537	-0.494057	-0.507343	-0.33163
188.54	-0.531524	-0.493938	-0.507592	-0.331874
188.55	-0.531748	-0.494061	-0.507562	-0.331573
188.56	-0.53163	-0.493909	-0.507485	-0.331475
188.57	-0.531526	-0.493888	-0.507464	-0.331852
188.58	-0.53175	-0.493984	-0.507656	-0.33189
188.59	-0.53145	-0.494003	-0.507652	-0.331879
188.6	-0.531319	-0.493813	-0.507606	-0.331635
188.61	-0.531377	-0.493908	-0.507398	-0.331762
188.62	-0.531426	-0.493948	-0.507382	-0.332076
188.63	-0.531376	-0.494211	-0.507331	-0.331857
188.64	-0.531375	-0.494167	-0.507238	-0.331778
188.65	-0.531461	-0.49406	-0.506961	-0.331808
188.66	-0.53149	-0.494225	-0.507215	-0.331734
188.67	-0.531686	-0.494272	-0.507298	-0.331905
188.68	-0.531545	-0.494225	-0.507394	-0.331789
188.69	-0.531357	-0.494083	-0.507171	-0.331683
188.7	-0.531313	-0.494266	-0.507232	-0.331827
188.71	-0.531567	-0.494178	-0.507118	-0.331625
188.72	-0.53152	-0.494089	-0.507184	-0.331531
188.73	-0.531561	-0.494126	-0.507061	-0.331639
188.74	-0.531361	-0.494173	-0.507379	-0.331854
188.75	-0.531196	-0.494315	-0.507182	-0.331639
188.76	-0.531042	-0.494276	-0.507204	-0.331595
188.77	-0.531099	-0.494275	-0.506918	-0.331483
188.78	-0.531213	-0.494392	-0.506879	-0.331678
188.79	-0.531111	-0.494465	-0.506692	-0.331674
188.8	-0.530973	-0.494516	-0.506808	-0.33187
188.81	-0.531002	-0.494503	-0.506793	-0.332044
188.82	-0.530859	-0.494286	-0.506843	-0.331741
188.83	-0.530881	-0.494224	-0.50667	-0.331867
188.84	-0.530948	-0.494399	-0.506981	-0.331757
188.85	-0.530961	-0.494469	-0.506678	-0.331715
188.86	-0.530872	-0.494469	-0.50643	-0.331623
188.87	-0.530831	-0.494523	-0.506804	-0.331355
188.88	-0.530982	-0.49472	-0.506824	-0.331508
188.89	-0.530978	-0.494882	-0.50671	-0.331667
188.9	-0.53091	-0.494852	-0.506538	-0.331691
188.91	-0.530882	-0.494895	-0.506433	-0.331456
188.92	-0.530809	-0.494912	-0.506341	-0.331745
188.93	-0.530899	-0.494786	-0.50645	-0.331887
188.94	-0.530871	-0.494828	-0.506602	-0.331885
188.95	-0.530814	-0.494777	-0.506385	-0.33174
188.96	-0.530791	-0.494786	-0.506448	-0.331568
188.97	-0.530693	-0.494658	-0.506292	-0.331699
188.98	-0.530865	-0.494544	-0.506507	-0.331837
188.99	-0.530717	-0.494608	-0.506272	-0.331794
189	-0.530707	-0.494801	-0.506286	-0.331708
189.01	-0.530675	-0.494893	-0.505879	-0.331944
189.02	-0.530783	-0.494934	-0.505978	-0.331912
189.03	-0.530523	-0.494915	-0.505913	-0.331703
189.04	-0.530623	-0.494974	-0.506134	-0.331724
189.05	-0.530651	-0.494897	-0.506068	-0.331836
189.06	-0.530734	-0.495036	-0.50568	-0.33169
189.07	-0.530554	-0.495112	-0.505772	-0.331679
189.08	-0.530533	-0.494984	-0.505811	-0.331779
189.09	-0.530466	-0.494926	-0.505679	-0.331604
189.1	-0.530629	-0.495087	-0.505823	-0.331589
189.11	-0.530649	-0.494975	-0.505534	-0.331502
189.12	-0.530536	-0.495218	-0.505759	-0.331618
189.13	-0.53061	-0.495348	-0.505717	-0.331724
189.14	-0.530519	-0.495251	-0.505741	-0.331765
189.15	-0.530712	-0.49513	-0.505616	-0.331748
189.16	-0.530515	-0.495246	-0.505755	-0.331779
189.17	-0.530535	-0.495291	-0.505754	-0.331774
189.18	-0.530512	-0.495271	-0.505712	-0.331789
189.19	-0.530388	-0.49529	-0.505779	-0.331912
189.2	-0.530458	-0.495362	-0.5055	-0.331743
189.21	-0.530309	-0.495271	-0.505414	-0.331759
189.22	-0.530546	-0.495424	-0.505497	-0.331731
189.23	-0.530449	-0.495289	-0.505541	-0.331693
189.24	-0.530378	-0.495288	-0.505602	-0.331562
189.25	-0.530379	-0.495453	-0.505482	-0.331567
189.26	-0.530439	-0.495359	-0.505195	-0.331311
189.27	-0.530376	-0.49546	-0.50547	-0.331566
189.28	-0.530506	-0.495392	-0.50517	-0.331477
189.29	-0.530413	-0.495535	-0.505335	-0.331685
189.3	-0.530558	-0.495438	-0.505295	-0.331751
189.31	-0.530243	-0.495318	-0.504975	-0.33179
189.32	-0.530313	-0.495244	-0.504817	-0.331671
189.33	-0.530287	-0.495231	-0.505044	-0.331858
189.34	-0.53026	-0.495331	-0.505013	-0.331817
189.35	-0.530416	-0.495261	-0.505237	-0.331735
189.36	-0.530362	-0.49531	-0.505198	-0.331864
189.37	-0.530112	-0.495394	-0.505112	-0.33194
189.38	-0.530216	-0.495117	-0.505345	-0.331919
189.39	-0.530272	-0.495363	-0.505402	-0.331934
189.4	-0.530273	-0.49546	-0.504973	-0.331937
189.41	-0.530243	-0.495274	-0.505053	-0.331814
189.42	-0.530221	-0.495383	-0.504861	-0.331808
189.43	-0.530281	-0.49531	-0.504316	-0.331666
189.44	-0.530154	-0.495334	-0.504625	-0.331787
189.45	-0.530217	-0.495378	-0.504735	-0.331913
189.46	-0.530069	-0.495418	-0.504742	-0.331813
189.47	-0.530131	-0.495483	-0.504693	-0.331947
189.48	-0.530091	-0.49554	-0.504414	-0.331998
189.49	-0.529916	-0.495516	-0.504171	-0.33183
189.5	-0.530003	-0.495643	-0.504455	-0.331779
189.51	-0.530033	-0.495698	-0.504263	-0.331805
189.52	-0.529974	-0.495575	-0.504432	-0.331632
189.53	-0.529843	-0.495508	-0.504068	-0.33186
189.54	-0.529889	-0.49551	-0.504415	-0.331708
189.55	-0.52958	-0.495711	-0.503731	-0.331858
189.56	-0.529619	-0.495577	-0.503899	-0.331803
189.57	-0.529816	-0.495567	-0.503751	-0.332017
189.58	-0.529912	-0.495629	-0.504127	-0.33194
189.59	-0.529827	-0.495632	-0.504319	-0.332063
189.6	-0.529803	-0.495553	-0.504252	-0.331837
189.61	-0.529704	-0.495474	-0.504083	-0.331772
189.62	-0.529676	-0.49556	-0.504166	-0.331894
189.63	-0.529838	-0.495536	-0.503655	-0.332158
189.64	-0.529962	-0.495556	-0.50399	-0.332014
189.65	-0.529593	-0.495495	-0.504216	-0.331841
189.66	-0.529649	-0.495412	-0.504159	-0.331731
189.67	-0.529331	-0.495532	-0.503734	-0.331738
189.68	-0.529645	-0.495564	-0.503892	-0.331936
189.69	-0.529422	-0.495612	-0.503804	-0.332063
189.7	-0.529476	-0.495577	-0.504053	-0.331728
189.71	-0.529503	-0.495545	-0.503764	-0.331843
189.72	-0.52963	-0.495693	-0.503784	-0.331752
189.73	-0.529566	-0.495633	-0.503572	-0.33171
189.74	-0.529605	-0.495826	-0.503681	-0.331707
189.75	-0.529586	-0.495592	-0.503773	-0.331803
189.76	-0.529475	-0.495705	-0.503501	-0.331598
189.77	-0.529184	-0.495688	-0.503465	-0.331848
189.78	-0.52919	-0.495725	-0.503456	-0.331805
189.79	-0.529405	-0.495836	-0.503029	-0.331547
189.8	-0.529535	-0.495998	-0.503431	-0.331607
189.81	-0.529205	-0.495732	-0.503184	-0.331693
189.82	-0.52929	-0.495853	-0.503368	-0.331592
189.83	-0.529155	-0.495799	-0.502992	-0.331702
189.84	-0.529304	-0.495867	-0.50312	-0.331816
189.85	-0.52925	-0.495856	-0.503064	-0.331762
189.86	-0.529332	-0.496039	-0.503174	-0.331624
189.87	-0.529335	-0.495944	-0.502906	-0.331416
189.88	-0.529389	-0.495947	-0.503173	-0.331557
189.89	-0.529173	-0.496084	-0.502912	-0.331864
189.9	-0.529263	-0.496047	-0.503025	-0.331724
189.91	-0.529291	-0.496082	-0.502934	-0.331737
189.92	-0.5293	-0.49604	-0.502947	-0.331661
189.93	-0.528983	-0.496106	-0.502508	-0.331699
189.94	-0.529287	-0.496035	-0.502621	-0.332031
189.95	-0.529147	-0.495948	-0.502277	-0.331811
189.96	-0.529338	-0.496012	-0.502449	-0.331642
189.97	-0.529255	-0.496035	-0.502521	-0.331797
189.98	-0.529077	-0.495966	-0.502545	-0.331883
189.99	-0.528967	-0.496045	-0.502355	-0.33183
190	-0.529192	-0.496032	-0.502613	-0.331787
190.01	-0.528786	-0.496052	-0.502449	-0.331801
190.02	-0.528882	-0.496021	-0.502582	-0.33176
190.03	-0.529028	-0.495891	-0.502051	-0.331649
190.04	-0.528887	-0.496175	-0.502141	-0.33145
190.05	-0.528848	-0.496146	-0.502611	-0.331651
190.06	-0.52898	-0.496306	-0.502432	-0.331688
190.07	-0.528797	-0.496307	-0.50239	-0.331715
190.08	-0.528815	-0.496329	-0.502135	-0.331935
190.09	-0.528783	-0.496435	-0.502068	-0.331678
190.1	-0.528737	-0.496298	-0.502192	-0.331611
190.11	-0.528775	-0.496329	-0.501997	-0.331664
190.12	-0.528818	-0.496455	-0.502105	-0.331872
190.13	-0.528647	-0.496526	-0.501879	-0.331493
190.14	-0.528644	-0.496319	-0.50244	-0.331659
190.15	-0.52868	-0.496291	-0.502265	-0.331774
190.16	-0.528661	-0.496299	-0.502223	-0.331786
190.17	-0.52842	-0.49645	-0.502307	-0.331874
190.18	-0.528496	-0.49636	-0.502083	-0.331837
190.19	-0.52863	-0.496567	-0.501893	-0.331874
190.2	-0.528605	-0.496567	-0.502237	-0.332039
190.21	-0.528547	-0.496631	-0.502156	-0.332079
190.22	-0.528817	-0.496654	-0.501982	-0.332042
190.23	-0.528568	-0.496697	-0.501579	-0.33176
190.24	-0.528537	-0.496583	-0.501651	-0.331718
190.25	-0.528676	-0.496607	-0.501407	-0.33166
190.26	-0.52855	-0.496708	-0.501447	-0.331735
190.27	-0.528524	-0.49652	-0.501302	-0.331767
190.28	-0.528428	-0.496573	-0.501218	-0.331826
190.29	-0.528289	-0.496663	-0.500942	-0.331849
190.3	-0.528594	-0.496835	-0.501242	-0.331821
190.31	-0.528395	-0.496621	-0.501013	-0.331945
190.32	-0.528409	-0.496673	-0.501153	-0.331836
190.33	-0.528498	-0.496652	-0.500845	-0.33204
190.34	-0.528483	-0.496574	-0.50093	-0.331842
190.35	-0.528276	-0.496787	-0.501129	-0.331822
190.36	-0.528416	-0.496881	-0.501153	-0.331772
190.37	-0.528513	-0.496863	-0.500901	-0.331667
190.38	-0.528408	-0.496823	-0.501175	-0.331697
190.39	-0.528344	-0.496869	-0.501067	-0.331883
190.4	-0.528353	-0.496896	-0.501013	-0.331838
190.41	-0.528442	-0.496827	-0.500858	-0.331588
190.42	-0.528516	-0.496888	-0.501166	-0.331822
190.43	-0.528419	-0.496788	-0.50091	-0.331769
190.44	-0.528333	-0.496704	-0.501147	-0.331787
190.45	-0.528349	-0.496715	-0.500953	-0.331767
190.46	-0.528309	-0.496749	-0.500917	-0.332037
190.47	-0.52824	-0.496805	-0.500924	-0.331872
190.48	-0.528286	-0.497001	-0.501077	-0.331893
190.49	-0.528329	-0.497011	-0.500893	-0.33171
190.5	-0.528183	-0.497007	-0.500879	-0.331645
190.51	-0.52806	-0.497264	-0.500689	-0.331737
190.52	-0.528055	-0.497072	-0.500959	-0.331567
190.53	-0.527828	-0.496923	-0.500208	-0.331666
190.54	-0.527904	-0.497004	-0.500576	-0.331728
190.55	-0.527956	-0.497054	-0.500201	-0.331897
190.56	-0.528058	-0.496988	-0.500369	-0.331611
190.57	-0.528042	-0.497015	-0.500384	-0.33182
190.58	-0.528071	-0.49687	-0.500412	-0.331764
190.59	-0.52807	-0.49686	-0.500315	-0.331696
190.6	-0.528001	-0.496938	-0.500255	-0.331872
190.61	-0.528016	-0.496917	-0.500169	-0.332034
190.62	-0.528021	-0.496874	-0.500198	-0.331814
190.63	-0.527846	-0.496766	-0.500396	-0.331789
190.64	-0.52787	-0.497102	-0.50043	-0.331768
190.65	-0.52771	-0.497036	-0.499847	-0.331753
190.66	-0.527745	-0.497042	-0.500201	-0.331725
190.67	-0.527681	-0.497077	-0.499896	-0.33205
190.68	-0.527698	-0.497027	-0.500012	-0.331841
190.69	-0.527697	-0.497047	-0.499827	-0.331855
190.7	-0.527735	-0.497064	-0.499917	-0.331894
190.71	-0.527688	-0.497023	-0.499794	-0.331891
190.72	-0.527612	-0.496848	-0.499927	-0.331758
190.73	-0.527563	-0.496863	-0.499663	-0.331812
190.74	-0.527735	-0.497007	-0.499921	-0.331867
190.75	-0.527601	-0.497068	-0.499727	-0.331555
190.76	-0.527568	-0.497221	-0.49983	-0.331664
190.77	-0.527556	-0.497074	-0.499895	-0.332026
190.78	-0.527553	-0.497149	-0.499871	-0.331995
190.79	-0.527557	-0.497244	-0.499678	-0.331958
190.8	-0.527495	-0.497155	-0.499705	-0.331754
190.81	-0.527421	-0.497197	-0.499084	-0.33181
190.82	-0.527387	-0.497214	-0.499639	-0.33159
190.83	-0.527362	-0.497249	-0.499414	-0.331719
190.84	-0.527458	-0.497271	-0.499454	-0.33179
190.85	-0.527395	-0.497212	-0.499092	-0.331603
190.86	-0.527405	-0.497334	-0.499482	-0.331798
190.87	-0.527305	-0.497385	-0.499081	-0.331747
190.88	-0.527409	-0.497397	-0.49919	-0.331699
190.89	-0.527243	-0.497521	-0.498929	-0.331577
190.9	-0.52739	-0.497525	-0.499016	-0.33163
190.91	-0.527362	-0.497591	-0.498875	-0.331664
190.92	-0.527298	-0.497413	-0.498964	-0.331638
190.93	-0.526908	-0.497383	-0.498706	-0.331391
190.94	-0.527381	-0.497531	-0.499007	-0.331729
190.95	-0.527302	-0.497468	-0.498986	-0.331627
190.96	-0.527493	-0.49725	-0.498788	-0.331894
190.97	-0.527346	-0.4977	-0.498685	-0.331747
190.98	-0.527288	-0.497545	-0.4987	-0.331802
190.99	-0.527245	-0.497662	-0.498432	-0.331833
191	-0.527186	-0.497663	-0.498622	-0.331944
191.01	-0.527145	-0.49734	-0.498079	-0.331907
191.02	-0.52712	-0.497753	-0.498292	-0.331879
191.03	-0.527109	-0.497626	-0.497881	-0.33189
191.04	-0.527251	-0.497756	-0.498321	-0.331732
191.05	-0.526984	-0.497844	-0.498151	-0.331933
191.06	-0.527157	-0.497848	-0.498417	-0.33157
191.07	-0.526755	-0.497727	-0.497905	-0.331795
191.08	-0.526869	-0.497744	-0.498172	-0.331484
191.09	-0.526837	-0.497647	-0.497939	-0.331664
191.1	-0.526944	-0.497924	-0.49803	-0.331599
191.11	-0.526974	-0.497744	-0.497901	-0.331602
191.12	-0.526704	-0.497764	-0.498072	-0.331587
191.13	-0.526819	-0.497587	-0.497645	-0.331502
191.14	-0.526743	-0.497869	-0.497694	-0.331553
191.15	-0.526672	-0.497838	-0.49769	-0.331836
191.16	-0.526808	-0.498088	-0.497864	-0.331977
191.17	-0.526763	-0.498155	-0.497836	-0.332195
191.18	-0.526749	-0.498029	-0.497941	-0.331783
191.19	-0.526794	-0.498125	-0.49764	-0.331575
191.2	-0.526595	-0.498205	-0.497769	-0.331528
191.21	-0.526657	-0.498144	-0.497794	-0.331655
191.22	-0.526619	-0.497993	-0.497728	-0.33167
191.23	-0.526284	-0.497735	-0.497509	-0.331717
191.24	-0.526436	-0.498025	-0.497553	-0.331769
191.25	-0.526414	-0.498063	-0.497313	-0.331945
191.26	-0.526496	-0.498118	-0.49749	-0.331834
191.27	-0.526261	-0.498159	-0.4971	-0.331654
191.28	-0.526327	-0.498147	-0.497482	-0.331579
191.29	-0.52646	-0.498117	-0.497214	-0.331653
191.3	-0.526402	-0.498162	-0.497229	-0.331719
191.31	-0.526279	-0.498196	-0.497203	-0.331907
191.32	-0.526276	-0.498125	-0.497423	-0.331789
191.33	-0.525957	-0.497863	-0.497382	-0.331623
191.34	-0.526215	-0.498173	-0.497399	-0.331861
191.35	-0.526483	-0.498113	-0.497186	-0.331795
191.36	-0.526353	-0.498117	-0.497155	-0.331825
191.37	-0.526312	-0.498315	-0.497261	-0.332024
191.38	-0.526262	-0.498402	-0.496931	-0.331654
191.39	-0.52617	-0.49801	-0.496958	-0.331737
191.4	-0.52631	-0.498265	-0.496975	-0.331698
191.41	-0.526361	-0.498316	-0.49714	-0.331468
191.42	-0.526325	-0.498239	-0.497068	-0.331425
191.43	-0.526039	-0.498231	-0.496828	-0.331394
191.44	-0.526058	-0.498441	-0.496846	-0.331533
191.45	-0.526009	-0.498258	-0.496731	-0.331531
191.46	-0.526124	-0.498358	-0.496846	-0.331248
191.47	-0.526104	-0.498258	-0.497004	-0.331541
191.48	-0.526022	-0.498404	-0.496792	-0.331358
191.49	-0.525974	-0.498439	-0.496835	-0.331643
191.5	-0.52591	-0.498494	-0.496847	-0.331719
191.51	-0.525966	-0.498345	-0.49656	-0.331637
191.52	-0.526029	-0.498352	-0.496599	-0.331566
191.53	-0.525895	-0.498089	-0.496561	-0.331639
191.54	-0.525918	-0.498416	-0.496456	-0.331826
191.55	-0.525779	-0.498661	-0.496449	-0.331825
191.56	-0.525842	-0.498632	-0.496461	-0.331636
191.57	-0.525856	-0.498541	-0.496219	-0.331607
191.58	-0.525934	-0.498568	-0.496275	-0.33141
191.59	-0.525772	-0.498668	-0.496208	-0.331724
191.6	-0.525845	-0.498742	-0.496126	-0.331756
191.61	-0.525688	-0.49865	-0.495872	-0.331576
191.62	-0.525907	-0.498862	-0.495981	-0.331503
191.63	-0.52568	-0.498586	-0.495701	-0.331519
191.64	-0.525937	-0.498781	-0.496037	-0.331459
191.65	-0.525837	-0.498781	-0.49596	-0.331494
191.66	-0.525757	-0.498677	-0.495939	-0.331392
191.67	-0.525846	-0.498738	-0.495809	-0.331701
191.68	-0.525717	-0.498695	-0.495831	-0.33135
191.69	-0.525748	-0.498906	-0.4957	-0.331522
191.7	-0.525868	-0.498963	-0.495688	-0.331368
191.71	-0.525708	-0.498758	-0.495557	-0.331617
191.72	-0.525623	-0.498891	-0.495567	-0.331581
191.73	-0.525325	-0.498861	-0.495208	-0.331314
191.74	-0.525657	-0.498962	-0.49552	-0.331324
191.75	-0.52555	-0.498963	-0.495359	-0.331446
191.76	-0.525747	-0.498996	-0.495457	-0.331491
191.77	-0.525729	-0.498813	-0.495263	-0.331429
191.78	-0.525672	-0.498993	-0.495359	-0.33117
191.79	-0.525606	-0.499048	-0.495457	-0.331542
191.8	-0.525721	-0.499074	-0.495377	-0.331461
191.81	-0.525621	-0.49919	-0.495322	-0.331364
191.82	-0.525745	-0.499367	-0.495399	-0.331434
191.83	-0.52566	-0.49922	-0.494668	-0.331339
191.84	-0.525597	-0.499468	-0.495049	-0.331262
191.85	-0.525524	-0.499307	-0.495089	-0.331359
191.86	-0.525674	-0.499314	-0.494978	-0.331569
191.87	-0.525621	-0.499365	-0.495153	-0.331776
191.88	-0.525624	-0.499524	-0.495045	-0.331663
191.89	-0.525362	-0.499362	-0.495008	-0.331914
191.9	-0.525523	-0.499415	-0.494947	-0.331742
191.91	-0.525539	-0.499431	-0.494717	-0.331639
191.92	-0.525419	-0.499613	-0.494821	-0.331418
191.93	-0.5254	-0.499256	-0.49465	-0.331384
191.94	-0.525269	-0.499501	-0.494668	-0.331451
191.95	-0.525172	-0.499315	-0.494161	-0.331363
191.96	-0.525244	-0.499464	-0.494335	-0.331693
191.97	-0.525227	-0.499521	-0.494312	-0.331747
191.98	-0.525326	-0.499638	-0.494202	-0.331634
191.99	-0.525292	-0.499393	-0.494536	-0.331717
192	-0.525193	-0.499446	-0.494396	-0.331496
192.01	-0.524977	-0.499273	-0.493583	-0.331324
192.02	-0.525201	-0.499556	-0.494136	-0.331406
192.03	-0.525038	-0.499469	-0.493874	-0.331403
192.04	-0.525147	-0.499539	-0.493967	-0.331618
192.05	-0.525028	-0.499558	-0.493592	-0.331663
192.06	-0.525152	-0.499615	-0.493809	-0.33146
192.07	-0.525175	-0.499695	-0.493267	-0.33143
192.08	-0.525138	-0.499685	-0.493773	-0.331588
192.09	-0.525089	-0.499657	-0.493634	-0.331693
192.1	-0.525116	-0.499772	-0.493765	-0.331554
192.11	-0.524925	-0.499709	-0.493767	-0.33162
192.12	-0.525062	-0.499816	-0.49376	-0.331587
